 User_ID 	Br_Area 	Br_ DArea	Rb_Area 	Rb_ DArea	Sr_Area 	Sr_ DArea	Zr_Area 	Zr_ DArea	Ru_Area 	Ru_ DArea	Rh_Area 	Rh_ DArea	Mg_Area 	Mg_ DArea	Al_Area 	Al_ DArea	Si_Area 	Si_ DArea	S_Area 	S_ DArea	K_Area 	K_ DArea	Ca_Area 	Ca_ DArea	Ti_Area 	Ti_ DArea	Fe_Area 	Fe_ DArea
682	898	36	924	46	25161	167	3040	173	12636	225	15641	242	128	16	1551	44	15649	129	2120	64	8829	118	245906	502	3157	81	22790	174
684	287	24	882	45	25034	166	3006	173	13410	224	15282	239	169	16	1707	45	17449	135	783	50	9211	119	251869	508	3629	82	25162	178
685	310	25	866	43	25172	166	2778	151	13173	221	15129	237	138	16	1485	43	15394	127	912	51	8615	116	246605	502	3163	79	23151	172
686	284	25	954	44	24683	165	2943	154	12998	223	15206	239	121	15	1458	42	14868	125	963	52	8282	115	247202	503	3319	81	24131	176
687	306	25	888	43	24866	165	2852	173	13476	226	15929	244	140	15	1376	41	14576	124	811	50	8136	113	232902	488	3348	80	23648	174
688	451	28	831	44	25233	167	2524	172	13205	225	15345	241	112	15	1467	42	14350	123	758	50	8243	114	242288	498	3128	80	22887	172
689	398	26	718	42	24329	164	2661	169	13214	223	15326	239	108	15	1231	39	12479	114	1104	53	7290	110	243947	500	2815	78	22726	171
690	323	25	808	44	24798	165	3460	155	13110	224	15575	240	117	15	1394	41	13590	119	1139	54	7839	113	256503	512	2957	80	23610	175
691	343	26	936	44	25009	167	3256	176	13703	226	15575	242	140	15	1628	44	15536	127	934	52	8695	117	256945	513	3178	81	24978	178
692	298	1	907	1	23759	5	2889	3	13319	7	15248	7	132	0	1473	1	15340	4	918	2	8577	4	242683	16	3452	3	25729	6
693	303	1	950	1	23704	5	3270	3	13278	7	15475	8	136	16	1507	43	15548	128	809	50	8687	116	233976	490	3694	83	26013	181
694	256	24	865	44	23981	163	3213	175	13856	227	15871	243	106	15	1397	42	14757	125	861	52	8747	116	232845	489	3426	83	26609	183
695	280	25	980	45	23622	162	3735	179	13406	227	15686	244	104	15	1393	42	14450	123	967	51	8606	116	226843	483	3613	84	27039	184
696	256	24	880	44	23369	161	3897	179	13279	225	15398	242	123	16	1494	43	14983	125	997	51	8941	116	229101	485	3698	84	27278	185
697	290	24	1046	46	23648	162	4064	184	13642	227	15353	244	136	16	1848	47	17909	137	982	53	9617	121	237872	494	3919	85	29555	192
698	264	23	926	44	23765	162	4213	123	13647	225	15991	240	156	17	1793	47	18123	138	837	52	9936	122	246718	503	4014	85	28400	188
699	300	24	918	44	24287	164	3853	162	13996	227	16525	244	153	16	1749	46	18072	137	868	52	9363	120	249220	506	3802	85	27347	185
700	289	26	822	44	24392	164	3724	183	13837	229	16220	246	159	16	1663	45	16463	131	806	50	9140	119	235987	492	3561	83	27522	186
701	292	24	900	44	23756	162	3939	112	13781	225	15354	241	138	17	1591	44	16577	132	953	52	9114	118	235532	492	3737	83	27582	186
702	319	25	935	45	23320	161	3554	157	13050	224	15877	243	84	14	1651	45	17131	134	784	50	9243	118	231143	487	3655	84	26976	184
703	316	25	1008	46	23691	162	3712	179	13549	227	15787	243	103	15	1433	42	15436	127	1128	52	8466	115	224227	480	3504	82	27144	185
704	404	27	959	46	23477	162	3274	178	13855	229	15699	245	120	14	1426	41	15404	127	896	51	8746	117	226261	482	3716	85	27641	186
705	534	29	1021	46	23615	162	3484	159	14148	230	15835	244	142	17	1557	44	15797	129	887	51	8957	118	228349	484	3734	85	27804	187
706	553	29	972	46	23541	162	4023	181	13911	230	15498	246	123	15	1529	44	15759	129	941	51	9248	118	224496	480	3778	85	27952	188
707	564	29	980	45	23497	161	4022	113	13745	229	16041	244	140	16	1395	41	15231	126	987	53	8570	116	224550	480	3830	86	27799	187
708	623	31	990	47	23180	160	3689	112	13881	226	16416	241	143	17	1892	48	18815	140	1006	52	9378	119	230271	486	4014	86	28414	188
709	710	33	1028	47	23093	160	3654	177	13130	229	15498	245	183	18	1760	46	18625	139	1029	53	9588	121	228514	485	4011	87	29996	193
710	625	32	1021	46	22871	159	3588	122	13907	228	15864	244	148	16	1710	46	18291	138	1092	53	9358	120	222045	478	4029	86	29741	192
711	648	31	995	46	23071	160	3777	113	13906	228	15991	242	165	16	1649	44	16945	133	1024	52	8835	117	225273	481	3784	83	27087	185
712	629	30	960	46	23758	162	3998	181	13977	231	15492	246	159	16	1789	46	17887	137	820	50	9444	120	228552	485	4019	86	27815	187
713	774	33	963	46	23274	161	3572	176	13711	231	15396	246	149	16	1637	44	17014	133	999	52	9067	118	223062	479	3963	86	28637	190
714	686	32	957	46	22915	159	3669	176	13554	229	15940	245	138	16	1563	44	16382	131	1153	54	9046	118	219761	475	3727	85	28905	190
715	684	32	1001	46	23427	162	3606	180	14180	232	15690	245	152	16	1769	46	17542	135	1044	54	9429	121	230249	487	3931	86	29728	192
716	797	34	994	46	23347	161	3594	182	14346	236	15925	249	125	16	1569	44	16160	130	1189	54	8762	118	219929	476	3770	85	28361	189
717	768	34	1043	46	22844	160	3717	184	14232	236	15061	249	124	16	1431	42	15745	128	1173	54	8994	118	217512	473	3861	86	28936	190
718	856	35	1050	48	22864	159	3942	179	14424	236	15914	248	90	0	1555	1	16605	4	1090	2	9221	4	219837	15	3788	3	29674	6
719	868	35	1105	48	22735	159	3387	157	13987	232	15541	245	114	15	1662	45	17409	135	1169	55	9734	120	219264	475	4156	87	31241	197
720	781	34	1083	47	22792	159	3875	121	13897	229	16056	244	93	15	1612	45	16885	133	1224	55	9495	121	219648	476	3774	85	30336	194
721	864	34	1010	47	23066	160	3452	176	14236	235	15393	247	152	17	1747	46	17706	136	1080	54	9587	121	221854	478	4009	87	30245	194
722	769	33	1018	46	24281	164	3084	178	14207	233	15860	246	123	17	1661	45	16761	132	1288	55	9055	118	230841	487	3584	83	27609	187
723	662	31	1026	46	25511	168	2847	177	13833	232	15430	246	129	16	1593	44	16659	132	1202	55	9103	119	247823	504	3160	81	25761	181
724	570	30	967	46	26105	169	3162	178	13918	231	15519	246	165	16	1770	46	16733	132	1235	56	9184	119	258327	514	3120	81	25865	181
725	620	32	996	46	24433	165	2969	174	14102	230	15740	245	127	1	1509	1	15288	4	998	2	8744	4	236026	16	3143	3	25827	6
726	604	30	896	46	24376	164	3330	176	13836	230	14986	244	154	16	1548	43	15193	126	1146	55	8327	116	244960	501	3130	81	25169	180
727	864	35	947	46	23048	161	3037	176	14205	235	15504	246	118	15	1346	41	14358	123	1062	54	8391	115	217968	474	3333	83	26970	185
728	800	1	1100	1	23319	5	2889	3	13699	7	14976	8	114	16	1400	42	13984	121	995	52	8334	115	220872	477	3601	83	26958	184
729	954	37	992	48	23157	161	3582	181	13984	234	15460	247	142	16	1632	45	17152	134	1125	54	9377	120	228717	485	3671	85	28849	190
730	1024	37	1055	47	22197	157	3596	181	14412	235	14889	245	124	16	1524	43	15642	128	1155	53	9222	118	208806	463	3740	85	28460	189
731	1120	1	1102	2	22179	5	3530	3	14121	7	15263	8	164	17	1680	45	17488	135	1243	54	9504	120	216045	472	4047	87	31351	197
732	962	36	1067	48	23281	161	3709	178	14074	236	15453	249	161	16	1689	45	16962	133	1313	56	9764	122	223444	479	3846	86	29801	193
733	820	35	977	47	23916	163	3462	179	14649	236	14982	247	153	17	1914	48	18408	139	1145	54	9832	122	238891	495	3609	85	29008	190
734	581	31	1001	47	24108	164	3248	178	14133	233	15627	246	135	15	1747	46	17352	135	1133	55	9125	120	245787	502	3400	82	27301	185
735	526	30	931	46	23676	162	2889	172	14051	230	15546	246	120	1	1673	1	16981	4	1431	2	9100	4	248445	16	3200	3	27991	6
736	591	31	1086	47	23218	161	3327	177	14252	234	16084	247	172	16	1918	48	18668	140	1063	53	9819	122	243158	500	3606	84	28115	188
737	651	31	1100	48	23247	161	3744	180	14693	236	15678	249	150	16	1868	48	18663	140	940	52	10018	123	239407	496	3668	84	28494	189
738	971	37	1082	48	22861	160	3906	184	14308	237	15674	248	146	1	1941	2	19179	4	1154	2	10017	4	232370	15	4106	3	30432	6
739	1016	38	1156	49	23031	160	4113	115	14965	236	15698	248	135	16	1946	49	19960	144	1145	55	10526	125	228938	485	4289	87	31866	198
740	734	33	1180	49	22935	160	3680	181	14844	237	16233	251	194	17	1958	49	19578	143	1000	53	10390	124	230039	486	4057	86	30223	194
741	842	34	1108	49	22532	159	3905	185	14628	239	15394	250	168	17	1996	49	19898	144	1114	54	10786	125	222825	479	4042	87	31943	199
742	984	37	1212	50	22153	158	3914	187	15110	242	15372	251	146	16	1960	48	19523	142	1156	54	10457	123	214568	470	3908	87	31559	198
743	970	37	1213	50	20717	153	3720	122	14542	235	15508	247	160	16	2090	49	20157	144	1157	54	10773	125	210374	465	4127	88	33590	203
744	989	37	1204	50	21378	155	4198	185	14165	239	15559	251	155	16	2107	50	20283	145	935	52	10457	124	214305	470	4289	88	31326	197
745	931	36	1186	48	21739	155	4134	123	14047	233	15804	247	136	16	2055	49	20276	145	1170	54	10280	124	215224	471	4169	87	32202	199
746	1138	39	1259	50	21597	156	3941	182	14212	239	15408	250	154	17	2059	50	20066	145	1169	55	10638	125	213769	469	4132	88	32885	201
747	913	36	1034	47	21715	156	3858	161	14231	236	15121	247	155	16	1891	47	19084	141	1152	53	10016	123	209123	464	4078	88	31719	198
748	934	36	1012	48	21091	154	4546	187	14112	237	15244	248	148	16	1873	47	19504	143	1428	57	10215	123	214835	470	4171	88	32921	201
749	990	38	1195	50	22218	158	3483	161	14753	239	15335	250	158	18	1915	48	19132	141	1132	54	10580	124	214772	470	3820	86	31798	198
750	1032	37	1088	48	22557	158	3677	112	14595	233	15800	246	158	1	2103	2	20615	5	1221	2	10263	4	226851	15	3812	3	30742	6
751	1078	38	1060	48	23098	160	3378	159	14935	239	14963	247	181	17	1952	48	19909	144	1102	55	10054	123	235568	492	3428	83	29060	190
752	1051	37	1047	48	23849	163	3583	158	14719	239	15704	249	162	16	1768	46	17497	135	1170	55	9656	121	236315	493	3342	83	27734	187
753	1015	37	1048	48	23736	162	3548	180	14390	238	15713	250	170	17	1938	48	18831	140	1056	53	9752	122	236459	493	3323	82	26945	185
754	1059	38	925	46	24089	164	3038	110	14532	234	15610	246	138	16	1601	44	16373	131	1302	54	8657	116	235422	491	3000	79	25541	180
755	1259	40	914	46	25515	167	2787	176	14409	238	15903	249	129	16	1688	46	16561	132	1389	58	8826	118	251383	508	3075	81	25979	181
756	1143	38	833	46	25556	167	2193	108	13978	230	15792	246	125	15	1749	46	17288	134	1256	56	8648	117	253810	510	3036	80	24989	178
757	935	36	985	46	26522	171	2805	178	14351	236	15720	249	198	17	1803	47	17132	134	1238	55	9039	119	265023	521	3103	81	23848	175
758	922	35	895	45	26136	169	2839	176	14335	235	15436	247	149	16	1645	45	16563	132	1166	54	8589	116	256996	513	3072	80	23652	174
759	800	1	868	1	26762	5	2460	4	13878	7	16021	8	166	16	1748	46	17125	134	1138	55	8620	117	267659	523	2987	79	23365	173
760	736	33	912	46	27375	174	2465	173	13756	232	15200	245	124	17	1643	46	16067	130	1175	56	8391	117	276959	532	2694	78	22606	171
761	623	32	846	45	26975	172	2308	173	13968	231	15097	244	170	17	1513	43	15170	126	1339	57	8213	115	276715	532	2608	77	22006	169
762	656	32	796	45	27691	175	2239	169	13653	229	15327	242	135	17	1479	44	15300	127	1212	57	8177	116	279991	535	2576	77	21647	169
763	697	33	870	45	28377	177	2085	153	13605	228	15728	243	161	17	1672	45	15786	129	1031	55	8667	117	284065	539	2598	77	21969	169
764	764	1	772	1	27842	6	2281	3	13428	7	15329	8	122	16	1440	43	14287	123	1171	56	8008	114	283779	538	2489	77	21027	167
765	670	31	814	44	28089	176	1957	172	13783	230	15706	245	110	1	1428	1	13856	4	1227	2	8154	4	275182	17	2717	2	21168	5
766	650	32	747	44	27968	176	2159	151	13955	228	15818	242	110	15	1652	45	15398	127	1218	57	8205	116	286236	541	2635	78	21547	168
767	770	1	790	1	26999	5	2293	3	13976	7	15886	8	167	17	1587	44	14833	125	1363	57	8111	115	273862	529	2708	78	23268	173
768	544	30	721	44	27376	174	2494	173	13891	229	15606	244	143	16	1627	45	15842	129	1026	54	8642	117	277498	533	2756	78	21909	169
769	496	30	880	44	25845	168	2482	115	14079	225	15373	240	161	16	1656	45	16300	131	1030	54	8736	117	267867	523	2964	78	23609	174
770	513	29	929	45	26503	171	2248	172	13791	229	15630	242	138	16	1520	44	15212	127	1217	56	8547	117	270668	526	2773	77	23552	174
771	456	27	852	45	26129	170	2069	168	13986	227	15106	242	103	16	1473	43	15478	128	1350	56	8623	116	269095	524	2784	77	23155	173
772	362	26	866	45	25115	167	2627	153	14320	229	15507	242	147	16	1625	45	16377	131	1436	57	9305	120	256304	512	2823	79	26440	182
773	423	27	1013	45	25240	166	2528	153	14318	228	15592	241	138	16	1692	46	16823	133	905	52	9359	120	260383	516	3068	79	24791	178
774	451	28	981	46	25671	168	2195	152	14247	229	15319	242	165	16	1567	44	16654	132	1635	59	9134	119	257888	514	3036	79	25839	181
775	404	27	817	43	25476	167	2694	151	14402	228	15526	241	133	15	1531	43	15078	126	1152	54	8499	117	255835	512	2963	79	23593	174
776	444	29	877	45	25628	169	2017	108	14576	232	15049	245	82	15	1454	43	14489	124	815	51	8422	115	255016	511	3065	79	22792	172
777	398	27	973	45	24470	164	2298	106	13681	225	14946	239	118	14	1348	40	13497	119	1035	51	7862	113	228742	484	3039	79	24063	175
778	421	28	942	45	24266	164	2524	116	13901	225	15028	238	165	16	1505	43	14982	125	940	52	8051	113	232412	488	3071	79	23954	175
779	487	1	939	1	23299	5	2540	3	13936	7	14909	7	79	15	1305	41	12863	117	964	52	7483	110	214069	469	2839	77	23345	173
783	467	28	966	46	23760	162	2761	117	13902	228	15243	242	150	17	1785	47	16958	133	1464	56	9281	119	227503	483	3455	83	28353	189
784	740	32	920	46	24873	166	2803	109	14243	229	16176	244	161	1	1980	2	18976	4	1270	2	10005	4	257989	16	3618	3	27940	6
785	587	31	1003	47	25058	167	3092	173	14047	232	16037	247	160	16	1954	48	18940	140	1060	54	9951	123	258438	515	3927	85	27835	187
786	587	32	1004	46	25148	167	3046	174	14146	233	16382	248	164	17	2041	49	19750	143	963	53	9987	123	259148	515	3967	86	28185	189
787	612	31	1036	47	25467	168	3110	111	14451	231	15793	245	148	17	1969	49	20206	145	1148	53	10292	124	259972	516	4166	87	29042	190
788	550	30	958	46	25381	168	3537	182	14328	234	16584	249	158	17	1959	49	19894	144	961	53	10073	124	259355	516	4103	87	29262	191
789	673	32	983	46	24884	166	3016	110	13954	228	16335	244	138	17	1947	49	19626	143	1469	58	10182	124	260650	517	4106	86	31846	198
790	639	32	939	46	23564	162	3577	177	13925	231	15981	247	196	18	1884	47	19434	142	1324	57	9963	123	249785	506	4147	87	32240	199
791	601	31	1035	46	24662	165	3472	177	14068	233	15934	248	159	17	1872	48	19412	142	930	52	10244	123	249140	505	4166	87	29176	191
792	622	31	954	46	25282	167	2911	110	14595	230	16222	245	167	18	1810	47	18112	137	1010	54	9844	122	258545	515	3736	85	27117	185
793	456	28	1010	46	24230	163	3835	122	13991	230	15744	246	149	17	1871	47	19224	141	921	53	9844	122	248542	505	4032	87	29270	191
794	562	30	1055	46	24424	164	3454	177	14076	233	16188	248	125	15	1913	48	18311	138	1040	53	9997	123	243299	500	4066	87	29468	192
795	529	30	959	46	24067	163	3412	181	13729	233	16383	249	124	16	1761	47	18073	138	1146	54	9843	121	242530	499	4207	87	29802	192
796	706	33	1059	46	24112	163	3340	112	13628	228	15977	246	106	15	1679	46	17270	135	1308	55	9651	121	236447	493	4045	87	29848	193
797	829	35	982	46	22086	157	3437	176	13565	232	16000	247	97	16	1454	43	15290	127	1570	57	9214	119	217262	473	4036	87	33254	202
798	657	1	1076	1	23835	5	3436	4	13962	7	15570	8	163	16	1666	45	17148	134	1119	54	9452	120	235879	492	4157	87	29661	192
799	809	35	1047	47	23342	161	3575	122	13938	231	15964	246	99	15	1570	44	16160	130	1201	54	9128	119	223831	480	3930	86	29479	192
800	786	34	937	47	25072	167	3450	113	14140	231	16231	247	125	15	1594	44	16120	130	1134	54	9050	118	238248	494	3996	87	28339	189
801	772	34	926	46	25276	167	3252	181	14042	234	16434	250	99	16	1491	44	15475	128	963	53	8718	117	241689	498	3721	85	25601	181
802	795	34	977	47	23898	163	3883	113	14295	231	15981	247	129	16	1486	43	16029	130	1245	54	9536	121	228168	484	4254	89	30273	194
803	869	35	985	46	23037	160	3786	159	13989	233	15557	247	126	16	1587	44	16531	132	1386	56	9718	120	222525	478	4432	89	31474	197
804	1064	37	1090	47	22593	159	3464	178	14216	237	16330	249	107	15	1486	43	15945	129	1354	56	8927	117	222021	478	4211	87	30200	194
805	1195	39	1011	48	22604	159	3655	181	14321	239	16420	250	145	16	1641	45	16873	133	1296	56	9377	120	228771	485	3748	85	30697	196
806	1160	39	1150	49	23638	162	3616	160	14349	237	16457	251	120	15	1791	47	18174	138	1063	54	9709	122	234294	491	3894	87	30466	195
807	1145	40	1102	49	23117	160	3770	183	14263	239	16006	251	121	1	1818	1	18793	4	1213	2	10076	4	234042	15	4110	3	30991	6
808	1043	38	1097	48	22882	160	3170	112	14475	234	16144	248	104	15	1709	45	17093	134	1238	55	9594	121	230557	487	3840	86	30432	195
809	1092	39	981	48	23657	163	3437	182	14301	239	15915	252	149	16	1836	47	18590	139	1335	56	9835	123	237105	494	4044	87	29751	193
810	819	35	923	46	24367	164	3201	176	14107	233	16320	248	137	15	1852	47	18003	137	1391	58	10038	122	245396	502	4024	88	31171	197
811	1056	38	1139	49	23011	161	3492	181	14251	239	15994	252	149	17	1906	48	18899	140	1069	54	9976	122	239687	496	3978	87	29684	192
812	1039	38	1174	49	22106	157	3450	183	14693	241	16185	254	150	17	2064	50	19834	144	1241	55	10340	124	239357	496	3797	86	31328	197
813	970	37	1206	49	22267	157	3561	175	13934	235	15793	249	157	17	1863	48	19374	142	1350	56	9879	123	238289	495	3756	86	30356	194
814	1029	1	1069	2	22818	5	3787	4	14209	7	15854	8	161	1	1877	1	19634	5	1343	2	9665	4	243576	16	3833	3	30173	6
815	952	36	1077	48	23577	162	3492	160	14476	238	15869	249	106	17	1934	49	19398	143	1066	53	10068	122	249018	505	3843	86	28809	190
816	993	37	1080	48	22801	160	3430	180	14705	239	15581	250	183	18	2004	49	19399	142	1412	56	10308	124	238997	495	3832	87	31236	197
817	915	37	1295	50	22394	158	3933	162	14875	240	15507	251	145	16	2033	49	19976	144	1254	55	10458	125	234384	491	4133	88	32223	200
818	894	36	1174	49	22324	158	3842	185	14914	241	16166	253	145	17	2081	50	19814	144	1056	54	10717	125	232354	488	4051	87	31209	197
819	840	35	1152	49	22049	158	4234	186	15230	243	15517	253	157	17	1957	48	19686	143	1135	54	10468	125	230037	487	4019	87	31411	198
820	1063	38	1096	50	22664	159	3832	184	15035	245	16158	255	164	17	1999	49	19960	144	1292	55	10583	125	232749	489	4042	87	32953	201
821	746	34	1126	49	23103	161	3592	181	14830	238	16074	251	160	17	1985	49	19613	143	1241	56	10329	125	239829	497	3769	87	32726	201
822	883	36	1124	49	23130	161	3908	162	15018	240	16210	251	160	17	2038	49	20499	146	951	52	10590	125	239605	496	4080	88	30617	195
823	939	37	1113	48	23012	160	3790	114	14578	235	15613	248	175	17	1884	48	19154	142	1065	53	10311	125	239056	496	4124	87	31071	196
824	904	36	1121	49	23216	161	3627	163	14806	240	16277	253	138	17	1828	48	18726	140	1076	54	10126	123	237951	494	3982	87	30454	195
825	947	36	1160	50	23134	161	3439	161	14638	240	16301	252	160	16	1841	47	17807	136	1015	53	9767	122	232876	489	3798	86	29091	192
826	886	35	1099	48	23608	162	3581	179	14592	239	16359	253	150	15	1765	46	17326	134	1058	53	9952	122	230823	487	3977	87	29453	192
827	861	35	1109	49	22880	161	3476	182	14880	241	16670	255	132	17	1975	49	20032	144	978	52	10450	124	230917	487	3859	87	30129	194
828	720	33	1138	48	24351	165	3754	183	14788	241	15874	254	180	17	1998	49	19527	142	1045	53	10452	124	242490	499	3702	85	28286	189
829	670	31	1008	48	25114	167	3089	180	14929	240	16422	252	139	16	1963	48	18862	140	979	53	10017	123	252664	509	3481	84	28503	189
830	623	32	1019	47	25586	169	3174	180	15092	239	16857	251	146	17	1725	46	17732	136	992	54	9881	123	250069	507	3453	84	28551	189
831	737	34	1082	48	23877	163	3311	161	15107	240	16513	254	138	16	1909	48	18772	140	934	52	10044	123	243334	500	3648	85	28724	190
832	744	32	1149	48	24461	165	3441	158	14561	237	16022	252	118	17	1991	49	18280	138	1048	53	9955	124	246077	503	3615	85	28123	189
833	576	31	882	46	24897	167	3154	179	15203	241	16633	255	180	18	1884	48	18263	138	910	53	9623	122	256269	513	3293	83	26712	184
834	803	35	1086	46	25847	169	3132	113	15251	237	16412	251	121	1	1722	1	17060	4	1151	2	9283	4	254949	16	3397	3	27429	6
835	841	34	927	46	25368	168	2946	178	15110	241	16148	254	136	1	1555	1	15266	4	1165	2	8459	4	255414	16	2923	3	24473	6
836	674	33	1022	47	26332	170	2772	176	15190	240	16690	253	170	1	1869	2	16497	4	868	2	9024	4	273355	17	3167	3	23129	5
837	671	32	1005	47	25608	169	2924	177	15153	240	16538	254	142	16	1805	47	16885	133	954	53	9163	120	266652	523	3151	83	24167	177
838	735	33	894	46	26272	170	3163	113	14958	236	15887	250	144	16	1665	45	16545	132	889	52	8656	118	274134	530	3085	82	23374	175
839	720	33	856	47	26559	172	2885	180	15276	240	16032	252	130	16	1575	44	15297	127	1013	55	8371	117	276694	532	3094	82	23215	174
840	774	34	893	46	26879	173	2397	154	14581	236	16293	250	131	17	1409	43	14714	125	1083	55	8426	117	280455	536	3104	81	22756	173
841	900	36	835	45	28593	177	2067	110	15067	237	16494	250	127	15	1341	41	12933	117	1185	55	7592	113	292045	546	2806	80	20245	165
