 User_ID 	Br_Area 	Br_ DArea	Rb_Area 	Rb_ DArea	Sr_Area 	Sr_ DArea	Zr_Area 	Zr_ DArea	Ru_Area 	Ru_ DArea	Rh_Area 	Rh_ DArea	Mg_Area 	Mg_ DArea	Al_Area 	Al_ DArea	Si_Area 	Si_ DArea	S_Area 	S_ DArea	K_Area 	K_ DArea	Ca_Area 	Ca_ DArea	Ti_Area 	Ti_ DArea	Fe_Area 	Fe_ DArea
483	1767	46	721	45	22568	158	2194	112	13143	225	15440	237	99	13	1052	36	10276	104	2326	65	6382	104	216380	471	2544	76	20339	164
485	1833	47	771	46	24055	163	2274	151	14225	240	15260	246	122	16	981	36	9569	101	2896	70	6367	106	222201	478	2512	78	22013	171
486	1606	45	794	44	23345	161	2005	148	13740	235	14565	242	107	15	855	34	9042	99	2592	68	6033	104	220795	476	2505	75	20373	166
487	1698	45	784	45	23314	161	2119	114	14565	230	15331	241	82	14	770	33	8277	95	2675	68	5858	103	212558	467	2417	76	20480	166
488	1734	46	726	44	23270	161	2098	149	13485	233	14608	240	75	14	879	34	8191	94	2651	68	5706	102	213120	468	2322	76	19571	163
489	1659	45	734	46	23976	164	2079	168	14261	238	14453	243	122	1	923	1	8549	3	2556	2	5909	3	214640	15	2381	2	19610	5
490	1694	46	714	45	24640	165	2386	115	14102	231	15326	243	109	15	1037	37	9769	102	3014	71	6515	106	222849	478	2637	78	20952	168
491	1693	45	772	47	25356	168	2229	170	14597	242	15891	249	121	1	995	1	10406	3	2896	2	6471	3	230905	15	2649	2	20726	5
492	1652	45	878	47	24984	166	2612	155	14281	239	15940	249	145	16	1126	38	11445	110	2634	68	7176	110	232333	488	3019	82	21880	172
493	1753	46	813	46	25704	169	2456	153	14637	239	16143	248	117	15	1170	39	11884	113	2799	70	7329	111	246057	502	2749	80	22026	172
494	1827	46	829	48	25972	170	2606	178	14662	244	16242	252	124	15	1306	40	13102	118	2763	70	7450	113	258338	515	2777	80	22323	173
495	1749	1	817	1	25379	5	2586	4	14693	8	15331	8	109	15	1200	40	11794	112	3071	72	7334	111	245234	502	2657	79	23511	176
496	1462	43	729	44	26053	170	2669	153	14222	236	16270	247	131	16	1241	40	11731	112	2837	71	6596	108	273769	529	2536	78	19695	164
497	1608	45	793	46	26042	170	2202	169	14019	239	15822	248	112	14	1290	40	12137	114	3196	73	7057	110	251656	508	2603	78	22532	173
498	1570	45	956	48	25688	168	2380	171	14636	242	16028	251	121	16	1263	41	12584	116	3072	72	7943	113	246938	503	2799	80	23266	176
499	1477	43	906	46	25812	168	2864	109	14223	231	15904	244	163	17	1558	44	14420	123	2721	70	8225	117	256645	513	3150	81	23107	174
500	1581	44	867	47	26357	171	2618	178	14332	242	16059	251	105	15	1218	40	12578	116	2566	69	7800	114	247768	504	2875	81	22375	173
501	1384	42	856	46	26094	170	2030	152	13969	235	16429	248	128	16	1199	40	11953	113	2841	71	7671	112	254666	511	2796	80	21583	170
502	1489	43	761	46	26711	172	2469	174	14556	241	16323	251	160	16	1317	41	12581	116	2762	70	7862	115	259147	515	2774	80	21032	168
503	1497	43	799	46	27289	174	2145	169	14781	240	16126	249	146	16	1373	42	13419	119	2612	70	7706	114	269031	525	2773	78	20554	167
504	1595	45	782	46	27249	173	2375	117	14705	234	15908	246	127	17	1399	43	13505	120	2687	70	7386	113	280420	535	2623	78	20677	167
505	1512	44	811	47	27799	175	1902	173	14020	241	16172	250	159	17	1455	42	14169	122	2579	69	7820	115	289112	544	2532	77	20103	165
506	1506	44	809	45	28125	175	1663	172	14207	240	16436	250	126	1	1350	1	12937	4	2743	2	7118	3	284855	17	2560	2	19327	5
507	1480	43	703	44	27757	174	1520	165	13416	235	15498	247	150	16	1319	41	12150	114	3058	73	7136	111	304923	558	2234	75	18280	159
508	1501	43	715	46	28884	178	1861	172	14109	239	15738	248	137	16	1348	41	12638	116	2511	69	7320	112	301552	555	2364	76	17737	157
509	1404	42	744	45	28565	177	1740	168	13831	236	16005	247	112	16	1390	42	13148	118	2465	68	7111	111	304118	557	2331	77	17549	157
510	1524	43	705	44	28548	177	1805	168	14242	237	16051	247	125	16	1381	42	12705	116	2531	69	7078	111	306363	559	2329	75	16686	154
511	1411	43	686	45	28648	178	1598	149	13911	236	16227	247	137	17	1305	41	12556	116	2647	70	7065	112	302577	556	2334	75	17634	156
512	1472	43	626	44	28267	176	1654	167	14160	235	16238	246	165	17	1337	41	12909	117	4009	79	7048	110	304574	557	2247	76	19185	162
513	1479	43	685	44	28771	178	1723	168	13797	236	15776	247	113	17	1275	41	13318	119	2700	70	6929	111	308686	561	2398	77	18386	159
514	1501	44	716	45	28729	178	1623	149	14201	236	15993	247	131	15	1422	42	13207	118	2775	70	7333	112	309023	561	2473	76	18226	158
515	1394	42	710	45	28644	178	1665	168	14209	236	16174	248	147	16	1442	42	13472	119	2414	68	7333	114	313322	566	2458	75	18013	157
516	1469	43	727	45	29115	179	1834	168	14283	239	15866	248	151	17	1372	42	13381	120	2363	69	7342	113	307630	560	2351	75	17912	158
517	1334	41	623	44	28858	178	1579	165	14394	236	15976	248	144	16	1365	42	13617	120	2436	68	7361	113	311565	564	2369	75	17105	154
518	1399	42	866	44	28739	177	1734	115	13784	230	15726	243	134	17	1412	42	13674	121	2319	68	7246	112	302650	556	2372	75	17140	155
519	1286	41	732	45	28925	178	1413	168	13856	236	15612	247	124	17	1328	42	12853	117	2535	69	7310	113	307163	560	2441	77	17456	156
520	1245	40	659	43	27812	175	1777	169	14039	235	15742	246	150	17	1432	43	13382	119	2467	68	7310	113	301778	555	2407	75	17440	156
521	1033	38	708	45	26781	172	2061	170	14272	233	15174	244	137	16	1569	44	14485	124	2032	65	7984	116	293957	548	2502	77	18086	158
522	1239	40	814	45	27848	175	1887	168	13564	233	15351	245	162	16	1537	43	14674	124	2291	67	7900	115	304692	558	2461	76	17761	156
523	1360	41	813	45	27914	175	1932	167	14013	235	15708	246	169	18	1472	43	14021	122	2321	67	7666	114	307204	560	2478	77	17924	157
524	1385	42	635	44	27827	175	2209	116	14116	231	16158	245	151	16	1547	44	13762	121	2216	66	7491	114	304726	558	2662	77	18540	160
525	1431	1	841	1	27322	5	2262	3	14090	7	15913	8	111	17	1497	44	14083	122	2327	67	7761	115	302471	556	2768	79	18686	161
526	1435	42	789	46	27194	173	2170	152	13729	234	15650	245	123	15	1543	44	13903	122	2440	68	7764	115	292040	546	2794	79	19535	163
527	1395	42	756	45	27295	173	2410	172	13943	235	16080	248	115	16	1502	44	13753	121	2445	68	7818	114	292832	547	2786	78	19965	165
528	1374	42	773	45	27153	173	1999	173	13918	237	15872	249	135	17	1593	45	14696	125	2395	68	8080	117	288954	544	2991	80	21057	168
529	1372	42	926	46	26065	169	2364	108	14054	230	15578	245	102	16	1561	45	15555	128	2485	68	8622	117	273238	529	2991	80	21923	170
530	1346	42	908	47	26137	170	2635	177	13742	237	15937	250	128	16	1757	46	16850	133	2359	67	8780	119	272053	528	3239	81	23913	176
531	1304	42	903	46	26614	171	2715	156	13979	234	15917	246	174	17	1664	45	16298	131	2459	68	8786	119	277105	533	3145	81	23315	175
532	1163	39	951	46	25617	168	3035	177	14063	235	15371	247	171	18	1869	48	17916	137	2470	67	9460	121	265780	522	3350	83	24745	179
533	1164	40	840	47	25917	170	2432	172	14159	233	16310	247	162	18	1813	47	18139	138	1991	65	9596	121	270380	526	3402	82	23950	177
534	1175	40	966	46	25626	168	2841	118	13825	228	16317	244	127	17	1707	46	17036	134	2358	66	9255	120	270873	527	3316	83	24303	178
535	1393	42	948	47	24532	165	3183	178	14003	237	15832	248	157	18	1814	48	17620	136	2318	67	9323	121	261723	518	3176	82	25247	180
536	1469	43	830	46	24719	166	2965	175	13564	236	15842	248	165	16	1887	47	17269	135	2577	69	9273	120	262195	518	3374	82	25268	181
537	1400	43	974	47	24180	164	3112	176	13751	235	15924	247	159	17	1885	48	17928	137	2136	65	9333	121	260974	517	3407	82	24681	179
538	1498	43	920	48	23411	162	3498	176	14105	238	15519	248	172	17	1801	47	17841	137	2836	71	9047	120	260485	517	3580	84	26174	184
539	1644	46	1003	49	23357	162	3502	181	14608	243	16112	251	138	1	1819	1	17641	4	2587	2	9500	4	252911	16	3599	3	26281	6
540	1601	1	1023	2	23062	5	3249	3	14489	7	15434	8	145	17	1753	47	17852	137	2421	67	9253	120	249597	506	3657	85	26156	183
541	1699	46	973	48	23458	161	3252	111	14779	233	16357	245	140	17	1750	46	17233	135	2561	68	9229	120	245040	501	3600	84	25923	183
542	1785	1	1045	2	23776	5	3192	3	14938	7	15628	8	151	18	1852	48	17835	137	2226	66	9203	120	251856	508	3516	83	25712	182
543	1752	46	850	48	23888	163	2878	175	14103	240	15931	248	129	17	1788	47	17497	136	2679	69	8975	119	255969	512	3461	83	25484	180
544	1771	46	1002	49	22456	159	3495	178	14606	243	16032	248	167	17	1728	46	16730	133	2814	69	8965	119	249735	506	3513	84	25680	182
545	1937	48	980	49	23140	161	3231	112	14994	237	15540	247	155	17	1692	45	17099	134	2657	68	8933	119	240209	497	3521	84	26090	183
546	1937	48	942	48	23318	161	2938	110	14567	235	15414	246	148	17	1579	44	15599	128	2704	70	8674	118	243222	500	3321	83	25329	181
547	1818	47	1020	49	22310	158	3060	109	14860	234	15617	245	192	17	1868	47	17323	135	2656	69	9369	120	243681	500	3359	83	26651	185
548	1809	47	973	49	22704	159	3444	160	14963	243	15661	249	143	17	1649	45	17145	134	2887	71	8770	119	247236	504	3408	83	26350	184
549	1832	1	951	1	22979	5	3120	3	14447	7	15575	8	169	18	1799	47	17976	137	2943	70	9049	119	255000	511	3386	83	25804	182
550	1848	47	966	48	22233	158	2974	155	14663	242	15382	249	159	1	1782	1	17616	4	3012	2	9130	4	243591	16	3415	3	27250	6
551	1976	48	963	48	21733	157	3099	179	14989	249	14793	252	159	17	1882	48	18390	139	2632	68	9555	120	232982	489	3608	84	27397	187
552	1884	47	991	49	22243	158	3619	177	15178	247	16074	250	165	17	1942	48	18292	138	2544	67	9482	120	238657	495	3707	84	26477	184
553	1943	49	1074	49	20943	154	3303	179	14936	250	15843	253	180	18	2009	49	18950	141	2751	69	9734	121	225389	481	3628	85	28539	190
554	1974	49	1099	50	21003	154	3227	177	15131	250	15728	255	180	18	1943	49	18825	141	2258	66	10083	122	225334	481	3705	85	27994	189
555	1657	46	945	48	22725	159	2599	174	14625	244	15511	250	171	18	1898	48	18157	138	2603	67	8913	119	244348	501	3338	82	26035	183
556	1910	48	966	49	21162	154	3067	110	15113	235	15423	247	148	17	1858	47	18719	140	2494	66	9066	118	223228	479	3556	83	26438	184
557	1901	2	973	2	21693	5	3105	3	14279	7	15310	8	138	17	1868	48	18454	139	2801	69	9242	119	235540	492	3508	84	27438	187
558	1835	1	1036	2	21103	5	3097	3	14551	7	15184	8	142	17	2018	49	18777	140	2383	65	9523	120	217105	473	3784	86	27518	187
559	1816	46	970	48	20930	154	3132	154	14588	239	15298	247	130	16	1824	47	17350	135	3244	72	8880	117	221055	477	3336	82	29049	190
560	1768	47	1101	50	19968	151	3564	159	15126	242	15428	249	154	16	2058	49	19861	144	2609	68	9712	121	217634	473	3846	85	28861	191
561	1908	48	1060	50	19947	151	3359	180	14611	247	15807	251	140	17	2101	50	20019	145	2486	66	9773	121	210259	465	3803	85	29627	193
562	1962	49	1122	49	19721	149	3489	111	14548	236	15583	248	201	18	1969	49	19235	142	2605	66	10003	121	201903	456	3895	86	29958	194
563	1927	49	1177	50	19626	149	3395	120	15217	239	15615	248	148	17	1982	49	18848	140	2486	65	9708	120	191348	444	3872	85	29803	194
564	1862	47	1080	49	19736	150	3049	110	15037	237	15778	249	171	17	1985	49	18742	140	2574	68	9387	120	199855	454	3909	84	28989	192
565	1863	47	1039	49	20359	151	3031	118	15395	239	15695	248	159	17	2073	50	19613	143	2308	65	10036	121	205005	459	3753	86	29054	191
566	1895	48	1063	49	20507	152	2669	172	14912	246	15261	250	144	17	1973	49	19654	143	2434	67	9613	121	218087	474	3775	84	27413	187
567	1891	47	987	49	20921	154	2827	175	14799	247	15408	251	163	1	2086	2	19141	4	2402	2	9361	4	215023	15	3523	3	27455	6
568	1947	2	1074	2	21038	5	3178	3	14926	7	15389	8	172	18	2012	49	19353	142	2443	66	9672	120	210335	465	3524	84	28074	189
569	1926	48	878	47	22368	158	2748	176	14528	246	15308	251	157	18	1965	49	18280	139	2400	66	8494	116	233309	489	3382	82	23439	175
570	1807	47	877	46	22920	160	2666	150	14778	238	15157	246	171	17	1882	48	16993	133	2504	66	8525	116	238930	495	3013	81	22773	173
571	2091	51	956	49	23559	162	2550	174	14903	248	15277	251	129	17	1729	46	16715	133	2286	65	8357	116	236230	493	3097	81	22309	172
572	1834	47	795	46	23751	162	2160	149	14253	238	15091	245	176	18	1603	45	15290	127	2377	66	7893	114	254637	511	2834	78	21290	168
573	1763	46	661	43	23508	161	1810	164	13995	236	15507	244	126	1	1286	1	13280	4	2704	2	6893	3	253410	16	2415	2	19227	5
574	1760	46	669	44	24948	167	1989	166	14622	238	15388	244	120	15	1377	42	13185	119	2738	70	7035	109	263569	519	2448	77	19098	161
575	2187	51	618	45	26062	170	1866	150	15166	243	15565	248	159	16	1419	42	13329	119	2461	67	6910	109	269315	525	2491	76	18085	158
576	2010	49	747	45	25437	167	2099	115	15008	236	15520	245	160	17	1258	40	12525	115	2647	69	6650	109	265018	521	2481	77	19085	161
577	1876	48	684	45	25036	166	1992	167	14243	245	15055	247	113	16	1440	43	13283	118	2752	70	6985	111	252948	509	2623	77	20951	168
578	1886	48	687	45	25762	169	2055	106	15182	234	15564	246	136	15	1301	40	12615	116	2670	69	6562	107	266420	522	2283	75	17784	157
579	1921	48	652	43	25719	168	2052	116	15074	237	14982	246	126	16	1275	40	12086	113	2812	69	6494	107	252238	508	2408	76	19248	161
580	1801	46	543	42	24750	165	1923	104	14987	232	15027	241	118	14	1196	38	12156	113	2485	68	6112	106	261545	517	2393	75	18159	158
581	1707	46	546	44	24920	167	2059	149	14875	238	15876	245	106	14	1085	37	10933	108	2363	66	6049	104	249801	506	2169	74	17681	155
582	1583	1	699	1	24349	5	1636	3	13540	7	14341	8	103	15	793	33	7290	89	2126	62	4706	93	193423	445	1708	67	14597	143
585	1724	46	570	42	22041	156	1541	142	13782	231	14071	235	85	0	795	1	8024	3	1841	2	5054	3	200689	14	2001	2	15279	5
586	1633	45	556	43	23959	163	1752	164	13196	232	13770	237	90	14	788	33	7993	93	2116	62	5143	97	210922	465	1993	70	15827	147
587	1339	1	497	1	24466	5	1622	3	12904	7	14966	7	65	13	764	32	7466	90	2083	62	4524	92	205006	458	1656	66	14880	143
588	1175	39	739	44	26981	172	2530	114	14128	226	14788	237	117	14	959	35	9689	102	2257	66	6531	105	225207	480	2395	75	18568	159
589	1154	39	789	46	27578	174	2673	171	13476	231	15478	243	128	16	1152	38	11413	110	2286	66	7356	110	238206	494	2749	78	20947	167
590	1089	38	789	45	27186	173	2753	170	13331	229	15650	241	120	17	1323	41	13091	118	2484	67	7947	114	248526	505	3013	80	22888	173
591	1406	43	880	47	25691	169	2445	178	14218	241	15882	250	151	16	1485	43	14420	123	2410	67	8404	114	248741	505	2963	81	22889	174
592	1467	43	834	45	25945	169	2730	173	14126	236	15662	246	130	16	1458	43	14684	124	2436	67	8157	115	255284	511	3108	80	22400	172
593	1297	41	726	44	26495	171	2586	175	13182	232	15610	245	156	17	1452	43	14585	124	2365	67	8208	116	255932	512	3065	80	22170	171
594	1065	38	755	45	27625	174	2667	153	13079	226	15376	239	111	1	1473	1	14265	4	2386	2	8211	4	256981	16	2926	3	21235	5
595	1268	40	772	45	27430	174	2695	154	13768	231	15743	242	115	15	1313	41	13237	118	2387	66	7777	114	251078	507	3026	80	21994	171
596	1519	43	733	44	27937	175	2615	173	13540	236	15614	247	125	16	1458	43	13747	121	2427	67	8008	114	260452	517	2966	79	21377	169
597	1094	38	705	43	27052	172	2789	109	12804	224	15210	240	119	16	1386	42	14000	122	2267	65	7885	115	254231	510	3117	80	22618	172
598	1084	38	878	44	27404	173	2472	110	13469	225	15425	241	132	15	1346	41	12801	116	2260	65	7465	112	254294	510	3003	80	21227	168
599	1111	39	802	44	27106	173	2613	174	13158	230	15566	242	116	15	1170	39	11597	111	2469	67	7081	110	248962	505	2845	78	19891	164
600	1131	39	714	43	27225	173	2679	173	12981	225	15137	239	169	16	1300	40	12680	116	2522	67	7335	110	259559	515	2628	77	20939	167
601	1098	38	787	44	27802	174	2478	117	13285	223	15419	238	167	17	1532	43	14209	122	2159	65	7752	114	270059	526	2791	78	20003	163
602	1456	43	683	44	27586	174	2363	170	12992	232	15001	243	112	16	1249	40	12286	115	2699	70	7149	111	276957	532	2651	77	19944	164
603	1087	38	646	43	28146	175	2265	152	13608	228	15190	239	145	16	1262	40	12914	117	2032	64	7411	111	269147	524	2459	75	18615	159
604	1110	38	676	44	27927	175	2453	172	12833	227	15404	241	100	16	1214	40	12199	114	2260	66	6923	109	269461	525	2482	76	17657	155
605	1172	39	801	43	28584	177	2570	153	13581	229	15468	241	153	17	1423	43	14141	122	2130	66	7806	114	283647	538	2722	77	19640	162
606	1483	43	693	44	27632	174	2004	170	13362	234	15718	245	134	15	1316	40	12974	117	2301	67	7093	110	283067	537	2438	76	19240	161
607	1290	41	698	43	28744	177	2271	171	13711	232	15637	243	162	17	1477	43	14272	123	2286	66	7663	114	292925	547	2699	77	19536	162
608	1259	40	824	45	28548	177	2461	177	13875	235	15791	246	149	16	1479	43	14662	125	2316	66	8078	115	280431	535	2884	78	20782	166
609	1317	42	777	45	27852	175	2566	173	13368	230	14982	241	151	17	1357	41	13544	120	2419	67	7823	113	279378	534	2661	77	20475	165
610	1462	42	617	44	28578	177	1982	172	13549	232	15648	242	131	17	1231	40	12207	114	2411	67	7126	111	282087	537	2494	75	18892	160
611	1404	42	720	45	28434	177	2747	176	12982	230	14934	242	130	15	1376	41	13416	119	2299	66	7736	113	285818	540	2741	77	19999	164
612	1557	1	783	1	29212	6	2880	3	13531	7	15682	8	126	17	1345	42	14196	123	1950	65	8055	116	290659	545	2947	79	19809	163
613	1622	45	612	44	27958	175	1928	150	13469	231	15765	242	155	17	1407	42	13963	122	2326	68	7274	112	304657	558	2623	77	18414	159
614	1426	42	650	44	29418	180	2352	152	13361	231	15398	242	132	17	1374	42	13198	118	2218	66	7522	113	307868	560	2454	76	18363	159
615	1394	41	694	45	30530	182	2329	175	13650	234	15493	244	153	17	1239	40	12878	117	2097	64	7119	111	306816	559	2352	75	16747	152
616	1438	43	657	43	30199	182	2484	172	13342	231	15113	241	155	16	1250	40	12693	117	2065	66	7116	111	299834	553	2380	74	17329	154
617	1682	45	736	45	29576	180	2305	174	14001	235	16042	245	154	17	1236	40	12514	116	2172	66	7172	110	289618	544	2427	75	17070	153
618	1608	45	607	43	28414	176	2052	170	13355	233	15461	241	158	17	1314	41	12617	116	2273	65	6932	111	298565	552	2337	73	16733	153
619	1806	1	758	1	28552	6	2283	3	13360	7	15242	8	165	16	1302	40	12129	113	2282	66	7006	109	288819	543	2452	74	18190	158
620	1916	48	655	45	28544	177	2183	168	12808	234	14863	241	150	15	989	35	10481	106	2368	66	6242	106	268401	524	2178	74	17167	154
621	1891	48	685	45	28861	177	2317	174	13323	237	15221	244	107	17	1149	40	11106	109	2160	66	6743	108	274291	529	2287	74	16234	151
622	2005	49	626	45	27808	175	2144	174	13584	241	15105	245	118	16	1123	38	11942	113	2431	68	7037	110	284631	539	2400	75	18054	157
623	2308	52	908	47	27814	175	2689	157	13885	238	15431	243	135	16	1276	40	12540	115	2444	67	7231	112	275595	531	2708	78	19143	161
624	2342	52	770	46	25881	169	2828	175	13010	242	15351	246	124	15	1186	39	11971	113	2605	69	7361	111	256503	512	2593	78	20766	167
625	2402	53	734	47	25178	167	3265	177	13185	242	15195	245	164	16	1354	41	13757	120	2456	67	7762	113	255787	512	2875	80	20917	167
626	2621	55	796	47	24893	166	3030	174	13259	246	15404	245	119	15	1189	39	12866	116	2577	68	7346	111	239732	496	2749	79	21626	170
627	2713	56	816	48	24581	165	2848	175	13299	246	15410	248	135	17	1233	40	13724	120	2751	70	7878	113	253255	509	3000	80	23081	174
628	2678	55	754	47	23971	164	2699	172	13244	244	15204	244	114	17	1369	42	13666	120	2717	69	7657	113	256613	513	2921	79	22731	172
629	2691	2	726	1	24416	5	2647	3	13810	7	15168	8	151	17	1325	41	13065	118	2470	67	7373	112	255165	511	2800	79	20270	165
630	2252	52	805	46	26489	171	2315	152	13345	238	15311	243	157	1	1320	1	13579	4	2419	2	7460	4	277219	17	2798	2	18743	5
631	2169	50	785	47	27134	173	2612	176	13605	242	15202	247	131	17	1324	42	13376	119	2399	67	7706	113	269455	525	2852	79	20050	165
632	2699	2	785	1	25325	5	2589	3	13358	7	14657	8	155	17	1306	41	13542	120	2303	66	7268	112	265046	521	2789	78	20081	165
633	2562	55	831	48	25441	168	2863	177	13883	247	15278	247	159	17	1530	43	15204	126	2493	67	8419	117	261617	518	2930	80	21625	170
634	2557	55	828	47	24618	165	3136	154	13241	240	15106	243	138	17	1311	41	14004	122	2531	68	8101	113	251324	507	2907	80	22422	173
635	2570	54	918	48	24509	165	2803	177	13810	245	14873	246	126	17	1410	43	14068	122	2639	69	7975	114	252382	508	2995	80	22162	171
636	2842	57	858	48	24587	166	2593	175	13443	247	14737	245	148	1	1393	1	14778	4	2475	2	8234	4	254873	16	2996	3	22909	5
637	2720	56	762	48	24805	167	2829	177	13803	248	15105	245	116	16	1504	43	13975	121	2605	69	8005	115	254954	511	2715	79	23084	174
638	2367	52	762	46	25061	166	2980	118	13569	230	15322	241	135	16	1310	41	12929	117	2738	69	7776	114	253532	510	2619	77	22529	173
639	2611	55	818	48	24403	164	2876	154	13411	242	14600	243	123	16	1374	42	13841	121	2566	67	7702	112	243718	500	2816	79	21356	168
640	2691	55	984	49	24207	164	2986	109	13775	231	15118	243	135	17	1412	43	14800	125	2414	67	8271	116	242291	499	2986	79	22921	174
641	2742	56	941	50	23432	162	2815	173	13536	248	15579	247	179	18	1408	42	15179	126	2499	68	8739	116	238804	495	3065	80	23608	176
642	2954	2	912	2	23748	5	3675	4	13610	7	15262	8	165	1	1508	1	15265	4	2902	2	8590	4	233008	15	3343	3	25694	6
643	2779	57	905	50	24108	164	2949	178	13598	249	14729	246	142	17	1234	40	13607	120	2636	67	8346	115	227637	483	3055	81	23937	177
644	2648	55	894	48	23971	163	2925	174	13699	248	15447	246	131	15	1187	39	11890	112	2438	66	7506	111	217704	473	2900	80	22099	172
645	2637	55	829	47	23630	162	3025	177	13212	245	15216	244	123	15	1175	39	12281	114	2336	65	7341	111	217662	473	2892	78	21915	169
646	2502	54	908	48	23016	160	2735	172	13467	241	14237	239	116	15	1081	37	10981	108	2718	68	7450	110	212312	467	3118	80	23209	174
647	2422	53	835	47	22485	158	2780	168	12909	238	14180	238	117	15	982	36	10617	106	2423	67	7113	110	208914	464	2931	79	23553	175
648	2440	53	815	47	22645	159	2710	173	13348	241	14478	240	112	15	922	35	9858	103	2408	66	7040	109	201035	455	2858	78	22476	172
649	2254	51	796	47	22768	159	2967	174	12848	237	14354	239	90	14	1009	36	11306	110	2471	66	7097	109	212572	467	2935	78	22448	171
650	2427	52	878	48	23359	161	2606	172	13031	240	14531	241	110	16	1010	37	10499	106	2701	68	7513	111	211854	467	2847	79	23636	176
651	2311	53	925	48	23481	162	2664	153	13544	236	14539	238	107	15	1090	38	11372	110	2469	67	7570	113	221259	477	3058	80	22633	173
652	2234	51	945	47	23803	162	2702	117	13646	228	14638	238	112	15	983	36	10570	106	2525	67	7361	111	217702	473	2919	79	21936	171
653	2326	51	941	48	24172	164	2903	176	13369	241	14858	243	105	16	1033	37	11475	110	2585	68	7674	111	225637	481	2877	78	22033	172
654	2328	52	845	48	24272	164	2686	155	13468	239	14531	240	119	17	1282	42	12910	118	2321	67	7943	113	229451	485	3001	79	22553	173
655	2146	50	817	46	24002	163	2438	173	13258	238	14344	241	140	15	964	35	10059	104	2643	68	7024	109	212567	467	2771	79	22804	174
656	2299	52	751	47	24225	164	2803	174	13466	241	14819	244	104	14	1042	37	10866	108	2593	68	7258	110	223465	479	3006	80	23226	175
657	2343	52	856	47	24433	165	2951	176	13564	243	15340	244	121	15	1129	38	11208	109	2535	68	7612	113	227351	483	3158	81	22669	173
658	2420	54	803	47	24162	164	2653	172	13721	242	15586	245	133	15	1117	38	11904	112	2640	67	7380	111	226901	483	2854	79	22100	171
659	2209	51	869	48	24780	165	2235	172	13411	241	15070	244	133	17	1214	40	12217	114	2619	68	7668	112	229981	486	2911	80	23034	174
660	2228	2	891	1	24733	5	2867	3	13405	7	14936	8	99	16	1236	40	12272	114	2628	68	7769	111	226640	482	2725	78	22948	173
661	2259	2	765	1	24510	5	2769	3	13721	7	15827	8	114	16	1389	42	14262	123	2450	67	8037	115	241871	498	2969	79	22951	174
662	2140	50	730	45	24475	165	2362	166	13430	237	15143	242	148	17	1219	40	13127	118	2727	68	7122	110	235461	491	2637	77	22400	171
663	1703	46	688	44	25863	168	2291	168	13041	231	15404	242	129	17	1178	40	13180	118	2748	69	7318	110	243798	500	2365	75	22320	171
664	1329	41	878	45	27493	174	2281	168	13506	231	15302	243	146	16	1422	42	14309	123	2112	65	8089	115	267597	523	2633	77	20653	165
665	1313	1	822	1	27184	5	2517	3	13320	7	15052	8	144	16	1418	42	13364	119	2167	65	8080	113	263402	519	2645	77	20017	163
666	1358	42	715	44	27780	174	2331	172	13502	232	15752	244	162	16	1342	41	13036	117	2248	66	7866	113	267703	523	2714	78	20635	165
667	1413	1	695	1	27835	6	2287	3	13316	7	16040	8	137	17	1424	43	13639	120	2272	66	7740	113	269331	525	2672	77	20270	164
668	1237	1	774	1	27895	6	2483	3	12917	7	15306	8	159	17	1389	42	13822	121	2263	66	7773	113	265530	521	2647	77	20895	167
669	1459	42	808	45	27378	173	2219	171	12685	231	15206	243	151	17	1360	42	13392	119	2312	66	7687	114	266224	522	2669	77	21209	168
670	1453	43	778	44	27880	175	2416	172	13729	232	15337	243	145	16	1247	40	12938	117	2182	64	7414	112	257005	513	2437	76	19819	163
671	1428	43	840	45	28923	177	2649	109	14020	227	15648	242	112	16	1375	42	13875	121	2374	67	8067	116	275608	531	2686	77	20462	166
672	1424	43	773	44	27837	174	2225	116	13199	226	15820	241	164	17	1371	42	13714	121	2511	68	7521	112	275435	531	2472	76	21675	169
673	1286	41	758	45	28444	176	2137	173	13438	230	15172	243	125	17	1386	42	13954	122	2086	65	7611	113	274842	530	2487	75	19303	162
674	1850	47	704	45	25855	169	2441	174	13236	238	15392	245	154	16	1440	43	14259	123	2580	68	7896	114	266793	523	2750	78	23340	175
675	1763	1	879	1	26622	5	2886	3	13832	7	15413	8	129	1	1421	1	13983	4	2451	2	7957	4	260399	16	2750	2	23187	5
676	1316	42	741	45	28076	176	2555	154	13231	229	15162	242	154	17	1397	42	14238	123	2112	65	7959	115	267874	524	2768	79	21038	167
677	1203	39	801	46	28176	176	2621	154	13915	231	15370	242	151	17	1386	42	14727	125	2212	65	8591	118	269635	525	2955	79	22247	171
678	1351	41	801	45	27620	174	2360	169	13781	233	15132	244	145	18	1471	43	14931	126	2201	66	8365	117	268452	524	2983	79	22684	173
679	1350	42	900	46	27810	175	2555	176	13830	235	15840	247	152	17	1500	44	15472	128	2308	66	8670	117	266066	522	3219	81	23033	174
680	1330	42	870	46	27243	173	2526	177	13639	233	15684	244	141	17	1520	44	15160	127	2208	65	8611	118	263965	520	3078	80	22862	173
681	1445	43	824	46	25806	169	2915	173	13534	235	15865	248	127	17	1321	41	12454	115	2444	66	7869	113	233168	489	2801	79	21766	171
