depth	min95%	max95%	best	accrate
1809	471888	476817	474073	291.76
1810	472201	477107	474365	292.7
1811	472509	477390	474657	293.64
1812	472794	477655	474951	294.57
1813	473101	477918	475246	295.49
1814	473417	478218	475541	296.37
1815	473706	478487	475838	297.16
1816	474031	478737	476135	297.85
1817	474316	479012	476433	298.46
1818	474602	479268	476731	298.98
1819	474889	479534	477030	299.41
1820	475150	479846	477329	299.74
1821	475418	480103	477629	299.99
1822	475728	480437	477929	300.15
1823	476045	480743	478229	300.21
1824	476332	481067	478529	300.19
1825	476606	481386	478830	300.07
1826	476905	481704	479130	299.87
1827	477191	481971	479430	299.57
1828	477476	482230	479729	299.19
1829	477735	482525	480028	298.71
1830	478035	482836	480327	298.14
1831	478283	483145	480625	297.49
1832	478557	483453	480923	296.74
1833	478833	483758	481219	295.9
1834	479100	484061	481515	294.98
1835	479353	484363	481810	293.96
1836	479641	484658	482104	292.85
1837	479929	484913	482397	291.65
1838	480172	485164	482689	290.36
1839	480410	485430	482979	288.98
1840	480671	485724	483268	287.52
1841	480927	486005	483556	285.96
1842	481144	486293	483842	284.31
1843	481359	486577	484126	282.57
1844	481605	486833	484409	280.73
1845	481861	487077	484689	278.81
1846	482102	487354	484968	276.8
1847	482341	487627	485245	274.7
1848	482572	487899	485520	272.51
1849	482802	488149	485792	270.23
1850	483031	488395	486062	267.86
1851	483232	488638	486330	265.39
1852	483429	488887	486596	262.84
1853	483627	489151	486858	260.2
1854	483826	489413	487119	257.46
1855	484078	489667	487376	254.64
1856	484312	489905	487631	251.72
1857	484570	490155	487882	248.72
1858	484772	490424	488131	245.63
1859	485006	490665	488377	242.44
1860	485238	490909	488619	239.16
1861	485466	491144	488858	235.8
1862	485674	491373	489094	232.34
1863	485864	491606	489326	228.82
1864	486050	491835	489555	225.31
1865	486235	492060	489781	221.84
1866	486417	492277	490002	218.42
1867	486597	492497	490221	215.03
1868	486776	492715	490436	211.68
1869	486974	492935	490648	208.37
1870	487189	493152	490856	205.1
1871	487403	493387	491061	201.86
1872	487615	493599	491263	198.67
1873	487818	493837	491462	195.52
1874	487980	494049	491657	192.41
1875	488139	494270	491850	189.33
1876	488297	494471	492039	186.3
1877	488453	494693	492225	183.3
1878	488620	494913	492408	180.35
1879	488796	495109	492589	177.43
1880	488968	495318	492766	174.56
1881	489106	495520	492941	171.72
1882	489280	495718	493113	168.92
1883	489439	495915	493281	166.16
1884	489574	496093	493448	163.44
1885	489688	496267	493611	160.76
1886	489827	496440	493772	158.12
1887	489983	496618	493930	155.52
1888	490138	496793	494085	152.96
1889	490282	496964	494238	150.44
1890	490419	497124	494389	147.95
1891	490573	497300	494537	145.51
1892	490718	497444	494682	143.1
1893	490839	497609	494825	140.74
1894	490988	497768	494966	138.41
1895	491144	497932	495105	136.13
1896	491298	498089	495241	133.88
1897	491451	498242	495375	131.67
1898	491604	498375	495506	129.5
1899	491757	498502	495636	127.38
1900	491904	498638	495763	125.29
1901	492054	498781	495888	123.24
1902	492201	498922	496012	121.23
1903	492334	499061	496133	119.25
1904	492443	499197	496252	117.32
1905	492571	499331	496369	115.43
1906	492718	499455	496485	113.58
1907	492859	499570	496598	111.76
1908	493002	499681	496710	109.99
1909	493144	499791	496820	108.25
1910	493285	499918	496928	106.56
1911	493412	500045	497035	104.9
1912	493531	500169	497140	103.29
1913	493656	500291	497243	101.71
1914	493800	500405	497345	100.17
1915	493951	500515	497445	98.67
1916	494095	500611	497544	97.21
1917	494227	500711	497641	95.79
1918	494323	500822	497737	94.41
1919	494410	500932	497831	93.07
1920	494543	501041	497924	91.77
1921	494649	501156	498016	90.51
1922	494773	501257	498107	89.28
1923	494897	501353	498196	88.1
1924	495023	501451	498284	86.96
1925	495112	501541	498371	85.85
1926	495198	501629	498457	84.79
1927	495301	501715	498541	83.76
1928	495399	501798	498625	82.77
1929	495482	501876	498708	81.83
1930	495560	501952	498790	80.92
1931	495664	502026	498871	80.05
1932	495770	502118	498951	79.22
1933	495876	502202	499030	78.43
1934	495982	502280	499108	77.68
1935	496067	502356	499186	76.97
1936	496145	502431	499263	76.3
1937	496223	502504	499339	75.66
1938	496300	502576	499415	75.07
1939	496391	502648	499490	74.52
1940	496468	502718	499565	74
1941	496536	502788	499639	73.53
1942	496607	502863	499712	73.09
1943	496683	502965	499785	72.7
1944	496742	503060	499858	72.34
1945	496851	503147	499930	72.02
1946	496935	503218	500002	71.75
1947	496991	503295	500074	71.51
1948	497067	503370	500146	71.31
1949	497122	503435	500217	71.15
1950	497208	503500	500288	71.03
1951	497273	503577	500359	70.95
1952	497329	503658	500430	70.9
1953	497378	503738	500501	70.9
1954	497441	503818	500572	70.94
1955	497485	503889	500643	71.02
1956	497533	503953	500714	71.13
1957	497591	504016	500785	71.29
1958	497680	504098	500856	71.48
1959	497762	504180	500928	71.72
1960	497827	504254	500999	71.99
1961	497870	504318	501071	72.3
1962	497919	504383	501144	72.65
1963	497993	504443	501216	73.05
1964	498048	504513	501289	73.48
1965	498104	504580	501363	73.95
1966	498203	504655	501437	74.46
1967	498309	504709	501511	75
1968	498415	504775	501586	75.59
1969	498474	504851	501662	76.22
1970	498525	504929	501738	76.89
1971	498577	505003	501815	77.59
1972	498629	505084	501893	78.34
1973	498683	505165	501971	79.13
1974	498747	505246	502050	79.95
1975	498827	505326	502130	80.8
1976	498890	505413	502211	81.66
1977	498954	505498	502292	82.53
1978	499022	505583	502375	83.42
1979	499107	505669	502458	84.31
1980	499168	505755	502543	85.22
1981	499240	505856	502628	86.14
1982	499301	505933	502714	87.06
1983	499377	506040	502801	88.01
1984	499453	506141	502889	88.96
1985	499531	506222	502978	89.92
1986	499611	506330	503068	90.89
1987	499693	506420	503159	91.88
1988	499776	506516	503251	92.87
1989	499855	506610	503344	93.88
1990	499926	506698	503438	94.9
1991	500028	506797	503532	95.93
1992	500126	506895	503628	96.97
1993	500243	507007	503725	98.03
1994	500346	507106	503823	99.09
1995	500447	507225	503922	100.17
1996	500549	507325	504023	101.25
1997	500634	507423	504124	102.35
1998	500720	507522	504226	103.46
1999	500809	507621	504330	104.58
2000	500910	507721	504434	105.71
2001	501027	507821	504540	106.85
2002	501143	507922	504647	108.01
2003	501243	508024	504755	109.17
2004	501346	508166	504864	110.35
2005	501459	508310	504974	111.54
2006	501574	508455	505086	112.74
2007	501690	508577	505199	113.95
2008	501809	508692	505313	115.17
2009	501930	508825	505428	116.4
2010	502053	508984	505544	117.65
2011	502178	509099	505662	118.9
2012	502305	509239	505781	120.17
2013	502424	509349	505901	121.45
2014	502535	509489	506022	122.74
2015	502648	509633	506145	124.04
2016	502764	509777	506269	125.35
2017	502881	509923	506394	126.67
2018	503000	510071	506521	128.01
2019	503122	510203	506649	129.35
2020	503246	510331	506778	130.71
2021	503372	510461	506909	132.08
2022	503500	510591	507041	133.46
2023	503630	510723	507175	134.85
2024	503766	510855	507310	136.25
2025	503908	511032	507446	137.67
2026	504051	511211	507584	139.09
2027	504197	511391	507723	140.53
2028	504345	511545	507863	141.97
2029	504488	511685	508005	143.43
2030	504638	511823	508149	144.9
2031	504794	512004	508293	146.38
2032	504953	512168	508440	147.87
2033	505114	512320	508588	149.38
2034	505275	512471	508737	150.89
2035	505438	512605	508888	152.42
2036	505603	512737	509040	153.96
2037	505770	512908	509194	155.5
2038	505939	513080	509350	157.06
2039	506087	513243	509507	158.64
2040	506260	513403	509666	160.22
2041	506438	513557	509826	161.81
2042	506608	513728	509988	163.42
2043	506763	513872	510151	165.03
2044	506920	514013	510316	166.66
2045	507079	514192	510483	168.3
2046	507241	514373	510651	169.95
2047	507406	514566	510821	171.61
2048	507573	514761	510993	173.28
2049	507742	514956	511166	174.97
2050	507914	515152	511341	176.66
2051	508098	515348	511517	178.37
2052	508288	515553	511696	180.09
2053	508480	515766	511876	181.81
2054	508676	515980	512058	183.55
2055	508874	516195	512241	185.31
2056	509074	516412	512427	187.07
2057	509276	516597	512614	188.84
2058	509481	516771	512802	190.63
2059	509688	516949	512993	192.42
2060	509899	517156	513186	194.23
2061	510114	517364	513380	196.05
2062	510333	517563	513576	197.88
2063	510552	517769	513774	199.72
2064	510772	517971	513973	201.58
2065	510995	518175	514175	203.44
2066	511220	518363	514378	205.32
2067	511446	518597	514584	207.2
2068	511674	518817	514791	209.1
2069	511909	519029	515000	211.01
2070	512144	519257	515211	212.93
2071	512383	519477	515424	214.86
2072	512617	519680	515639	216.8
2073	512857	519889	515856	218.76
2074	513099	520118	516074	220.72
2075	513343	520347	516295	222.7
2076	513589	520577	516518	224.69
2077	513844	520808	516743	226.69
2078	514109	521040	516969	228.7
2079	514377	521275	517198	230.72
2080	514648	521502	517429	232.75
2081	514900	521735	517661	234.8
2082	515154	521968	517896	236.85
2083	515428	522202	518133	238.92
2084	515700	522436	518372	241
2085	515952	522673	518613	243.09
2086	516222	522908	518856	245.19
2087	516487	523143	519101	247.3
2088	516762	523379	519349	249.42
2089	517033	523616	519598	251.56
2090	517317	523853	519850	253.7
2091	517586	524091	520103	255.86
2092	517856	524329	520359	258.03
2093	518143	524570	520617	260.21
2094	518438	524815	520877	262.4
2095	518730	525060	521140	264.6
2096	519028	525307	521404	266.82
2097	519299	525555	521671	269.04
2098	519590	525804	521940	271.28
2099	519878	526054	522211	273.52
2100	520176	526290	522485	275.78
2101	520462	526547	522761	278.05
2102	520748	526789	523039	280.33
2103	521067	527073	523319	282.62
2104	521371	527331	523602	284.93
2105	521652	527571	523887	287.24
2106	521976	527795	524174	289.57
2107	522277	528021	524464	291.91
2108	522571	528297	524755	294.25
2109	522884	528575	525050	296.61
2110	523201	528855	525346	298.99
2111	523476	529138	525645	301.37
2112	523756	529419	525947	303.76
2113	524070	529709	526250	306.17
2114	524383	529981	526557	308.58
2115	524683	530255	526865	311.01
2116	524957	530529	527176	313.45
2117	525231	530805	527490	315.9
2118	525524	531082	527806	318.36
2119	525838	531359	528124	320.83
2120	526121	531638	528445	323.32
2121	526413	531963	528768	325.81
2122	526724	532258	529094	328.32
2123	526993	532555	529422	330.84
2124	527297	532876	529753	333.36
2125	527616	533204	530086	335.9
2126	527946	533491	530422	338.46
2127	528277	533746	530761	341.02
2128	528585	534002	531102	343.59
2129	528913	534331	531445	346.18
2130	529242	534691	531791	348.77
2131	529575	534994	532140	351.38
2132	529904	535267	532492	354
2133	530238	535599	532846	356.63
2134	530532	535933	533202	359.27
2135	530827	536268	533562	361.93
2136	531148	536579	533923	364.59
2137	531457	536869	534288	367.27
2138	531735	537201	534655	369.95
2139	532014	537531	535025	372.65
2140	532310	537854	535398	375.36
2141	532611	538236	535773	378.08
2142	532916	538641	536151	380.81
2143	533213	539013	536532	383.55
2144	533516	539400	536916	386.31
2145	533822	539778	537302	389.07
2146	534082	540198	537691	391.85
2147	534334	540613	538083	394.64
2148	534592	541005	538478	397.44
2149	534948	541426	538875	400.25
2150	535294	541859	539275	402.72
2151	535514	542242	539678	403.07
2152	535757	542706	540081	403.07
2153	536048	543168	540484	403.07
2154	536339	543638	540887	403.07
2155	536630	544100	541290	403.07
2156	536899	544552	541693	403.07
2157	537161	545039	542096	403.07
2158	537382	545532	542500	403.07
2159	537612	546034	542903	403.07
2160	537821	546535	543306	403.07
2161	538029	547047	543709	403.07
2162	538240	547561	544112	403.07
2163	538542	548086	544515	403.07
2164	538866	548588	544918	403.07
2165	539143	549119	545321	403.07
2166	539419	549636	545724	403.07
2167	539711	550170	546127	403.07
