Depth sed [m]	Age [ka BP]	Ti/terr	K/terr	Terr/Ca
3.850	65.620	0.461	0.387	0.112
3.852	65.660	0.451	0.397	0.108
3.854	65.700	0.452	0.398	0.105
3.856	65.740	0.452	0.401	0.112
3.858	65.780	0.459	0.394	0.112
3.860	65.820	0.447	0.397	0.112
3.862	65.860	0.462	0.384	0.110
3.864	65.900	0.448	0.395	0.107
3.866	65.940	0.445	0.407	0.105
3.868	65.980	0.441	0.403	0.107
3.870	66.020	0.465	0.391	0.110
3.872	66.058	0.458	0.392	0.101
3.874	66.096	0.441	0.391	0.104
3.876	66.134	0.447	0.405	0.096
3.878	66.172	0.429	0.411	0.097
3.880	66.210	0.461	0.385	0.103
3.882	66.250	0.453	0.393	0.101
3.884	66.290	0.443	0.400	0.102
3.886	66.330	0.447	0.398	0.109
3.888	66.370	0.440	0.412	0.111
3.890	66.410	0.432	0.409	0.110
3.892	66.450	0.467	0.389	0.109
3.894	66.490	0.461	0.396	0.110
3.896	66.530	0.447	0.403	0.101
3.898	66.570	0.448	0.402	0.099
3.900	66.610	0.439	0.406	0.092
3.902	66.648	0.439	0.410	0.101
3.904	66.686	0.450	0.406	0.094
3.906	66.724	0.441	0.420	0.095
3.908	66.762	0.454	0.410	0.114
3.932	67.240	0.454	0.413	0.100
3.934	67.280	0.437	0.424	0.097
3.936	67.320	0.434	0.420	0.101
3.938	67.360	0.457	0.402	0.115
3.940	67.400	0.444	0.416	0.115
3.942	67.438	0.453	0.404	0.121
3.944	67.476	0.453	0.414	0.122
3.946	67.514	0.453	0.421	0.126
3.948	67.552	0.439	0.419	0.122
3.950	67.590	0.450	0.417	0.126
3.952	67.630	0.458	0.415	0.128
3.954	67.670	0.453	0.419	0.123
3.956	67.710	0.455	0.412	0.117
3.958	67.750	0.460	0.413	0.113
3.960	67.790	0.474	0.407	0.125
3.962	67.828	0.444	0.431	0.103
3.964	67.866	0.453	0.430	0.110
3.966	67.904	0.452	0.418	0.104
3.968	67.942	0.443	0.433	0.109
3.970	67.980	0.457	0.429	0.103
3.972	68.016	0.474	0.410	0.114
3.974	68.052	0.455	0.418	0.119
3.976	68.088	0.446	0.425	0.110
3.978	68.124	0.445	0.438	0.104
3.980	68.160	0.461	0.412	0.112
3.982	68.196	0.456	0.430	0.113
3.984	68.232	0.452	0.430	0.118
3.986	68.268	0.460	0.425	0.118
3.988	68.304	0.444	0.427	0.102
3.990	68.340	0.446	0.418	0.098
3.992	68.370	0.446	0.432	0.092
3.994	68.400	0.463	0.413	0.118
3.996	68.430	0.458	0.412	0.115
3.998	68.460	0.440	0.428	0.105
4.000	68.490	0.454	0.421	0.105
4.002	68.520	0.461	0.415	0.111
4.004	68.550	0.466	0.412	0.106
4.006	68.580	0.437	0.419	0.110
4.008	68.610	0.443	0.425	0.092
4.010	68.640	0.456	0.420	0.090
4.012	68.670	0.438	0.438	0.085
4.014	68.700	0.449	0.427	0.087
4.016	68.730	0.455	0.419	0.094
4.018	68.760	0.449	0.429	0.085
4.020	68.790	0.438	0.438	0.078
4.022	68.820	0.420	0.456	0.076
4.024	68.850	0.459	0.424	0.090
4.026	68.880	0.445	0.427	0.087
4.028	68.910	0.455	0.413	0.087
4.030	68.940	0.441	0.426	0.083
4.032	68.970	0.427	0.445	0.074
4.034	69.000	0.444	0.423	0.080
4.036	69.030	0.435	0.435	0.078
4.038	69.060	0.426	0.438	0.073
4.040	69.090	0.433	0.444	0.071
4.042	69.120	0.428	0.445	0.071
4.044	69.150	0.430	0.434	0.071
4.046	69.180	0.455	0.415	0.070
4.048	69.210	0.417	0.444	0.068
4.050	69.240	0.430	0.433	0.068
4.052	69.270	0.426	0.436	0.070
4.054	69.300	0.421	0.439	0.071
4.056	69.330	0.436	0.440	0.064
4.058	69.360	0.433	0.434	0.071
4.060	69.390	0.440	0.443	0.070
4.062	69.420	0.439	0.432	0.071
4.064	69.450	0.402	0.452	0.065
4.066	69.480	0.409	0.456	0.063
4.068	69.510	0.419	0.456	0.061
4.070	69.540	0.455	0.428	0.063
4.072	69.570	0.437	0.438	0.065
4.074	69.600	0.420	0.438	0.067
4.076	69.630	0.416	0.443	0.069
4.078	69.660	0.416	0.446	0.071
4.080	69.690	0.428	0.442	0.075
4.082	69.720	0.439	0.443	0.081
4.084	69.750	0.424	0.445	0.084
4.086	69.780	0.434	0.443	0.077
4.088	69.810	0.437	0.434	0.077
4.090	69.840	0.427	0.441	0.076
4.092	69.870	0.433	0.437	0.078
4.094	69.900	0.453	0.430	0.080
4.096	69.930	0.432	0.431	0.080
4.098	69.960	0.424	0.444	0.082
4.100	69.990	0.431	0.444	0.076
4.102	70.020	0.436	0.443	0.072
4.104	70.050	0.440	0.431	0.075
4.106	70.080	0.433	0.436	0.068
4.108	70.110	0.411	0.452	0.072
4.110	70.140	0.432	0.440	0.077
4.112	70.170	0.434	0.430	0.074
4.114	70.200	0.422	0.438	0.075
4.116	70.230	0.426	0.443	0.075
4.118	70.260	0.417	0.441	0.073
4.120	70.290	0.416	0.438	0.066
4.122	70.320	0.422	0.443	0.070
4.124	70.350	0.432	0.442	0.071
4.126	70.380	0.436	0.435	0.070
4.128	70.410	0.427	0.440	0.069
4.130	70.440	0.410	0.457	0.062
4.132	70.470	0.432	0.447	0.062
4.134	70.500	0.420	0.446	0.063
4.136	70.530	0.413	0.443	0.066
4.138	70.560	0.426	0.438	0.065
4.140	70.590	0.417	0.449	0.063
4.142	70.620	0.404	0.467	0.060
4.144	70.650	0.420	0.447	0.065
4.146	70.680	0.418	0.443	0.065
4.148	70.710	0.414	0.451	0.066
4.150	70.740	0.432	0.439	0.068
4.152	70.770	0.420	0.440	0.067
4.154	70.800	0.406	0.453	0.066
4.156	70.830	0.429	0.433	0.069
4.158	70.860	0.411	0.461	0.062
4.160	70.890	0.423	0.445	0.068
4.162	70.909	0.420	0.448	0.066
4.164	70.927	0.404	0.462	0.063
4.166	70.946	0.421	0.448	0.067
4.168	70.964	0.410	0.458	0.062
4.170	70.983	0.423	0.453	0.065
4.172	71.002	0.424	0.449	0.071
4.174	71.020	0.429	0.446	0.069
4.176	71.039	0.422	0.441	0.066
4.178	71.058	0.421	0.452	0.069
4.180	71.076	0.421	0.447	0.069
4.182	71.095	0.427	0.450	0.070
4.184	71.113	0.419	0.461	0.067
4.186	71.132	0.403	0.456	0.070
4.188	71.151	0.402	0.461	0.067
4.190	71.169	0.415	0.437	0.070
4.192	71.188	0.425	0.440	0.071
4.194	71.206	0.417	0.447	0.072
4.196	71.225	0.421	0.443	0.076
4.198	71.244	0.403	0.466	0.070
4.200	71.262	0.425	0.447	0.070
4.202	71.281	0.401	0.462	0.068
4.204	71.300	0.415	0.449	0.070
4.206	71.318	0.428	0.444	0.072
4.208	71.337	0.420	0.446	0.070
4.210	71.355	0.418	0.452	0.070
4.212	71.374	0.413	0.456	0.073
4.214	71.393	0.407	0.450	0.071
4.216	71.411	0.407	0.453	0.070
4.218	71.430	0.418	0.451	0.070
4.220	71.448	0.400	0.452	0.068
4.222	71.467	0.417	0.454	0.072
4.224	71.486	0.426	0.439	0.075
4.226	71.504	0.419	0.449	0.067
4.228	71.523	0.421	0.452	0.066
4.230	71.542	0.406	0.455	0.067
4.232	71.560	0.418	0.452	0.069
4.234	71.579	0.419	0.445	0.074
4.236	71.597	0.431	0.433	0.075
4.238	71.616	0.425	0.439	0.074
4.240	71.635	0.401	0.448	0.072
4.242	71.653	0.433	0.435	0.079
4.244	71.672	0.423	0.441	0.076
4.246	71.690	0.413	0.432	0.083
4.248	71.709	0.415	0.443	0.078
4.250	71.728	0.409	0.456	0.070
4.252	71.746	0.436	0.431	0.077
4.254	71.765	0.442	0.423	0.082
4.256	71.784	0.430	0.439	0.083
4.258	71.802	0.422	0.439	0.086
4.260	71.821	0.419	0.449	0.088
4.262	71.839	0.434	0.422	0.096
4.264	71.858	0.448	0.424	0.090
4.266	71.877	0.444	0.423	0.091
4.268	71.895	0.427	0.435	0.087
4.270	71.914	0.413	0.457	0.081
4.272	71.932	0.408	0.447	0.081
4.274	71.951	0.410	0.444	0.082
4.276	71.970	0.410	0.450	0.080
4.278	71.988	0.422	0.445	0.076
4.280	72.007	0.419	0.444	0.074
4.282	72.026	0.397	0.461	0.070
4.284	72.044	0.396	0.457	0.074
4.286	72.063	0.403	0.450	0.065
4.288	72.081	0.410	0.449	0.055
4.290	72.100	0.426	0.431	0.083
4.292	72.608	0.413	0.446	0.069
4.294	73.116	0.421	0.442	0.090
4.296	73.624	0.412	0.444	0.068
4.298	74.132	0.396	0.459	0.054
4.300	74.640	0.393	0.460	0.055
4.302	74.671	0.395	0.460	0.054
4.304	74.702	0.388	0.470	0.056
4.306	74.734	0.382	0.461	0.058
4.308	74.765	0.390	0.463	0.059
4.310	74.796	0.398	0.470	0.062
4.312	74.827	0.402	0.464	0.061
4.314	74.858	0.424	0.448	0.070
4.316	74.890	0.419	0.446	0.065
4.318	74.921	0.413	0.445	0.069
4.320	74.952	0.406	0.446	0.075
4.322	74.983	0.433	0.434	0.075
4.324	75.014	0.413	0.441	0.074
4.326	75.046	0.408	0.444	0.075
4.328	75.077	0.431	0.431	0.092
4.330	75.108	0.438	0.426	0.097
4.332	75.139	0.456	0.413	0.118
4.334	75.170	0.454	0.407	0.128
4.336	75.202	0.447	0.415	0.124
4.338	75.233	0.444	0.416	0.125
4.340	75.264	0.435	0.418	0.120
4.342	75.295	0.442	0.419	0.126
4.344	75.326	0.442	0.424	0.131
4.346	75.358	0.431	0.431	0.117
4.348	75.389	0.454	0.413	0.138
4.350	75.420	0.434	0.423	0.110
4.352	75.451	0.438	0.417	0.116
4.354	75.482	0.444	0.420	0.146
4.356	75.514	0.443	0.411	0.143
4.358	75.545	0.445	0.418	0.138
4.360	75.576	0.449	0.413	0.135
4.362	75.607	0.453	0.407	0.169
4.364	75.638	0.451	0.411	0.155
4.366	75.670	0.446	0.413	0.162
4.368	75.701	0.437	0.418	0.164
4.370	75.732	0.452	0.411	0.179
4.372	75.763	0.439	0.416	0.171
4.374	75.794	0.429	0.429	0.145
4.376	75.826	0.455	0.409	0.133
4.378	75.857	0.439	0.418	0.133
4.380	75.888	0.456	0.407	0.147
4.382	75.919	0.428	0.422	0.168
4.384	75.950	0.450	0.408	0.183
4.386	75.982	0.455	0.406	0.171
4.388	76.013	0.439	0.421	0.172
4.390	76.044	0.445	0.415	0.181
4.392	76.075	0.438	0.417	0.203
4.394	76.106	0.440	0.420	0.194
4.396	76.138	0.442	0.422	0.187
4.398	76.169	0.439	0.423	0.173
4.400	76.200	0.434	0.427	0.163
4.402	76.220	0.446	0.418	0.199
4.404	76.240	0.453	0.405	0.230
4.406	76.260	0.471	0.395	0.242
4.408	76.280	0.445	0.419	0.213
4.410	76.300	0.466	0.390	0.236
4.412	76.320	0.451	0.411	0.219
4.414	76.340	0.449	0.409	0.235
4.416	76.360	0.446	0.404	0.231
4.418	76.380	0.446	0.418	0.228
4.420	76.400	0.435	0.437	0.156
4.422	76.420	0.448	0.426	0.151
4.424	76.440	0.442	0.426	0.206
4.426	76.460	0.452	0.410	0.244
4.428	76.480	0.465	0.403	0.242
4.430	76.500	0.467	0.399	0.275
4.432	76.520	0.453	0.408	0.295
4.434	76.540	0.444	0.412	0.271
4.436	76.560	0.438	0.423	0.325
4.438	76.580	0.445	0.422	0.277
4.440	76.600	0.442	0.427	0.263
4.442	76.620	0.452	0.414	0.277
4.444	76.640	0.466	0.407	0.269
4.446	76.660	0.444	0.417	0.303
4.448	76.680	0.437	0.426	0.247
4.450	76.700	0.451	0.414	0.263
4.452	76.720	0.456	0.407	0.296
4.454	76.740	0.444	0.420	0.248
4.456	76.760	0.441	0.419	0.198
4.458	76.780	0.431	0.429	0.191
4.460	76.800	0.425	0.433	0.189
4.462	76.820	0.436	0.430	0.177
4.464	76.840	0.437	0.432	0.179
4.466	76.860	0.450	0.416	0.200
4.468	76.880	0.440	0.425	0.206
4.470	76.900	0.435	0.431	0.195
4.472	76.920	0.438	0.428	0.196
4.474	76.940	0.434	0.424	0.186
4.476	76.960	0.428	0.432	0.182
4.478	76.980	0.445	0.419	0.214
4.480	77.000	0.449	0.417	0.221
4.482	77.020	0.441	0.421	0.208
4.484	77.040	0.453	0.415	0.229
4.486	77.060	0.442	0.419	0.221
4.488	77.080	0.438	0.419	0.210
4.490	77.100	0.434	0.417	0.258
4.492	77.120	0.453	0.405	0.277
4.494	77.140	0.440	0.417	0.249
4.496	77.160	0.440	0.428	0.206
4.498	77.180	0.449	0.405	0.235
4.500	77.200	0.432	0.421	0.273
4.502	77.220	0.462	0.402	0.305
4.504	77.240	0.446	0.410	0.295
4.506	77.260	0.456	0.405	0.281
4.508	77.280	0.462	0.396	0.294
4.510	77.300	0.443	0.413	0.268
4.512	77.388	0.450	0.407	0.259
4.514	77.476	0.455	0.412	0.247
4.516	77.564	0.447	0.417	0.231
4.518	77.652	0.450	0.415	0.255
4.520	77.740	0.448	0.418	0.274
4.522	77.828	0.447	0.417	0.279
4.524	77.916	0.451	0.413	0.294
4.526	78.004	0.436	0.424	0.260
4.528	78.092	0.439	0.423	0.268
4.530	78.180	0.447	0.417	0.303
4.532	78.268	0.459	0.406	0.304
4.534	78.356	0.453	0.407	0.284
4.536	78.444	0.453	0.405	0.265
4.538	78.532	0.440	0.417	0.216
4.540	78.620	0.443	0.412	0.206
4.542	78.708	0.444	0.422	0.252
4.544	78.796	0.438	0.421	0.258
4.546	78.884	0.475	0.391	0.300
4.548	78.972	0.454	0.400	0.290
4.550	79.060	0.462	0.396	0.320
4.552	79.148	0.455	0.400	0.320
4.554	79.236	0.463	0.401	0.319
4.556	79.324	0.457	0.402	0.321
4.558	79.412	0.447	0.411	0.315
4.560	79.500	0.450	0.414	0.275
4.562	79.588	0.459	0.408	0.273
4.564	79.676	0.452	0.410	0.254
4.566	79.764	0.450	0.417	0.279
4.568	79.852	0.446	0.414	0.256
4.570	79.940	0.444	0.415	0.248
4.572	80.028	0.440	0.412	0.226
4.574	80.116	0.445	0.412	0.237
4.576	80.204	0.451	0.416	0.193
4.578	80.292	0.417	0.436	0.157
4.580	80.380	0.427	0.433	0.152
4.582	80.468	0.423	0.438	0.150
4.584	80.556	0.398	0.466	0.115
4.586	80.644	0.403	0.460	0.115
4.588	80.732	0.394	0.463	0.120
4.590	80.820	0.407	0.454	0.111
4.592	80.908	0.380	0.468	0.098
4.594	80.996	0.406	0.456	0.108
4.596	81.084	0.412	0.452	0.115
4.598	81.172	0.434	0.422	0.177
4.600	81.260	0.395	0.443	0.181
4.602	81.348	0.412	0.436	0.141
4.604	81.436	0.394	0.454	0.111
4.606	81.524	0.389	0.461	0.097
4.608	81.612	0.390	0.474	0.100
4.610	81.700	0.409	0.440	0.098
4.612	81.762	0.404	0.454	0.094
4.614	81.824	0.400	0.450	0.097
4.616	81.887	0.385	0.468	0.090
4.618	81.949	0.387	0.471	0.085
4.620	82.011	0.385	0.469	0.095
4.622	82.073	0.389	0.465	0.104
4.624	82.136	0.399	0.456	0.103
4.626	82.198	0.393	0.468	0.097
4.628	82.260	0.386	0.471	0.093
4.630	82.322	0.387	0.470	0.092
4.632	82.384	0.382	0.480	0.083
4.634	82.447	0.393	0.465	0.082
4.636	82.509	0.389	0.457	0.082
4.638	82.571	0.361	0.498	0.064
4.640	82.633	0.344	0.496	0.061
4.642	82.696	0.353	0.494	0.061
4.644	82.758	0.346	0.506	0.060
4.646	82.820	0.347	0.505	0.059
4.648	82.882	0.347	0.510	0.054
4.650	82.944	0.342	0.512	0.056
4.652	83.007	0.344	0.506	0.053
4.654	83.069	0.344	0.506	0.055
4.656	83.131	0.355	0.497	0.052
4.658	83.193	0.341	0.512	0.053
4.660	83.256	0.342	0.523	0.048
4.662	83.318	0.360	0.492	0.054
4.664	83.380	0.369	0.486	0.051
4.666	83.442	0.374	0.477	0.053
4.668	83.504	0.349	0.497	0.051
4.670	83.567	0.327	0.515	0.044
4.672	83.629	0.345	0.503	0.050
4.674	83.691	0.377	0.473	0.065
4.676	83.753	0.348	0.490	0.056
4.678	83.816	0.360	0.496	0.055
4.680	83.878	0.332	0.508	0.047
4.682	83.940	0.341	0.509	0.045
4.684	84.002	0.321	0.535	0.043
4.686	84.064	0.324	0.528	0.045
4.688	84.127	0.323	0.512	0.045
4.690	84.189	0.315	0.531	0.037
4.692	84.251	0.321	0.523	0.037
4.694	84.313	0.316	0.521	0.037
4.696	84.376	0.315	0.534	0.036
4.698	84.438	0.326	0.524	0.040
4.700	84.500	0.324	0.516	0.036
4.702	84.543	0.322	0.532	0.038
4.704	84.586	0.330	0.513	0.043
4.706	84.629	0.305	0.532	0.040
4.708	84.672	0.327	0.528	0.043
4.710	84.715	0.333	0.517	0.043
4.712	84.758	0.316	0.539	0.040
4.714	84.802	0.314	0.534	0.040
4.716	84.845	0.317	0.534	0.041
4.718	84.888	0.326	0.529	0.041
4.720	84.931	0.326	0.519	0.042
4.722	84.974	0.330	0.522	0.043
4.724	85.017	0.337	0.522	0.045
4.726	85.060	0.343	0.509	0.046
4.728	85.103	0.336	0.527	0.045
4.730	85.146	0.351	0.498	0.048
4.732	85.189	0.355	0.496	0.049
4.734	85.232	0.359	0.502	0.050
4.736	85.275	0.351	0.511	0.049
4.738	85.318	0.365	0.494	0.052
4.740	85.362	0.362	0.492	0.056
4.742	85.405	0.351	0.489	0.057
4.744	85.448	0.365	0.489	0.057
4.746	85.491	0.355	0.490	0.056
4.748	85.534	0.358	0.491	0.061
4.750	85.577	0.361	0.486	0.062
4.752	85.620	0.369	0.477	0.064
4.754	85.663	0.382	0.471	0.066
4.756	85.706	0.369	0.481	0.060
4.758	85.749	0.377	0.472	0.057
4.760	85.792	0.382	0.472	0.069
4.762	85.835	0.377	0.475	0.067
4.764	85.878	0.397	0.461	0.075
4.766	85.922	0.406	0.450	0.084
4.768	85.965	0.412	0.453	0.091
4.770	86.008	0.419	0.441	0.096
4.772	86.051	0.409	0.449	0.089
4.774	86.094	0.430	0.417	0.106
4.776	86.137	0.430	0.421	0.107
4.778	86.180	0.411	0.442	0.107
4.780	86.223	0.428	0.431	0.125
4.782	86.266	0.433	0.429	0.130
4.784	86.309	0.442	0.425	0.131
4.786	86.352	0.434	0.421	0.133
4.788	86.395	0.422	0.428	0.131
4.790	86.438	0.454	0.409	0.140
4.792	86.482	0.436	0.414	0.136
4.794	86.525	0.459	0.405	0.134
4.796	86.568	0.443	0.414	0.129
4.798	86.611	0.448	0.416	0.121
4.800	86.654	0.455	0.404	0.142
4.802	86.697	0.477	0.387	0.147
4.804	86.740	0.474	0.394	0.153
4.806	86.783	0.461	0.400	0.149
4.808	86.826	0.457	0.405	0.132
4.810	86.869	0.446	0.406	0.136
4.812	86.912	0.468	0.398	0.135
4.814	86.955	0.476	0.388	0.130
4.816	86.998	0.462	0.401	0.129
4.818	87.042	0.474	0.384	0.137
4.820	87.085	0.465	0.396	0.131
4.822	87.128	0.458	0.398	0.126
4.824	87.171	0.459	0.403	0.132
4.826	87.214	0.451	0.409	0.122
4.828	87.257	0.469	0.393	0.119
4.830	87.300	0.461	0.401	0.130
4.832	87.410	0.466	0.398	0.119
4.834	87.520	0.471	0.401	0.129
4.836	87.630	0.470	0.398	0.132
4.838	87.740	0.471	0.396	0.129
4.840	87.850	0.458	0.400	0.129
4.842	87.960	0.467	0.395	0.130
4.844	88.070	0.461	0.403	0.126
4.846	88.180	0.471	0.392	0.128
4.848	88.290	0.477	0.393	0.143
4.850	88.400	0.470	0.392	0.150
4.852	88.510	0.477	0.386	0.144
4.854	88.620	0.460	0.393	0.129
4.856	88.730	0.460	0.396	0.115
4.858	88.840	0.440	0.416	0.106
4.860	88.950	0.450	0.414	0.109
4.862	89.060	0.478	0.389	0.134
4.864	89.170	0.475	0.392	0.139
4.866	89.280	0.460	0.399	0.122
4.868	89.390	0.454	0.407	0.124
4.870	89.500	0.460	0.407	0.124
4.872	89.568	0.476	0.391	0.132
4.874	89.637	0.452	0.405	0.116
4.876	89.705	0.468	0.399	0.124
4.878	89.773	0.476	0.390	0.127
4.880	89.841	0.466	0.396	0.117
4.882	89.910	0.470	0.397	0.118
4.884	89.978	0.457	0.403	0.113
4.886	90.046	0.458	0.404	0.116
4.888	90.114	0.454	0.401	0.118
4.890	90.183	0.452	0.408	0.108
4.892	90.251	0.445	0.404	0.111
4.894	90.319	0.457	0.406	0.115
4.896	90.387	0.452	0.401	0.115
4.898	90.456	0.444	0.413	0.114
4.900	90.524	0.447	0.415	0.109
4.902	90.592	0.452	0.407	0.110
4.904	90.660	0.467	0.400	0.110
4.906	90.729	0.453	0.413	0.105
4.908	90.797	0.452	0.416	0.106
4.910	90.865	0.451	0.409	0.100
4.912	90.933	0.455	0.411	0.099
4.914	91.002	0.433	0.420	0.102
4.942	91.957	0.447	0.399	0.114
4.944	92.025	0.448	0.382	0.123
4.946	92.094	0.451	0.395	0.115
4.948	92.162	0.443	0.405	0.118
4.950	92.230	0.467	0.385	0.114
4.952	92.283	0.471	0.389	0.114
4.954	92.336	0.460	0.390	0.121
4.956	92.389	0.451	0.395	0.116
4.958	92.442	0.465	0.392	0.119
4.960	92.495	0.455	0.395	0.126
4.962	92.548	0.451	0.404	0.120
4.964	92.601	0.453	0.402	0.118
4.966	92.654	0.452	0.403	0.121
4.968	92.707	0.473	0.393	0.125
4.970	92.760	0.458	0.400	0.129
4.972	92.813	0.457	0.395	0.133
4.974	92.866	0.456	0.406	0.140
4.976	92.919	0.462	0.397	0.147
4.978	92.972	0.482	0.372	0.161
4.980	93.025	0.473	0.388	0.145
4.982	93.078	0.459	0.392	0.138
4.984	93.131	0.453	0.394	0.137
4.986	93.184	0.453	0.393	0.125
4.988	93.237	0.447	0.401	0.130
4.990	93.290	0.434	0.406	0.123
4.992	93.343	0.450	0.401	0.120
4.994	93.396	0.466	0.386	0.131
4.996	93.449	0.445	0.399	0.124
4.998	93.502	0.455	0.407	0.124
5.000	93.555	0.446	0.406	0.125
5.002	93.608	0.454	0.409	0.126
5.004	93.661	0.450	0.403	0.132
5.006	93.714	0.457	0.400	0.126
5.008	93.767	0.437	0.421	0.124
5.010	93.820	0.433	0.407	0.127
5.012	93.871	0.447	0.403	0.130
5.014	93.921	0.453	0.398	0.132
5.016	93.972	0.434	0.415	0.132
5.018	94.022	0.440	0.410	0.124
5.020	94.073	0.423	0.420	0.114
5.022	94.123	0.428	0.413	0.109
5.024	94.174	0.426	0.416	0.116
5.026	94.224	0.414	0.419	0.125
5.028	94.275	0.419	0.422	0.120
5.030	94.325	0.418	0.415	0.120
5.032	94.376	0.415	0.422	0.124
5.034	94.427	0.418	0.418	0.101
5.036	94.477	0.412	0.428	0.105
5.038	94.528	0.404	0.426	0.110
5.040	94.578	0.415	0.421	0.110
5.042	94.629	0.420	0.417	0.104
5.044	94.679	0.425	0.423	0.093
5.046	94.730	0.421	0.430	0.098
5.048	94.780	0.427	0.425	0.110
5.050	94.831	0.433	0.410	0.101
5.052	94.881	0.419	0.416	0.084
5.054	94.932	0.428	0.422	0.109
5.056	94.983	0.423	0.425	0.108
5.058	95.033	0.408	0.440	0.079
5.060	95.084	0.422	0.426	0.085
5.062	95.134	0.404	0.446	0.082
5.064	95.185	0.424	0.422	0.087
5.066	95.235	0.406	0.431	0.076
5.068	95.286	0.392	0.438	0.076
5.070	95.336	0.386	0.437	0.074
5.072	95.387	0.414	0.414	0.079
5.074	95.437	0.405	0.429	0.078
5.076	95.488	0.398	0.443	0.080
5.078	95.539	0.421	0.425	0.082
5.080	95.589	0.406	0.436	0.082
5.082	95.640	0.409	0.431	0.080
5.084	95.690	0.413	0.432	0.078
5.086	95.741	0.413	0.421	0.081
5.088	95.791	0.421	0.419	0.076
5.090	95.842	0.412	0.438	0.073
5.092	95.892	0.427	0.419	0.082
5.094	95.943	0.426	0.418	0.084
5.096	95.993	0.427	0.420	0.077
5.098	96.044	0.406	0.441	0.075
5.100	96.095	0.409	0.437	0.072
5.102	96.145	0.429	0.407	0.087
5.104	96.196	0.408	0.439	0.071
5.106	96.246	0.408	0.426	0.069
5.108	96.297	0.388	0.454	0.068
5.110	96.347	0.398	0.439	0.073
5.112	96.398	0.424	0.423	0.079
5.114	96.448	0.414	0.427	0.074
5.116	96.499	0.435	0.414	0.078
5.118	96.549	0.446	0.417	0.082
5.120	96.600	0.414	0.434	0.074
5.122	96.650	0.412	0.429	0.075
5.124	96.701	0.411	0.432	0.075
5.126	96.751	0.427	0.424	0.070
5.128	96.801	0.437	0.419	0.067
5.130	96.852	0.422	0.419	0.068
5.132	96.902	0.426	0.409	0.071
5.134	96.953	0.414	0.422	0.065
5.136	97.003	0.413	0.437	0.059
5.138	97.053	0.425	0.422	0.061
5.140	97.104	0.421	0.420	0.066
5.142	97.154	0.422	0.411	0.066
5.144	97.204	0.452	0.393	0.068
5.146	97.255	0.426	0.425	0.057
5.148	97.305	0.414	0.437	0.053
5.150	97.355	0.410	0.447	0.053
5.152	97.406	0.406	0.434	0.051
5.154	97.456	0.404	0.441	0.055
5.156	97.507	0.413	0.440	0.055
5.158	97.557	0.397	0.446	0.053
5.160	97.607	0.400	0.448	0.053
5.162	97.658	0.412	0.440	0.053
5.164	97.708	0.426	0.421	0.056
5.166	97.758	0.408	0.439	0.055
5.168	97.809	0.409	0.435	0.053
5.170	97.859	0.424	0.425	0.055
5.172	97.909	0.400	0.440	0.054
5.174	97.960	0.418	0.428	0.055
5.176	98.010	0.399	0.449	0.052
5.178	98.061	0.410	0.432	0.056
5.180	98.111	0.416	0.431	0.055
5.182	98.161	0.423	0.431	0.055
5.184	98.212	0.397	0.453	0.047
5.186	98.262	0.412	0.445	0.049
5.188	98.312	0.401	0.453	0.047
5.190	98.363	0.400	0.445	0.051
5.192	98.413	0.414	0.439	0.053
5.194	98.463	0.409	0.436	0.051
5.196	98.514	0.414	0.439	0.052
5.198	98.564	0.404	0.446	0.054
5.200	98.615	0.414	0.442	0.053
5.202	98.665	0.408	0.449	0.053
5.204	98.715	0.411	0.447	0.054
5.206	98.766	0.387	0.442	0.054
5.208	98.816	0.396	0.446	0.047
5.210	98.866	0.389	0.458	0.046
5.212	98.917	0.397	0.449	0.049
5.214	98.967	0.401	0.444	0.048
5.216	99.017	0.390	0.461	0.047
5.218	99.068	0.390	0.451	0.050
5.220	99.118	0.412	0.436	0.053
5.222	99.169	0.395	0.445	0.047
5.224	99.219	0.409	0.447	0.048
5.226	99.269	0.402	0.449	0.050
5.228	99.320	0.402	0.453	0.050
5.230	99.370	0.417	0.437	0.049
5.232	99.420	0.394	0.455	0.049
5.234	99.470	0.386	0.453	0.048
5.236	99.520	0.401	0.439	0.049
5.238	99.570	0.404	0.453	0.047
5.240	99.620	0.389	0.459	0.044
5.242	99.670	0.387	0.461	0.044
5.244	99.720	0.380	0.456	0.042
5.246	99.770	0.382	0.458	0.042
5.248	99.820	0.397	0.463	0.041
5.250	99.870	0.382	0.467	0.037
5.252	99.920	0.385	0.455	0.040
5.254	99.970	0.397	0.457	0.046
5.256	100.020	0.398	0.446	0.047
5.258	100.070	0.391	0.445	0.046
5.260	100.120	0.395	0.456	0.048
5.262	100.170	0.390	0.454	0.049
5.264	100.220	0.411	0.445	0.049
5.266	100.270	0.384	0.459	0.047
5.268	100.320	0.402	0.437	0.050
5.270	100.370	0.405	0.448	0.049
5.272	100.420	0.388	0.454	0.050
5.274	100.470	0.389	0.463	0.050
5.276	100.520	0.394	0.448	0.050
5.278	100.570	0.388	0.447	0.053
5.280	100.620	0.393	0.453	0.052
5.282	100.670	0.389	0.456	0.052
5.284	100.720	0.415	0.435	0.053
5.286	100.770	0.391	0.453	0.050
5.288	100.820	0.404	0.446	0.054
5.290	100.870	0.416	0.439	0.055
5.292	100.920	0.414	0.446	0.054
