Depth sed [m]	Age [ka BP]	Ti/terr	K/terr	Terr/Ca
8.166	152.790	0.443	0.414	0.167
8.168	152.831	0.448	0.404	0.192
8.170	152.871	0.471	0.393	0.195
8.172	152.912	0.449	0.410	0.188
8.174	152.953	0.456	0.400	0.183
8.176	152.993	0.456	0.406	0.161
8.178	153.034	0.450	0.411	0.167
8.180	153.074	0.456	0.400	0.168
8.182	153.115	0.443	0.418	0.155
8.184	153.155	0.453	0.406	0.161
8.186	153.196	0.449	0.409	0.153
8.188	153.237	0.453	0.404	0.138
8.190	153.277	0.431	0.417	0.127
8.192	153.318	0.467	0.386	0.151
8.194	153.358	0.462	0.407	0.149
8.196	153.399	0.430	0.419	0.118
8.198	153.439	0.437	0.423	0.102
8.200	153.480	0.436	0.426	0.120
8.202	153.529	0.445	0.411	0.127
8.204	153.579	0.461	0.402	0.128
8.206	153.628	0.426	0.417	0.100
8.208	153.677	0.428	0.431	0.104
8.210	153.727	0.438	0.408	0.111
8.212	153.776	0.435	0.411	0.115
8.214	153.825	0.417	0.428	0.093
8.216	153.875	0.419	0.422	0.096
8.218	153.924	0.448	0.417	0.107
8.220	153.973	0.421	0.434	0.102
8.222	154.023	0.422	0.422	0.099
8.224	154.072	0.457	0.392	0.141
8.226	154.121	0.436	0.408	0.134
8.228	154.171	0.430	0.423	0.104
8.230	154.220	0.424	0.424	0.103
8.232	154.269	0.418	0.435	0.104
8.234	154.319	0.441	0.423	0.104
8.236	154.368	0.445	0.412	0.113
8.238	154.417	0.429	0.420	0.113
8.240	154.467	0.425	0.426	0.117
8.242	154.516	0.442	0.418	0.113
8.244	154.565	0.425	0.426	0.112
8.246	154.615	0.436	0.418	0.116
8.248	154.664	0.443	0.407	0.121
8.250	154.713	0.423	0.422	0.108
8.252	154.763	0.433	0.416	0.103
8.254	154.812	0.430	0.432	0.103
8.256	154.861	0.414	0.430	0.084
8.258	154.911	0.428	0.433	0.084
8.260	154.960	0.427	0.427	0.088
8.262	155.009	0.418	0.443	0.085
8.264	155.059	0.416	0.438	0.089
8.266	155.108	0.411	0.439	0.087
8.268	155.157	0.424	0.427	0.089
8.270	155.207	0.428	0.433	0.091
8.272	155.256	0.425	0.437	0.093
8.274	155.305	0.430	0.431	0.099
8.276	155.355	0.426	0.429	0.097
8.278	155.404	0.424	0.434	0.092
8.280	155.453	0.427	0.437	0.099
8.282	155.503	0.440	0.422	0.100
8.284	155.552	0.424	0.432	0.107
8.286	155.601	0.436	0.421	0.112
8.288	155.651	0.435	0.436	0.106
8.290	155.700	0.440	0.421	0.112
8.292	155.749	0.434	0.425	0.117
8.294	155.799	0.426	0.434	0.109
8.296	155.848	0.438	0.426	0.122
8.298	155.897	0.446	0.419	0.127
8.300	155.947	0.441	0.417	0.116
8.302	155.996	0.420	0.432	0.099
8.304	156.045	0.426	0.424	0.093
8.306	156.095	0.429	0.425	0.090
8.308	156.144	0.434	0.429	0.090
8.310	156.193	0.445	0.416	0.098
8.312	156.243	0.436	0.434	0.109
8.314	156.292	0.432	0.432	0.107
8.316	156.341	0.440	0.416	0.101
8.318	156.391	0.424	0.428	0.093
8.320	156.440	0.419	0.431	0.088
8.322	156.490	0.435	0.429	0.090
8.324	156.540	0.421	0.442	0.089
8.326	156.590	0.423	0.436	0.092
8.328	156.640	0.450	0.414	0.102
8.330	156.690	0.434	0.428	0.098
8.332	156.740	0.429	0.429	0.104
8.334	156.790	0.422	0.439	0.108
8.336	156.840	0.445	0.413	0.112
8.338	156.890	0.426	0.435	0.103
8.340	156.940	0.404	0.449	0.102
8.342	156.990	0.435	0.422	0.112
8.344	157.040	0.438	0.406	0.121
8.346	157.090	0.440	0.419	0.138
8.348	157.140	0.426	0.433	0.135
8.350	157.190	0.431	0.419	0.137
8.352	157.240	0.434	0.425	0.137
8.354	157.290	0.458	0.406	0.152
8.356	157.340	0.431	0.430	0.151
8.358	157.390	0.432	0.425	0.135
8.360	157.440	0.424	0.429	0.151
8.362	157.490	0.453	0.413	0.170
8.364	157.539	0.442	0.424	0.175
8.366	157.589	0.433	0.417	0.181
8.368	157.638	0.440	0.406	0.189
8.370	157.688	0.429	0.416	0.172
8.372	157.737	0.447	0.418	0.159
8.374	157.787	0.452	0.403	0.179
8.376	157.836	0.445	0.411	0.177
8.378	157.886	0.442	0.415	0.162
8.380	157.935	0.438	0.414	0.171
8.382	157.985	0.428	0.427	0.122
8.384	158.034	0.418	0.443	0.089
8.386	158.084	0.394	0.459	0.068
8.388	158.133	0.407	0.450	0.061
8.390	158.183	0.383	0.472	0.053
8.392	158.232	0.406	0.446	0.061
8.394	158.282	0.401	0.452	0.071
8.396	158.331	0.388	0.458	0.057
8.398	158.381	0.398	0.464	0.063
8.400	158.430	0.383	0.468	0.065
8.402	158.477	0.393	0.457	0.063
8.404	158.524	0.390	0.464	0.066
8.406	158.571	0.405	0.446	0.077
8.408	158.618	0.405	0.447	0.076
8.410	158.665	0.424	0.432	0.088
8.412	158.712	0.409	0.450	0.075
8.414	158.759	0.397	0.466	0.065
8.416	158.806	0.383	0.472	0.062
8.418	158.853	0.384	0.471	0.061
8.420	158.900	0.396	0.456	0.064
8.422	158.947	0.394	0.463	0.065
8.424	158.994	0.406	0.450	0.067
8.426	159.041	0.406	0.454	0.066
8.428	159.088	0.386	0.460	0.063
8.430	159.135	0.393	0.468	0.066
8.432	159.182	0.399	0.461	0.065
8.434	159.229	0.384	0.465	0.062
8.436	159.276	0.384	0.471	0.064
8.438	159.323	0.390	0.468	0.070
8.440	159.370	0.392	0.462	0.066
8.442	159.417	0.397	0.455	0.070
8.444	159.464	0.398	0.459	0.071
8.446	159.511	0.397	0.448	0.070
8.448	159.558	0.399	0.466	0.066
8.450	159.605	0.378	0.470	0.066
8.452	159.652	0.383	0.476	0.068
8.454	159.699	0.399	0.461	0.069
8.456	159.746	0.372	0.473	0.067
8.458	159.793	0.404	0.460	0.069
8.460	159.840	0.404	0.454	0.068
8.462	159.887	0.400	0.452	0.071
8.464	159.934	0.406	0.458	0.072
8.466	159.981	0.398	0.455	0.076
8.468	160.028	0.409	0.448	0.078
8.470	160.075	0.387	0.468	0.078
8.472	160.122	0.391	0.461	0.085
8.474	160.169	0.401	0.462	0.084
8.476	160.216	0.425	0.437	0.091
8.478	160.263	0.410	0.444	0.088
8.480	160.310	0.420	0.439	0.093
8.482	160.357	0.412	0.443	0.094
8.484	160.404	0.422	0.435	0.099
8.486	160.451	0.428	0.443	0.103
8.488	160.498	0.426	0.437	0.104
8.490	160.545	0.423	0.435	0.110
8.492	160.592	0.426	0.437	0.113
8.494	160.639	0.420	0.439	0.111
8.496	160.686	0.418	0.439	0.109
8.498	160.733	0.421	0.439	0.109
8.500	160.780	0.417	0.443	0.107
8.502	160.827	0.425	0.434	0.118
8.504	160.874	0.434	0.424	0.127
8.506	160.921	0.419	0.435	0.124
8.508	160.968	0.421	0.438	0.119
8.510	161.015	0.412	0.444	0.139
8.512	161.062	0.423	0.435	0.143
8.514	161.109	0.452	0.412	0.147
8.516	161.156	0.437	0.420	0.153
8.518	161.203	0.427	0.418	0.161
8.520	161.250	0.434	0.421	0.173
8.522	161.286	0.437	0.419	0.164
8.524	161.322	0.406	0.448	0.110
8.526	161.358	0.384	0.459	0.081
8.528	161.394	0.384	0.477	0.070
8.530	161.430	0.385	0.469	0.066
8.532	161.466	0.387	0.465	0.068
8.534	161.502	0.395	0.457	0.071
8.536	161.538	0.401	0.456	0.081
8.538	161.574	0.396	0.470	0.076
8.540	161.610	0.389	0.465	0.066
8.542	161.646	0.373	0.480	0.063
8.544	161.682	0.387	0.473	0.071
8.546	161.718	0.410	0.448	0.079
8.548	161.754	0.409	0.449	0.066
8.550	161.790	0.372	0.473	0.058
8.552	161.826	0.380	0.475	0.063
8.554	161.862	0.384	0.472	0.065
8.556	161.898	0.390	0.465	0.067
8.558	161.934	0.384	0.474	0.063
8.560	161.970	0.375	0.482	0.063
8.562	162.006	0.373	0.483	0.059
8.564	162.042	0.360	0.481	0.054
8.566	162.078	0.386	0.476	0.061
8.568	162.114	0.393	0.467	0.076
8.570	162.150	0.388	0.472	0.076
8.572	162.186	0.391	0.472	0.079
8.574	162.222	0.392	0.471	0.089
8.576	162.258	0.403	0.458	0.085
8.578	162.294	0.388	0.461	0.092
8.580	162.330	0.399	0.460	0.083
8.582	162.366	0.389	0.463	0.075
8.584	162.402	0.389	0.465	0.078
8.586	162.438	0.377	0.462	0.076
8.588	162.474	0.383	0.477	0.071
8.590	162.510	0.369	0.485	0.070
8.592	162.546	0.375	0.494	0.069
8.594	162.582	0.389	0.475	0.078
8.596	162.618	0.404	0.450	0.094
8.598	162.654	0.417	0.446	0.110
8.600	162.690	0.421	0.438	0.132
8.602	162.726	0.427	0.437	0.138
8.604	162.762	0.399	0.457	0.112
8.606	162.798	0.388	0.463	0.085
8.608	162.834	0.386	0.468	0.077
8.610	162.870	0.404	0.454	0.106
8.612	162.906	0.421	0.442	0.115
8.614	162.942	0.406	0.449	0.108
8.616	162.978	0.383	0.464	0.102
8.618	163.014	0.386	0.464	0.098
8.620	163.050	0.415	0.450	0.116
8.622	163.086	0.418	0.450	0.133
8.624	163.122	0.400	0.458	0.112
8.626	163.158	0.392	0.462	0.118
8.628	163.194	0.421	0.439	0.134
8.630	163.230	0.416	0.441	0.107
8.632	163.266	0.406	0.450	0.124
8.634	163.302	0.433	0.424	0.154
8.636	163.338	0.399	0.453	0.114
8.638	163.374	0.423	0.431	0.163
8.640	163.410	0.413	0.441	0.178
8.642	163.446	0.421	0.437	0.171
8.644	163.482	0.422	0.441	0.173
8.646	163.518	0.423	0.437	0.178
8.648	163.554	0.430	0.435	0.209
8.650	163.590	0.434	0.432	0.222
8.652	163.626	0.425	0.434	0.219
8.654	163.662	0.421	0.431	0.223
8.656	163.698	0.408	0.443	0.198
8.658	163.734	0.418	0.438	0.220
8.660	163.770	0.408	0.441	0.229
8.662	163.806	0.423	0.435	0.225
8.664	163.842	0.426	0.435	0.225
8.666	163.878	0.421	0.435	0.232
8.668	163.914	0.417	0.446	0.163
8.670	163.950	0.390	0.459	0.113
8.672	163.986	0.425	0.430	0.151
8.674	164.022	0.430	0.431	0.176
8.676	164.058	0.436	0.421	0.292
8.678	164.094	0.426	0.436	0.261
8.680	164.130	0.415	0.448	0.206
8.682	164.166	0.416	0.443	0.242
8.684	164.202	0.421	0.439	0.258
8.686	164.238	0.423	0.429	0.229
8.688	164.274	0.419	0.441	0.165
8.690	164.310	0.414	0.444	0.154
8.692	164.346	0.420	0.445	0.158
8.694	164.382	0.426	0.429	0.237
8.696	164.418	0.427	0.433	0.263
8.698	164.454	0.426	0.429	0.246
8.700	164.490	0.432	0.421	0.232
8.702	164.526	0.415	0.439	0.232
8.704	164.562	0.436	0.422	0.221
8.706	164.598	0.434	0.422	0.197
8.708	164.634	0.427	0.431	0.207
8.710	164.670	0.420	0.439	0.199
8.712	164.706	0.429	0.438	0.186
8.714	164.742	0.424	0.428	0.174
8.716	164.778	0.411	0.445	0.159
8.718	164.814	0.422	0.431	0.178
8.720	164.850	0.419	0.437	0.178
8.722	164.886	0.410	0.443	0.169
8.724	164.921	0.402	0.446	0.155
8.726	164.957	0.410	0.443	0.157
8.728	164.993	0.417	0.445	0.165
8.730	165.028	0.416	0.438	0.162
8.732	165.064	0.412	0.433	0.161
8.734	165.100	0.424	0.430	0.171
8.736	165.135	0.429	0.430	0.171
8.738	165.171	0.423	0.434	0.160
8.740	165.207	0.408	0.444	0.148
8.742	165.242	0.403	0.452	0.146
8.744	165.278	0.413	0.434	0.140
8.746	165.314	0.414	0.444	0.134
8.748	165.349	0.400	0.450	0.124
8.750	165.385	0.407	0.451	0.126
8.752	165.421	0.399	0.456	0.134
8.754	165.456	0.396	0.464	0.128
8.756	165.492	0.405	0.448	0.139
8.758	165.528	0.397	0.457	0.152
8.760	165.563	0.408	0.440	0.143
8.762	165.599	0.402	0.450	0.134
8.764	165.635	0.408	0.448	0.131
8.766	165.670	0.400	0.457	0.136
8.768	165.706	0.388	0.466	0.131
8.770	165.742	0.390	0.458	0.135
8.772	165.777	0.403	0.441	0.148
8.774	165.813	0.409	0.443	0.139
8.776	165.849	0.402	0.451	0.137
8.778	165.884	0.404	0.452	0.132
8.780	165.920	0.387	0.463	0.128
8.782	165.956	0.402	0.448	0.138
8.784	165.991	0.417	0.441	0.136
8.786	166.027	0.402	0.449	0.121
8.788	166.063	0.378	0.463	0.115
8.790	166.098	0.395	0.453	0.119
8.792	166.134	0.399	0.458	0.128
8.794	166.170	0.417	0.440	0.126
8.796	166.205	0.408	0.450	0.121
8.798	166.241	0.410	0.450	0.111
8.800	166.277	0.392	0.464	0.109
8.802	166.312	0.394	0.457	0.113
8.804	166.348	0.410	0.444	0.120
8.806	166.384	0.406	0.449	0.135
8.808	166.419	0.385	0.465	0.122
8.810	166.455	0.385	0.454	0.120
8.812	166.491	0.405	0.444	0.117
8.814	166.526	0.400	0.453	0.115
8.816	166.562	0.416	0.436	0.151
8.818	166.598	0.421	0.430	0.172
8.820	166.633	0.419	0.436	0.137
8.822	166.669	0.396	0.449	0.139
8.824	166.705	0.406	0.449	0.150
8.826	166.740	0.415	0.450	0.158
8.828	166.776	0.422	0.433	0.176
8.830	166.812	0.404	0.453	0.170
8.832	166.847	0.425	0.429	0.177
8.834	166.883	0.414	0.435	0.159
8.836	166.919	0.413	0.445	0.163
8.838	166.954	0.415	0.440	0.166
8.840	166.990	0.406	0.448	0.164
8.842	167.026	0.405	0.458	0.162
8.844	167.061	0.417	0.438	0.142
8.846	167.097	0.417	0.454	0.113
8.848	167.132	0.410	0.451	0.111
8.850	167.168	0.379	0.471	0.085
8.852	167.203	0.356	0.491	0.066
8.854	167.239	0.377	0.478	0.071
8.856	167.274	0.356	0.495	0.075
8.858	167.310	0.368	0.478	0.079
8.860	167.345	0.390	0.466	0.088
8.862	167.381	0.416	0.442	0.116
8.864	167.416	0.401	0.452	0.117
8.866	167.452	0.411	0.444	0.111
8.868	167.487	0.410	0.451	0.132
8.870	167.523	0.408	0.452	0.159
8.872	167.558	0.421	0.448	0.167
8.874	167.594	0.415	0.443	0.165
8.876	167.629	0.406	0.452	0.168
8.878	167.665	0.407	0.455	0.160
8.880	167.700	0.406	0.454	0.172
8.882	167.736	0.401	0.452	0.168
8.884	167.771	0.407	0.453	0.151
8.886	167.807	0.419	0.441	0.157
8.888	167.842	0.414	0.446	0.153
8.890	167.878	0.392	0.466	0.148
8.892	167.913	0.406	0.453	0.143
8.894	167.949	0.387	0.460	0.151
8.896	167.984	0.408	0.449	0.150
8.898	168.020	0.399	0.464	0.154
8.900	168.055	0.402	0.450	0.168
9.052	170.779	0.359	0.487	0.092
9.054	170.816	0.343	0.505	0.090
9.056	170.853	0.349	0.491	0.099
9.058	170.890	0.358	0.471	0.114
9.060	170.927	0.366	0.476	0.107
9.062	170.964	0.374	0.466	0.096
9.064	171.001	0.357	0.481	0.097
9.066	171.039	0.400	0.440	0.156
9.068	171.076	0.402	0.437	0.201
9.070	171.113	0.407	0.420	0.203
9.072	171.150	0.406	0.425	0.215
9.074	171.187	0.427	0.422	0.221
9.076	171.224	0.410	0.424	0.227
9.078	171.261	0.400	0.440	0.220
9.080	171.298	0.414	0.428	0.223
9.082	171.335	0.423	0.429	0.204
9.084	171.372	0.417	0.428	0.217
9.086	171.409	0.402	0.433	0.213
9.088	171.446	0.389	0.439	0.207
9.090	171.484	0.395	0.434	0.166
9.092	171.521	0.384	0.455	0.171
9.094	171.558	0.391	0.439	0.164
9.096	171.595	0.393	0.438	0.192
9.098	171.632	0.407	0.435	0.183
9.100	171.669	0.395	0.457	0.175
9.102	171.706	0.403	0.437	0.180
9.104	171.743	0.403	0.446	0.216
9.106	171.780	0.412	0.427	0.218
9.108	171.817	0.409	0.438	0.217
9.110	171.854	0.431	0.423	0.224
9.112	171.892	0.415	0.427	0.226
9.114	171.929	0.424	0.419	0.229
9.116	171.966	0.423	0.414	0.224
9.118	172.003	0.414	0.424	0.228
9.120	172.040	0.406	0.433	0.201
9.122	172.077	0.419	0.431	0.225
9.124	172.114	0.414	0.427	0.219
9.126	172.151	0.421	0.429	0.232
9.128	172.188	0.417	0.427	0.237
9.130	172.225	0.419	0.433	0.245
9.132	172.262	0.427	0.425	0.243
9.134	172.300	0.421	0.417	0.217
9.136	172.337	0.414	0.426	0.238
9.138	172.374	0.424	0.425	0.246
9.140	172.411	0.441	0.411	0.258
9.142	172.448	0.437	0.415	0.257
9.144	172.485	0.435	0.418	0.253
9.146	172.522	0.423	0.420	0.259
9.148	172.559	0.428	0.416	0.274
9.150	172.596	0.424	0.423	0.270
9.152	172.633	0.424	0.418	0.259
9.154	172.670	0.441	0.406	0.269
9.156	172.708	0.424	0.424	0.234
9.158	172.745	0.437	0.421	0.240
9.160	172.782	0.427	0.422	0.231
9.162	172.819	0.421	0.421	0.226
9.164	172.856	0.441	0.410	0.239
9.166	172.893	0.431	0.410	0.235
9.168	172.930	0.427	0.426	0.226
9.170	172.967	0.412	0.431	0.208
9.172	173.004	0.418	0.424	0.201
9.174	173.041	0.408	0.440	0.207
9.176	173.078	0.405	0.434	0.192
9.178	173.116	0.421	0.423	0.192
9.180	173.153	0.419	0.428	0.194
9.182	173.190	0.414	0.427	0.192
9.184	173.227	0.425	0.430	0.198
9.186	173.264	0.419	0.420	0.196
9.188	173.301	0.430	0.411	0.207
9.190	173.338	0.419	0.424	0.179
9.192	173.375	0.411	0.425	0.187
9.194	173.412	0.428	0.419	0.209
9.196	173.449	0.425	0.414	0.211
9.198	173.486	0.416	0.427	0.205
9.200	173.523	0.421	0.425	0.221
9.202	173.561	0.415	0.427	0.240
9.204	173.598	0.433	0.416	0.231
9.206	173.635	0.431	0.412	0.232
9.208	173.672	0.434	0.414	0.235
9.210	173.709	0.438	0.412	0.249
9.212	173.746	0.450	0.397	0.257
9.214	173.783	0.446	0.400	0.268
9.216	173.820	0.448	0.397	0.282
9.218	173.857	0.446	0.403	0.265
9.220	173.894	0.447	0.398	0.293
9.222	173.931	0.449	0.394	0.272
9.224	173.969	0.449	0.399	0.281
9.226	174.006	0.442	0.400	0.310
9.228	174.043	0.440	0.398	0.305
9.230	174.080	0.454	0.393	0.310
9.232	174.117	0.445	0.401	0.299
9.234	174.154	0.459	0.394	0.292
9.236	174.191	0.468	0.385	0.307
9.238	174.228	0.449	0.396	0.295
9.240	174.265	0.444	0.403	0.279
9.242	174.302	0.437	0.403	0.231
9.244	174.339	0.433	0.409	0.270
9.246	174.377	0.425	0.398	0.276
9.248	174.414	0.421	0.406	0.251
9.250	174.451	0.418	0.416	0.255
9.252	174.488	0.431	0.394	0.201
9.254	174.525	0.426	0.389	0.284
9.256	174.562	0.457	0.387	0.340
9.258	174.599	0.452	0.396	0.304
9.260	174.636	0.447	0.400	0.323
9.262	174.673	0.441	0.408	0.285
9.264	174.710	0.463	0.390	0.368
9.266	174.747	0.458	0.392	0.343
9.268	174.785	0.454	0.385	0.353
9.270	174.822	0.458	0.385	0.322
9.272	174.859	0.444	0.395	0.277
9.274	174.896	0.450	0.397	0.270
9.276	174.933	0.442	0.402	0.275
9.278	174.970	0.451	0.393	0.265
9.280	175.007	0.453	0.389	0.277
9.282	175.044	0.444	0.403	0.276
9.284	175.081	0.427	0.411	0.236
9.286	175.118	0.440	0.406	0.243
9.288	175.155	0.451	0.398	0.285
9.290	175.193	0.447	0.401	0.282
9.292	175.230	0.457	0.393	0.325
9.294	175.267	0.445	0.408	0.318
9.296	175.304	0.456	0.393	0.337
9.298	175.341	0.452	0.394	0.330
9.300	175.378	0.470	0.379	0.322
9.302	175.415	0.474	0.365	0.357
9.304	175.452	0.455	0.386	0.349
9.306	175.489	0.446	0.387	0.325
9.308	175.526	0.468	0.376	0.349
9.310	175.563	0.448	0.395	0.349
9.312	175.600	0.441	0.398	0.314
9.314	175.638	0.446	0.403	0.328
9.316	175.675	0.439	0.401	0.325
9.318	175.712	0.442	0.406	0.335
9.320	175.749	0.460	0.380	0.333
9.322	175.786	0.438	0.402	0.341
9.324	175.823	0.450	0.390	0.321
9.326	175.860	0.457	0.392	0.341
9.328	175.897	0.452	0.395	0.338
9.330	175.934	0.448	0.395	0.330
9.332	175.971	0.442	0.402	0.320
9.334	176.008	0.443	0.389	0.291
9.336	176.046	0.458	0.381	0.302
9.338	176.083	0.442	0.398	0.340
9.340	176.120	0.442	0.395	0.329
9.342	176.157	0.469	0.383	0.369
9.344	176.194	0.448	0.394	0.354
9.346	176.231	0.448	0.389	0.358
9.348	176.268	0.457	0.392	0.390
9.350	176.305	0.459	0.384	0.354
9.352	176.342	0.452	0.391	0.360
9.354	176.379	0.482	0.367	0.397
9.356	176.416	0.468	0.381	0.384
9.358	176.454	0.467	0.382	0.363
9.360	176.491	0.453	0.395	0.362
9.362	176.528	0.472	0.379	0.363
9.364	176.565	0.462	0.391	0.364
9.366	176.602	0.462	0.390	0.353
9.368	176.639	0.457	0.391	0.336
9.370	176.676	0.460	0.395	0.357
9.372	176.713	0.460	0.389	0.356
9.374	176.750	0.444	0.395	0.370
9.376	176.787	0.453	0.393	0.361
9.378	176.824	0.451	0.394	0.368
9.380	176.862	0.470	0.378	0.364
9.382	176.899	0.452	0.385	0.431
9.384	176.936	0.456	0.385	0.415
9.386	176.973	0.470	0.380	0.399
9.388	177.010	0.446	0.389	0.414
9.390	177.047	0.455	0.375	0.414
9.392	177.084	0.452	0.378	0.353
9.394	177.121	0.468	0.373	0.377
9.396	177.158	0.475	0.369	0.356
9.398	177.195	0.461	0.381	0.380
9.400	177.232	0.474	0.370	0.430
9.402	177.270	0.465	0.368	0.428
9.404	177.307	0.458	0.382	0.352
9.406	177.344	0.460	0.387	0.359
9.408	177.381	0.444	0.391	0.339
9.410	177.418	0.474	0.370	0.375
9.412	177.455	0.475	0.368	0.453
9.414	177.492	0.457	0.386	0.376
9.416	177.529	0.467	0.379	0.392
9.418	177.566	0.466	0.378	0.396
9.420	177.603	0.473	0.373	0.425
9.422	177.640	0.467	0.378	0.375
9.424	177.677	0.474	0.375	0.451
9.426	177.715	0.491	0.357	0.587
9.428	177.752	0.492	0.349	0.571
9.430	177.789	0.508	0.345	0.556
9.432	177.826	0.503	0.337	0.601
9.434	177.863	0.506	0.343	0.574
9.436	177.900	0.522	0.339	0.511
9.438	177.937	0.505	0.344	0.408
9.440	177.974	0.476	0.376	0.418
9.442	178.011	0.472	0.376	0.374
9.444	178.048	0.469	0.380	0.359
9.446	178.085	0.466	0.383	0.340
9.448	178.123	0.463	0.393	0.346
9.450	178.160	0.458	0.395	0.335
9.452	178.197	0.459	0.392	0.337
9.454	178.234	0.467	0.386	0.329
9.456	178.271	0.472	0.375	0.340
9.458	178.308	0.457	0.397	0.323
9.460	178.345	0.468	0.379	0.330
9.462	178.382	0.456	0.395	0.308
9.464	178.419	0.447	0.397	0.337
9.466	178.456	0.466	0.377	0.339
9.468	178.493	0.459	0.388	0.376
9.470	178.531	0.482	0.377	0.381
9.472	178.568	0.470	0.386	0.359
9.474	178.605	0.461	0.380	0.373
9.476	178.642	0.481	0.371	0.375
9.478	178.679	0.493	0.367	0.376
9.480	178.716	0.498	0.364	0.390
9.482	178.753	0.499	0.353	0.418
9.484	178.790	0.519	0.342	0.437
9.486	178.827	0.530	0.339	0.455
9.488	178.864	0.524	0.340	0.421
9.490	178.901	0.528	0.343	0.436
9.492	178.939	0.538	0.332	0.420
9.494	178.976	0.535	0.335	0.420
9.496	179.013	0.529	0.332	0.426
9.498	179.050	0.519	0.339	0.425
9.500	179.087	0.531	0.332	0.445
9.502	179.124	0.526	0.341	0.429
9.504	179.161	0.515	0.347	0.427
9.506	179.198	0.527	0.339	0.421
9.508	179.255	0.517	0.352	0.405
9.510	179.312	0.523	0.343	0.419
9.512	179.370	0.525	0.350	0.435
9.514	179.428	0.517	0.357	0.410
9.516	179.485	0.506	0.366	0.402
9.518	179.543	0.500	0.367	0.395
9.520	179.601	0.497	0.371	0.379
9.522	179.658	0.499	0.360	0.374
9.524	179.716	0.508	0.352	0.444
9.526	179.773	0.501	0.355	0.467
9.528	179.831	0.510	0.352	0.457
9.530	179.889	0.501	0.359	0.449
9.532	179.946	0.492	0.362	0.474
9.534	180.004	0.498	0.349	0.531
9.536	180.062	0.490	0.360	0.495
9.538	180.119	0.511	0.353	0.478
9.540	180.177	0.535	0.335	0.452
9.542	180.234	0.528	0.335	0.481
9.544	180.292	0.500	0.358	0.451
9.546	180.350	0.493	0.368	0.429
9.548	180.407	0.498	0.358	0.427
9.550	180.465	0.497	0.360	0.432
9.552	180.523	0.491	0.366	0.473
9.554	180.580	0.495	0.356	0.469
9.556	180.638	0.483	0.357	0.445
9.558	180.695	0.482	0.362	0.420
9.560	180.753	0.492	0.350	0.453
9.562	180.811	0.494	0.359	0.465
9.564	180.868	0.480	0.369	0.517
9.566	180.926	0.485	0.360	0.575
9.568	180.984	0.468	0.378	0.487
9.570	181.041	0.464	0.388	0.426
9.572	181.099	0.473	0.373	0.403
9.574	181.157	0.477	0.370	0.375
9.576	181.214	0.473	0.372	0.320
9.578	181.272	0.457	0.387	0.256
9.580	181.329	0.484	0.375	0.241
9.582	181.387	0.472	0.385	0.191
9.584	181.445	0.470	0.387	0.178
9.586	181.502	0.464	0.402	0.180
9.588	181.560	0.465	0.392	0.183
9.590	181.618	0.466	0.398	0.167
9.592	181.675	0.467	0.392	0.165
9.594	181.733	0.463	0.396	0.176
9.596	181.790	0.471	0.390	0.172
9.598	181.848	0.462	0.395	0.141
9.600	181.906	0.472	0.390	0.146
9.602	181.963	0.454	0.398	0.127
9.604	182.021	0.464	0.394	0.129
9.606	182.079	0.453	0.404	0.138
9.608	182.136	0.453	0.403	0.137
9.610	182.194	0.452	0.408	0.127
9.612	182.251	0.451	0.409	0.113
9.614	182.309	0.454	0.402	0.126
9.616	182.367	0.449	0.409	0.117
9.618	182.424	0.437	0.415	0.102
9.620	182.482	0.452	0.410	0.114
9.622	182.540	0.444	0.416	0.105
9.624	182.597	0.442	0.417	0.108
9.626	182.655	0.435	0.419	0.107
9.628	182.713	0.456	0.405	0.109
9.630	182.770	0.438	0.419	0.110
9.632	182.828	0.446	0.409	0.110
9.634	182.885	0.455	0.403	0.108
9.636	182.943	0.442	0.416	0.104
9.638	183.001	0.445	0.411	0.107
9.640	183.058	0.443	0.411	0.105
9.642	183.116	0.441	0.420	0.104
9.644	183.174	0.447	0.414	0.103
9.646	183.231	0.452	0.413	0.105
9.648	183.289	0.445	0.411	0.105
9.650	183.346	0.448	0.406	0.106
9.652	183.404	0.437	0.420	0.108
9.654	183.462	0.438	0.424	0.102
9.656	183.519	0.443	0.412	0.111
9.658	183.577	0.428	0.421	0.105
9.660	183.635	0.449	0.410	0.112
9.662	183.692	0.440	0.423	0.108
9.664	183.750	0.439	0.420	0.107
9.666	183.807	0.445	0.409	0.113
9.668	183.865	0.441	0.416	0.112
9.670	183.923	0.439	0.414	0.116
9.672	183.980	0.442	0.409	0.120
9.674	184.038	0.440	0.412	0.124
9.676	184.096	0.432	0.426	0.119
9.678	184.153	0.442	0.411	0.119
9.680	184.211	0.449	0.412	0.118
9.682	184.269	0.433	0.423	0.117
9.684	184.326	0.456	0.401	0.125
9.686	184.384	0.457	0.400	0.143
9.688	184.441	0.442	0.406	0.139
9.690	184.499	0.443	0.398	0.144
9.692	184.557	0.441	0.404	0.135
9.694	184.614	0.448	0.403	0.141
9.696	184.672	0.446	0.401	0.145
9.698	184.730	0.446	0.398	0.143
9.700	184.787	0.450	0.406	0.140
9.702	184.845	0.447	0.397	0.146
9.704	184.902	0.442	0.409	0.134
9.706	184.960	0.427	0.413	0.130
9.708	185.018	0.443	0.406	0.132
9.710	185.075	0.457	0.394	0.143
