MCD	Age (ka BP)	Terrigenous %
123.25	4096.23	27.92
123.3	4097.91	25.41
123.35	4099.6	21.89
123.4	4101.28	18.87
123.45	4104.64	14.35
123.55	4106.32	10.33
123.6	4108.01	8.32
123.65	4109.68	9.32
123.7	4111.36	9.83
123.75	4113.05	13.35
123.8	4114.73	16.36
123.85	4116.42	20.38
123.9	4118.09	25.91
123.95	4119.77	27.92
124	4121.46	27.92
124.05	4123.14	28.93
124.1	4124.82	29.93
124.15	4126.5	30.44
124.2	4128.18	27.92
124.25	4129.86	26.41
124.3	4131.55	19.88
124.35	4133.22	12.84
124.4	4134.91	9.32
124.45	4136.59	8.32
124.5	4138.27	8.82
124.55	4139.95	9.83
124.6	4141.63	11.33
124.65	4143.31	13.35
124.7	4145	15.86
124.75	4146.68	18.37
124.8	4148.35	20.38
124.85	4150.04	21.39
124.9	4155.1	21.39
125.05	4156.79	23.4
125.1	4158.48	24.4
125.15	4160.17	22.39
125.2	4161.87	20.38
125.25	4163.54	18.37
125.3	4165.24	15.86
125.35	4166.93	15.36
125.4	4168.62	18.87
125.45	4170.3	21.39
125.5	4171.99	26.41
125.55	4173.69	28.42
125.6	4175.38	30.94
125.65	4177.07	35.96
125.7	4178.75	37.47
125.75	4182.13	37.47
125.85	4183.83	32.95
125.9	4185.5	29.93
125.95	4187.2	24.4
126	4188.89	19.38
126.05	4190.58	14.85
126.1	4192.27	12.84
126.15	4193.95	12.34
126.2	4195.64	11.84
126.25	4197.34	13.35
126.3	4199.03	13.35
126.35	4200.71	16.86
126.4	4202.4	19.88
126.45	4204.09	25.91
126.5	4205.79	37.98
126.55	4207.37	43
126.6	4208.93	36.97
126.65	4210.51	27.42
126.7	4212.08	17.37
126.75	4213.66	10.83
126.8	4215.22	8.32
126.85	4216.79	8.32
126.9	4218.37	9.32
126.95	4219.94	13.35
127	4221.52	16.36
127.05	4223.08	21.39
127.1	4224.66	25.41
127.15	4226.23	22.9
127.2	4227.8	22.39
127.25	4230.94	21.39
127.35	4232.52	25.91
127.4	4234.09	26.92
127.45	4235.67	24.4
127.5	4237.23	20.38
127.55	4238.8	13.85
127.6	4240.38	11.33
127.65	4241.95	12.34
127.7	4243.52	16.86
127.75	4245.09	23.9
127.8	4246.66	31.94
127.85	4248.24	36.97
127.9	4249.8	43.5
127.95	4251.68	45.01
128	4253.57	44.01
128.05	4255.46	35.96
128.1	4257.35	29.93
128.15	4259.23	23.9
128.2	4261.12	19.88
128.25	4263.01	17.37
128.3	4264.9	15.36
128.35	4266.77	16.86
128.4	4268.66	18.87
128.45	4270.55	20.88
128.5	4272.44	22.39
128.55	4274.33	24.4
128.6	4276.2	26.92
128.65	4277.46	27.42
128.7	4278.73	29.43
128.75	4281.26	30.44
128.85	4282.53	26.92
128.9	4283.79	21.39
128.95	4285.06	15.86
129	4286.33	12.84
129.05	4287.59	10.83
129.1	4288.86	11.84
129.15	4290.12	13.85
129.2	4291.39	16.36
129.25	4292.65	19.88
129.3	4293.92	22.9
129.35	4295.19	25.41
129.4	4296.45	26.41
129.45	4297.72	28.93
129.5	4298.98	32.95
129.55	4300.25	26.92
129.6	4301.51	26.41
129.65	4302.78	26.92
129.7	4304.04	21.89
129.75	4305.31	13.85
129.8	4306.58	12.34
129.85	4307.84	10.83
129.9	4309.11	8.82
129.95	4310.37	9.32
130	4311.64	10.33
130.05	4312.91	14.85
130.1	4314.17	17.87
130.15	4315.43	20.38
130.2	4316.7	19.88
130.25	4319.65	30.44
130.35	4321.5	31.94
130.4	4323.34	29.43
130.45	4325.19	25.41
130.5	4327.04	20.88
130.55	4328.89	14.85
130.6	4330.73	16.86
130.65	4332.58	19.38
130.7	4334.43	17.37
130.75	4336.28	17.87
130.8	4338.13	19.88
130.85	4339.97	20.38
130.9	4341.82	21.89
130.95	4343.67	23.9
131	4345.53	24.91
131.05	4347.36	23.9
131.1	4349.21	19.88
131.15	4351.07	16.36
131.2	4352.92	11.33
131.25	4354.77	10.83
131.3	4356.61	14.85
131.35	4358.46	18.87
131.4	4360.31	26.41
131.45	4362.16	30.44
131.5	4364	29.93
131.55	4365.82	29.93
131.6	4367.33	29.43
131.65	4368.81	28.93
131.7	4370.29	27.92
131.75	4371.75	25.91
131.8	4373.23	21.89
131.85	4374.71	20.88
131.9	4376.19	18.87
131.95	4377.66	17.37
132	4379.14	16.36
132.05	4380.62	15.36
132.1	4382.1	15.86
132.15	4383.57	14.85
132.2	4385.05	15.36
132.25	4386.53	15.86
132.3	4388.01	13.85
132.35	4389.49	15.36
132.4	4392.44	16.86
132.5	4393.91	15.86
132.55	4395.39	15.86
132.6	4396.86	14.85
132.65	4398.34	14.85
132.7	4399.82	14.85
132.75	4401.3	13.85
132.8	4402.78	13.35
132.85	4404.25	13.35
132.9	4405.73	14.35
132.95	4407.21	14.85
133	4408.69	15.36
133.05	4410.16	19.88
133.1	4411.64	20.88
133.15	4413.12	22.9
133.2	4414.6	24.4
133.25	4416.14	26.92
133.3	4417.7	28.42
133.35	4419.27	28.93
133.4	4420.83	27.42
133.45	4422.4	23.9
133.5	4423.96	22.39
133.55	4425.53	21.89
133.6	4427.09	19.88
133.65	4428.66	18.87
133.7	4430.23	18.37
133.75	4431.79	18.37
133.8	4433.35	18.87
133.85	4434.92	19.38
133.9	4438.04	17.87
134	4439.61	16.36
134.05	4441.18	15.36
134.1	4442.75	15.86
134.15	4444.31	17.37
134.2	4445.87	20.38
134.25	4447.44	22.9
134.3	4449.01	25.41
134.35	4450.57	25.91
134.4	4452.13	27.92
134.45	4453.7	28.42
134.5	4455.26	27.42
134.55	4456.83	25.91
134.6	4458.4	23.4
134.65	4459.96	22.39
134.7	4461.63	19.88
134.75	4463.37	19.38
134.8	4465.12	20.88
134.85	4466.85	22.39
134.9	4468.6	25.41
134.95	4470.34	27.92
135	4472.09	30.44
135.05	4473.83	30.44
135.1	4475.57	28.93
135.15	4477.31	27.42
135.2	4479.06	26.41
135.25	4480.8	24.4
135.3	4482.54	18.87
135.35	4484.28	18.87
135.4	4487.77	22.39
135.5	4489.52	25.91
135.55	4491.25	29.93
135.6	4492.99	30.94
135.65	4494.74	29.43
135.7	4496.48	29.93
135.75	4498.22	29.93
135.8	4499.96	28.93
135.85	4501.71	25.41
135.9	4503.45	19.88
135.95	4505.3	15.86
136	4507.32	16.36
136.05	4509.35	19.38
136.1	4511.38	24.91
136.15	4513.41	27.42
136.2	4515.43	28.42
136.25	4517.45	28.42
136.3	4519.48	26.41
136.35	4521.51	22.9
136.4	4523.53	23.9
136.45	4525.55	21.89
136.5	4527.58	21.39
136.55	4529.61	22.9
136.6	4531.64	24.4
136.65	4533.65	27.42
136.7	4535.68	29.93
136.75	4537.71	30.44
136.8	4539.74	27.92
136.85	4541.75	27.42
136.9	4543.78	25.41
136.95	4545.81	24.4
137	4547.84	20.38
137.05	4549.87	17.87
137.1	4551.54	10.33
137.15	4553.17	8.32
137.2	4554.8	8.82
137.25	4556.43	9.32
137.3	4558.04	11.84
137.35	4559.67	14.85
137.4	4562.93	18.37
137.5	4564.55	21.39
137.55	4566.17	24.91
137.6	4567.8	25.41
137.65	4569.43	29.93
137.7	4571.05	31.94
137.75	4572.67	32.45
137.8	4574.3	29.93
137.85	4575.93	25.91
137.9	4577.55	24.91
137.95	4579.18	27.42
138	4580.8	29.43
138.05	4582.43	29.93
138.1	4584.05	30.94
138.15	4585.68	32.45
138.2	4587.3	28.42
138.25	4588.93	29.43
138.3	4590.55	25.91
138.35	4592.18	20.88
138.4	4593.81	13.35
138.45	4595.43	9.83
138.5	4597.05	9.32
138.55	4598.55	9.83
138.6	4599.98	12.84
138.65	4601.39	13.85
138.7	4602.82	18.87
138.75	4604.25	20.38
138.8	4605.68	23.4
138.85	4607.11	25.91
138.9	4609.95	24.91
139	4611.38	24.91
139.05	4612.81	28.42
139.1	4614.23	30.44
139.15	4615.66	29.43
139.2	4617.09	30.94
139.25	4618.51	27.92
139.3	4619.94	24.91
139.35	4621.36	16.36
139.4	4622.6	13.85
139.45	4623.6	13.35
139.5	4624.59	13.85
139.55	4625.58	14.35
139.6	4626.57	16.36
139.65	4627.57	19.88
139.7	4628.56	21.39
139.75	4629.56	20.38
139.8	4630.55	20.88
139.85	4631.54	20.38
139.9	4632.54	19.88
139.95	4633.53	22.39
140	4634.52	24.91
140.05	4635.51	25.41
140.1	4643.61	26.41
140.5	4645.33	10.33
140.55	4647.06	11.84
140.6	4648.78	14.85
140.65	4650.49	17.37
140.7	4652.22	18.37
140.75	4653.94	18.87
140.8	4655.67	19.38
140.85	4657.39	17.87
140.9	4659.1	16.86
140.95	4660.83	18.87
141	4662.55	21.39
141.05	4664.28	19.88
141.1	4665.99	19.38
141.15	4666.93	17.87
141.2	4724.01	12.34
144.4	4724.83	20.88
144.45	4725.64	20.38
144.5	4726.46	21.39
144.55	4727.28	24.4
144.6	4728.1	19.38
144.65	4728.92	18.87
144.7	4729.73	19.88
144.75	4730.55	20.88
144.8	4731.37	21.89
144.85	4732.19	21.39
144.9	4733	21.39
144.95	4733.82	21.39
145	4735.46	21.39
145.1	4736.28	20.88
145.15	4737.09	19.88
145.2	4737.91	20.38
145.25	4738.73	20.38
145.3	4739.55	19.38
145.35	4740.37	17.87
145.4	4741.19	16.86
145.45	4742	16.86
145.5	4742.82	16.86
145.55	4743.64	17.37
145.6	4744.46	16.86
145.65	4745.28	15.86
145.7	4746.09	15.86
145.75	4746.91	15.86
145.8	4747.73	16.36
145.85	4748.55	16.36
145.9	4749.37	15.86
145.95	4750.18	15.86
146	4751	15.36
146.05	4751.82	17.37
146.1	4752.64	17.87
146.15	4753.46	16.36
146.2	4754.28	16.36
146.25	4755.09	15.36
146.3	4755.91	15.36
146.35	4756.73	14.35
146.4	4757.55	11.84
146.45	4758.37	8.82
146.5	4760	6.31
146.6	4760.82	6.31
146.65	4761.99	6.81
146.7	4763.2	7.82
146.75	4764.42	9.32
146.8	4765.64	10.83
146.85	4766.86	13.85
146.9	4768.08	16.36
146.95	4769.29	18.87
147	4770.51	19.88
147.05	4771.73	22.39
147.1	4772.95	20.88
147.15	4774.16	19.88
147.2	4775.38	19.38
147.25	4776.6	17.87
147.3	4777.82	17.37
147.35	4779.04	17.37
147.4	4780.26	16.86
147.45	4781.48	17.87
147.5	4782.7	15.36
147.55	4783.92	13.35
147.6	4785.13	9.83
147.65	4786.35	9.83
147.7	4787.57	9.83
147.75	4788.79	11.33
147.8	4790	11.84
147.85	4791.22	11.84
147.9	4792.44	11.33
147.95	4793.66	12.34
148	4796.09	13.35
148.1	4797.31	13.85
148.15	4798.53	13.85
148.2	4799.75	12.34
148.25	4800.97	11.33
148.3	4802.1	10.33
148.35	4803.19	10.33
148.4	4804.29	9.32
148.45	4805.38	9.32
148.5	4806.47	9.83
148.55	4807.57	10.33
148.6	4808.66	10.83
148.65	4809.76	12.84
148.7	4810.85	13.85
148.75	4811.94	13.85
148.8	4813.04	14.35
148.85	4814.13	15.36
148.9	4815.23	15.36
148.95	4816.32	16.86
149	4817.41	18.87
149.05	4818.51	17.87
149.1	4819.6	16.86
149.15	4820.69	18.37
149.2	4821.79	17.87
149.25	4822.88	17.87
149.3	4823.98	18.87
149.35	4825.08	17.37
149.4	4826.16	16.36
149.45	4827.26	15.86
149.5	4829.45	13.85
149.6	4830.54	13.35
149.65	4831.63	12.84
149.7	4832.73	11.84
149.75	4833.83	10.83
149.8	4834.91	11.33
149.85	4835.92	12.34
149.9	4836.95	10.83
149.95	4837.97	11.33
150	4838.99	9.83
150.05	4840.01	10.33
150.1	4841.03	11.33
150.15	4842.05	12.84
150.2	4843.08	12.84
150.25	4844.1	13.35
150.3	4845.12	13.85
150.35	4846.14	14.35
150.4	4847.16	16.36
150.45	4848.19	16.86
150.5	4849.2	18.37
150.55	4850.23	18.37
150.6	4851.25	16.86
150.65	4852.27	15.36
150.7	4853.29	15.36
150.75	4854.31	14.85
150.8	4855.33	16.36
150.85	4856.36	15.86
150.9	4857.38	15.36
150.95	4858.4	15.36
151	4860.44	15.86
151.1	4861.47	14.85
151.15	4862.48	15.86
151.2	4863.51	15.86
151.25	4864.53	16.36
151.3	4865.55	17.37
151.35	4866.57	17.87
151.4	4867.59	18.37
151.45	4868.61	18.87
151.5	4869.64	19.88
151.55	4870.66	17.87
151.6	4871.68	17.87
151.65	4872.7	17.37
151.7	4873.72	16.36
151.75	4874.75	15.86
151.8	4875.77	15.36
151.85	4876.78	14.35
151.9	4877.81	11.84
151.95	4878.83	10.33
152	4879.85	8.82
152.05	4880.87	7.82
152.1	4881.89	7.31
152.15	4883.16	7.31
152.2	4884.48	6.81
152.25	4885.81	7.31
152.3	4887.13	7.82
152.35	4888.45	9.32
152.4	4889.78	10.33
152.45	4891.11	11.33
152.5	4893.75	12.34
152.6	4895.07	13.85
152.65	4896.4	15.36
152.7	4897.73	18.37
152.75	4930.98	20.88
153.3	4934.03	29.93
153.35	4937.08	27.92
153.4	4939.09	41.49
153.45	4940.4	38.98
153.5	4941.64	30.44
153.55	4942.89	24.91
153.6	4944.12	25.41
153.65	4945.37	21.89
153.7	4946.61	24.4
153.75	4947.86	27.92
153.8	4949.1	19.38
153.85	4950.34	15.86
153.9	4951.58	14.85
153.95	4952.83	7.82
154	4954.07	12.84
154.05	4955.32	12.34
154.1	4956.56	14.35
154.15	4957.8	14.85
154.2	4959.04	17.87
154.25	4960.29	21.89
154.3	4961.53	21.89
154.35	4962.77	24.4
154.4	4964.02	24.91
154.45	4965.26	26.92
154.5	4966.51	27.92
154.55	4967.74	29.43
154.6	4968.99	30.94
154.65	4970.23	29.43
154.7	4971.48	24.91
154.75	4972.71	19.88
154.8	4973.96	15.86
154.85	4975.2	14.35
154.9	4976.45	18.37
154.95	4978.93	19.88
155.05	4980.18	25.41
155.1	4981.42	25.91
155.15	4982.67	26.41
155.2	4983.9	28.42
155.25	4985.15	28.42
155.3	4986.39	28.93
155.35	4987.64	27.42
155.4	4988.87	25.41
155.45	4990.12	18.87
155.5	4991.36	13.35
155.55	4992.61	10.83
155.6	4993.85	10.83
155.65	4995.09	10.33
155.7	4996.33	11.84
155.75	4997.58	13.35
155.8	4998.83	15.86
155.85	5000.06	18.87
155.9	5001.31	20.38
155.95	5002.55	21.89
156	5003.8	23.4
156.05	5005.04	25.41
156.1	5006.28	26.41
156.15	5007.52	26.41
156.2	5008.77	26.92
156.25	5010.01	27.42
156.3	5011.25	27.92
156.35	5012.49	27.42
156.4	5013.74	26.92
156.45	5016.23	26.92
156.55	5017.47	21.89
156.6	5018.71	17.87
156.65	5019.96	11.84
156.7	5021.2	9.83
156.75	5022.44	10.33
156.8	5023.68	11.33
156.85	5024.93	14.85
156.9	5026.17	19.38
156.95	5027.42	22.9
157	5028.65	24.91
157.05	5029.9	27.42
157.1	5031.14	26.92
157.15	5032.39	27.92
157.2	5033.62	26.92
157.25	5034.87	26.41
157.3	5036.11	23.9
157.35	5037.36	22.9
157.4	5038.6	19.38
157.45	5039.84	13.85
157.5	5041.09	10.83
157.55	5042.33	8.32
157.6	5044.29	6.81
157.65	5053.42	7.31
158.05	5054.56	25.91
158.1	5055.71	31.44
158.15	5056.87	32.95
158.2	5058.31	31.94
158.25	5059.76	27.42
158.3	5061.21	23.9
158.35	5062.64	20.38
158.4	5064.09	14.35
158.45	5065.54	10.33
158.5	5066.98	8.82
158.55	5068.42	8.32
158.6	5069.87	8.82
158.65	5071.31	10.33
158.7	5072.76	14.35
158.75	5074.21	16.36
158.8	5075.64	17.87
158.85	5077.09	19.38
158.9	5078.54	19.88
158.95	5079.98	21.89
159	5081.42	21.39
159.05	5082.87	20.88
159.1	5084.31	19.38
159.15	5085.76	16.36
159.2	5087.2	11.33
159.25	5088.64	8.82
159.3	5090.09	7.82
159.35	5092.98	8.32
159.45	5095.87	10.83
159.55	5098.76	16.86
159.65	5101.64	26.92
159.75	5104.24	28.42
159.85	5106.58	27.92
159.95	5108.92	25.41
160.05	5111.26	15.86
160.15	5113.61	8.82
160.25	5115.95	8.32
160.35	5118.29	9.32
160.45	5120.64	13.35
160.55	5122.98	14.85
160.65	5125.32	16.86
160.75	5127.66	21.39
160.85	5130.01	21.89
160.95	5132.34	20.88
161.05	5134.69	17.87
161.15	5137.04	9.83
161.25	5139.37	7.31
161.35	5141.72	9.32
161.45	5144.06	11.84
161.55	5146.4	14.85
161.65	5148.74	20.38
161.75	5151.14	23.4
161.85	5153.74	26.41
161.95	5156.35	23.9
162.05	5158.96	12.84
162.15	5161.55	8.32
162.25	5164.16	6.81
162.35	5166.76	8.82
162.45	5169.37	14.35
162.55	5171.96	19.38
162.65	5174.57	22.9
162.75	5177.17	24.4
162.85	5179.78	21.39
162.95	5182.38	11.33
163.05	5184.98	8.82
163.15	5187.59	11.33
163.25	5190.19	14.85
163.35	5193.06	16.86
163.45	5196.66	17.37
163.55	5200.27	15.86
163.65	5203.87	10.83
163.75	5205.68	9.32
163.8	5207.48	11.84
163.85	5209.29	18.37
163.9	5211.08	17.87
163.95	5212.89	28.42
164	5214.69	17.37
164.05	5216.5	16.36
164.1	5218.31	17.87
164.15	5220.1	19.88
164.2	5221.91	25.91
164.25	5223.71	20.38
164.3	5225.52	24.91
164.35	5227.31	37.47
164.4	5229.12	36.97
164.45	5230.92	26.92
164.5	5232.73	41.49
164.55	5234.53	40.49
164.6	5236.33	27.42
164.65	5238.13	36.97
164.7	5239.94	25.91
164.75	5241.75	17.87
164.8	5243.54	17.87
164.85	5245.34	21.39
164.9	5247.15	21.39
164.95	5248.96	21.89
165	5250.76	19.88
165.05	5252.56	18.87
165.1	5256.17	20.38
165.2	5257.97	24.91
165.25	5259.77	26.92
165.3	5261.57	28.42
165.35	5263.38	30.44
165.4	5265.18	37.47
165.45	5266.99	28.93
165.5	5268.78	22.39
165.55	5270.59	17.87
165.6	5272.4	17.87
165.65	5274.2	21.89
165.7	5275.99	23.9
165.75	5277.8	21.39
165.8	5279.61	21.39
165.85	5281.41	21.39
165.9	5283.22	17.87
165.95	5285.01	16.86
166	5286.82	17.87
166.05	5288.62	17.37
166.1	5290.43	21.89
166.15	5292.22	21.89
166.2	5294.03	21.89
166.25	5295.84	21.39
166.3	5297.64	21.39
166.35	5299.43	21.39
166.4	5301.24	22.9
166.45	5303.05	24.91
166.5	5306.66	31.44
166.6	5310.26	18.87
166.7	5313.87	16.36
166.8	5317.47	15.86
166.9	5321.08	20.38
167	5324.68	9.83
167.1	5328.29	11.84
167.2	5331.21	8.32
167.3	5334.01	5.81
167.4	5336.81	11.84
167.5	5339.6	14.35
167.6	5342.4	21.39
167.7	5345.19	28.42
167.8	5347.99	27.92
167.9	5350.78	25.41
168	5353.58	17.87
168.1	5356.37	12.34
168.2	5358.72	13.85
168.3	5361.04	17.87
168.4	5363.35	18.87
168.5	5365.66	15.86
168.6	5367.97	19.38
168.7	5370.29	16.86
168.8	5372.6	18.37
168.9	5374.92	18.37
169	5377.23	19.88
169.1	5379.54	18.87
169.2	5381.86	21.89
169.3	5384.17	20.38
169.4	5386.49	19.88
169.5	5388.8	21.39
169.6	5391.11	21.39
169.7	5393.42	20.38
169.8	5395.76	21.39
169.9	5398.08	21.89
170	5400.42	11.84
170.1	5402.75	8.32
170.2	5405.07	7.82
170.3	5407.41	9.32
170.4	5409.73	12.84
170.5	5412.07	18.37
170.6	5414.39	21.89
170.7	5416.74	25.41
170.8	5419.18	29.43
170.9	5421.63	25.91
171	5424.08	22.39
171.1	5426.52	13.35
171.2	5428.97	9.32
171.3	5431.41	10.33
171.4	5433.86	15.86
171.5	5436.31	22.9
171.6	5438.9	29.43
171.7	5441.79	27.92
171.8	5444.69	27.42
171.9	5447.58	19.38
172	5450.48	9.83
172.1	5453.38	12.34
172.2	5456.27	14.85
172.3	5459.17	17.87
172.4	5462.06	21.39
172.5	5464.96	24.91
172.6	5467.85	24.91
172.7	5470.75	22.9
172.8	5473.64	15.86
172.9	5476.54	12.34
173	5479.44	14.85
173.1	5482.33	17.87
173.2	5484.59	18.87
173.3	5486.8	18.37
173.4	5489.01	15.86
173.5	5491.21	15.36
173.6	5493.42	13.35
173.7	5495.62	10.83
173.8	5497.83	8.82
173.9	5498.94	10.33
173.95	5500.04	16.36
174	5501.14	18.87
174.05	5502.25	20.38
174.1	5504.46	21.89
174.2	5505.56	21.89
174.25	5506.6	25.91
174.3	5507.64	25.41
174.35	5508.68	27.42
174.4	5509.72	27.42
174.45	5510.76	22.9
174.5	5511.8	14.85
174.55	5512.84	12.34
174.6	5513.88	13.35
174.65	5514.91	11.84
174.7	5515.96	10.33
174.75	5517	11.84
174.8	5518.04	17.87
174.85	5519.07	17.37
174.9	5520.11	20.88
174.95	5521.15	20.88
175	5522.19	21.89
175.05	5523.24	22.9
175.1	5524.27	24.4
175.15	5525.31	22.39
175.2	5526.35	22.39
175.25	5527.39	22.9
175.3	5528.43	22.39
175.35	5529.47	22.39
175.4	5530.51	17.87
175.45	5531.55	12.34
175.5	5532.59	12.34
175.55	5533.62	10.83
175.6	5535.71	17.37
175.7	5536.75	16.36
175.75	5537.78	9.83
175.8	5538.82	11.33
175.85	5539.86	13.35
175.9	5540.91	15.86
175.95	5541.95	19.88
176	5542.98	21.89
176.05	5544.02	22.39
176.1	5545.06	23.9
176.15	5546.1	26.92
176.2	5547.14	27.42
176.25	5548.18	28.42
176.3	5549.22	27.42
176.35	5550.27	28.93
176.4	5551.39	30.44
176.45	5552.5	29.43
176.5	5553.62	27.42
176.55	5554.74	23.9
176.6	5555.86	21.89
176.65	5556.97	16.36
176.7	5558.09	9.32
176.75	5559.21	6.81
176.8	5560.29	6.81
176.85	5561.36	6.81
176.9	5562.44	6.31
176.95	5563.52	6.81
177	5564.6	6.81
177.05	5565.68	6.81
177.1	5567.83	9.83
177.2	5568.91	10.33
177.25	5569.98	11.33
177.3	5571.06	11.84
177.35	5572.13	12.34
177.4	5573.21	12.84
177.45	5574.29	14.85
177.5	5575.37	16.36
177.55	5576.45	11.33
177.6	5577.52	9.83
177.65	5578.6	8.82
177.7	5579.67	7.82
177.75	5580.6	7.31
177.8	5581.57	8.32
177.85	5582.54	7.82
177.9	5583.5	9.32
177.95	5584.47	10.83
178	5585.43	12.84
178.05	5586.4	13.35
178.1	5587.37	16.36
178.15	5588.33	16.36
178.2	5589.29	16.86
178.25	5590.26	17.37
178.3	5592.19	18.37
178.4	5594.12	19.38
178.5	5596.05	17.87
178.6	5597.98	15.86
178.7	5599.92	12.34
178.8	5601.85	15.36
178.9	5603.78	17.87
179	5605.71	15.36
179.1	5607.64	17.37
179.2	5609.57	17.37
179.3	5611.5	17.37
179.4	5613.43	13.85
179.5	5615.36	12.84
179.6	5617.3	15.86
179.7	5619.23	9.83
179.8	5621.16	14.35
179.9	5623.09	16.86
180	5625.02	18.87
180.1	5626.91	19.88
180.2	5628.79	19.38
180.3	5630.66	19.88
180.4	5632.53	21.39
180.5	5634.41	13.35
180.6	5636.28	9.83
180.7	5638.15	8.32
180.8	5640.02	8.32
180.9	5641.9	12.84
181	5643.77	15.86
181.1	5645.64	16.86
181.2	5647.51	20.38
181.3	5649.39	20.88
181.4	5651.26	18.37
181.5	5653.13	15.86
181.6	5655	15.86
181.7	5656.88	9.32
181.8	5658.75	9.32
181.9	5660.62	15.36
182	5662.49	19.88
182.1	5665.01	21.39
182.2	5667.56	20.88
182.3	5670.11	15.86
182.4	5672.65	11.33
182.5	5676.22	10.33
182.64	5678.76	15.36
182.74	5681.32	20.88
182.84	5683.86	25.41
182.94	5686.41	25.41
183.04	5688.95	22.39
183.14	5691.49	11.84
183.24	5694.05	10.33
183.34	5696.59	9.32
183.44	5699.14	13.85
183.54	5701.68	25.41
183.64	5703.08	31.44
183.69	5704.54	28.93
183.74	5705.98	26.92
183.79	5707.44	26.41
183.84	5708.88	22.9
183.89	5710.34	14.85
183.94	5711.8	10.83
183.99	5713.24	10.33
184.04	5714.7	10.83
184.09	5716.15	14.85
184.14	5717.6	15.36
184.19	5719.06	18.37
184.24	5720.5	21.39
184.29	5721.96	23.9
184.34	5723.41	22.39
184.39	5724.86	21.89
184.44	5726.31	21.89
184.49	5727.76	20.88
184.54	5729.22	18.87
184.59	5730.67	17.87
184.64	5732.12	14.85
184.69	5733.57	11.33
184.74	5734.97	10.33
184.79	5735.97	8.82
184.84	5736.96	8.82
184.89	5737.94	8.82
184.94	5738.94	24.4
184.99	5740.92	15.86
185.09	5741.91	7.31
185.14	5742.89	9.32
185.19	5743.89	16.36
185.24	5744.88	17.87
185.29	5745.86	15.86
185.34	5746.86	14.85
185.39	5747.85	16.36
185.44	5748.83	17.37
185.49	5749.83	16.86
185.54	5750.81	16.86
185.59	5751.81	17.87
185.64	5752.8	18.87
185.69	5753.78	21.89
185.74	5754.78	22.9
185.79	5755.76	22.39
185.84	5756.75	23.9
185.89	5757.75	26.41
185.94	5758.73	27.42
185.99	5759.73	26.92
186.04	5760.72	26.41
186.09	5761.7	22.39
186.14	5762.7	17.37
186.19	5763.68	12.84
186.24	5764.67	10.33
186.29	5765.67	10.33
186.34	5766.65	11.84
186.39	5767.65	14.35
186.44	5768.63	18.87
186.49	5770.62	19.88
186.59	5771.6	25.41
186.64	5772.59	28.93
186.69	5773.73	31.44
186.74	5774.94	33.95
186.79	5776.16	31.44
186.84	5778.6	15.86
186.94	5781.04	8.32
187.04	5783.48	7.82
187.14	5785.92	9.32
187.24	5788.36	13.85
187.34	5790.8	19.38
187.44	5793.24	25.41
187.54	5795.69	34.96
187.64	5798.12	37.98
187.74	5800.56	35.96
187.84	5803	26.41
187.94	5805.45	12.84
188.04	5807.89	8.82
188.14	5810.32	10.83
188.24	5812.76	19.38
188.34	5815.2	26.41
188.44	5817.64	33.95
188.54	5819.91	33.45
188.64	5822.17	29.43
188.74	5824.44	13.85
188.84	5826.71	8.32
188.94	5828.98	7.31
189.04	5831.24	9.83
189.14	5833.51	18.37
189.24	5835.78	24.91
189.34	5838.05	31.94
189.44	5840.31	26.92
189.54	5842.58	24.91
189.64	5844.84	16.36
189.74	5847.12	9.32
189.84	5849.38	7.82
189.94	5851.65	6.81
190.04	5853.91	7.82
190.14	5856.19	9.32
190.24	5858.45	13.35
190.34	5860.72	15.86
190.44	5862.98	17.87
190.54	5865.26	22.39
190.64	5867.58	21.89
190.74	5870.02	24.91
190.84	5872.46	21.89
190.94	5874.9	13.85
191.04	5877.35	9.32
191.14	5879.78	8.82
191.24	5882.22	12.34
191.34	5884.66	23.4
191.44	5887.11	35.46
191.54	5889.54	44.51
191.64	5891.98	33.45
191.74	5894.42	11.84
191.84	5896.87	7.31
191.94	5899.31	6.81
192.04	5901.74	6.81
192.14	5904.18	12.34
192.24	5906.62	18.37
192.34	5909.07	28.42
192.44	5911.56	37.98
192.54	5914.7	30.94
192.64	5917.84	21.39
192.74	5920.99	9.83
192.84	5924.13	8.32
192.94	5927.27	9.83
193.04	5930.41	18.37
193.14	5933.56	27.92
193.24	5936.7	34.46
193.34	5939.83	24.91
193.44	5942.97	9.83
193.54	5944.32	9.32
193.59	5945.51	13.85
193.64	5946.71	22.39
193.69	5947.91	32.95
193.74	5949.1	21.39
193.79	5950.3	35.46
193.84	5951.5	34.96
193.89	5953.89	26.41
193.99	5955.08	23.4
194.04	5956.28	26.92
194.09	5957.48	22.9
194.14	5958.67	26.92
194.19	5959.87	26.41
194.24	5961.06	22.9
194.29	5962.27	20.38
194.34	5963.47	20.88
194.39	5964.66	19.88
194.44	5965.86	20.38
194.49	5967.06	23.9
194.54	5968.25	23.4
194.59	5969.45	26.41
194.64	5970.64	28.42
194.69	5971.84	25.41
194.74	5973.04	19.88
194.79	5974.23	17.87
194.84	5975.43	15.86
194.89	5976.62	9.32
194.94	5977.82	11.33
194.99	5979.02	13.85
195.04	5980.21	16.36
