Age Ti/Ca_kaBP	KL09_TiCa	Age Hem_kaBP	KL09_Hem	Age MGSQ_kaBP	MGSG		time_kyr	Sanbao sim	MGSQ sim
467.776	0.015								
467.802	0.013								
467.828	0.012								
467.855	0.016								
467.881	0.012								
467.907	0.015								
467.934	0.015								
467.96	0.013								
467.986	0.011								
468.015	0.016								
468.041	0.012								
468.067	0.013								
468.094	0.016								
468.12	0.014								
468.146	0.018								
468.172	0.019								
468.199	0.015								
468.225	0.016								
468.251	0.014								
468.28	0.014								
468.306	0.015								
468.332	0.014								
468.359	0.016								
468.385	0.013								
468.411	0.015								
468.438	0.011								
468.464	0.014								
468.49	0.012								
468.517	0.013								
468.545	0.012								
468.571	0.016								
468.598	0.015								
468.624	0.013								
468.65	0.013								
468.677	0.014								
468.703	0.011								
468.729	0.013								
468.756	0.012								
468.782	0.014								
468.81	0.009								
468.837	0.012								
468.863	0.015								
468.889	0.015								
468.916	0.012								
468.942	0.014								
468.968	0.016								
468.995	0.015								
469.021	0.014								
469.047	0.015								
469.076	0.016								
469.102	0.012								
469.128	0.012								
469.155	0.014								
469.181	0.012								
469.207	0.013								
469.233	0.014								
469.26	0.011								
469.286	0.015								
469.312	0.013								
469.341	0.012								
469.367	0.014								
469.393	0.015								
469.42	0.015								
469.446	0.02								
469.472	0.013								
469.499	0.015								
469.525	0.018								
469.551	0.021								
469.58	0.014								
469.606	0.016								
469.632	0.017								
469.659	0.014								
469.685	0.016								
469.711	0.014								
469.738	0.016								
469.764	0.014								
469.79	0.015								
469.817	0.017								
469.845	0.015								
469.871	0.013								
469.898	0.014								
469.924	0.015								
469.95	0.018								
469.977	0.013								
470.003	0.014								
470.029	0.013								
470.056	0.016								
470.082	0.015								
470.11	0.014								
470.137	0.017								
470.163	0.013								
470.189	0.013								
470.216	0.011								
470.242	0.015								
470.268	0.013								
470.294	0.016								
470.321	0.013								
470.347	0.017								
470.376	0.011								
470.402	0.014								
470.428	0.017								
470.455	0.017								
470.481	0.018								
470.507	0.017								
470.533	0.013								
470.56	0.013								
470.586	0.014								
470.612	0.013								
470.641	0.016								
470.667	0.015								
470.693	0.017								
470.72	0.013								
470.746	0.016								
470.772	0.015								
470.799	0.015								
470.825	0.016								
470.851	0.016								
470.878	0.015								
470.906	0.014								
470.932	0.015								
470.959	0.017								
470.985	0.015								
471.011	0.015								
471.038	0.012								
471.064	0.013								
471.09	0.013								
471.117	0.013								
471.143	0.014								
471.171	0.012								
471.198	0.019								
471.224	0.016								
471.25	0.016								
471.277	0.017								
471.303	0.014								
471.329	0.014								
471.355	0.014								
471.382	0.011								
471.41	0.014								
471.437	0.01								
471.463	0.011								
471.489	0.013								
471.516	0.014								
471.542	0.011								
471.568	0.013								
471.594	0.012								
471.621	0.013								
471.647	0.014								
471.676	0.012								
471.702	0.012								
471.728	0.012								
471.754	0.013								
471.781	0.013								
471.807	0.015								
471.833	0.016								
471.86	0.015								
471.886	0.013								
471.912	0.014								
471.941	0.014								
471.967	0.015								
471.993	0.015								
472.02	0.015								
472.046	0.012								
472.072	0.016								
472.099	0.017								
472.125	0.015								
472.151	0.013								
472.178	0.014								
472.206	0.016								
472.232	0.016								
472.259	0.016								
472.285	0.015								
472.311	0.016								
472.338	0.013								
472.364	0.012								
472.39	0.016								
472.417	0.013								
472.443	0.014								
472.471	0.012								
472.498	0.017								
472.524	0.012								
472.55	0.012								
472.577	0.013								
472.603	0.015								
472.629	0.014								
472.655	0.016								
472.682	0.015								
472.708	0.011								
472.737	0.012								
472.763	0.015								
472.789	0.018								
472.815	0.011								
472.842	0.016								
472.868	0.013								
472.894	0.015								
472.921	0.015								
472.947	0.015								
472.973	0.013								
473.002	0.013								
473.028	0.016								
473.054	0.015								
473.081	0.016								
473.107	0.016								
473.133	0.016								
473.16	0.014								
473.186	0.016								
473.212	0.015								
473.241	0.01								
473.267	0.012								
473.293	0.016								
473.32	0.016								
473.346	0.013								
473.372	0.014								
473.399	0.016								
473.425	0.017								
473.451	0.018								
473.478	0.015								
473.506	0.013								
473.532	0.015								
473.559	0.011								
473.585	0.013								
473.611	0.015								
473.638	0.014								
473.664	0.016								
473.69	0.015								
473.716	0.016								
473.743	0.015								
473.771	0.022								
473.798	0.018								
473.824	0.018								
473.85	0.014								
473.877	0.015								
473.903	0.014								
473.929	0.016								
473.955	0.016								
473.982	0.016								
474.008	0.013								
474.037	0.015								
474.063	0.016								
474.089	0.012								
474.115	0.014								
474.14	0.015								
474.153	0.016								
474.166	0.013								
474.179	0.014								
474.191	0.012								
474.204	0.015								
474.218	0.017								
474.23	0.015								
474.243	0.016								
474.256	0.016								
474.268	0.013								
474.281	0.012								
474.294	0.014								
474.306	0.015								
474.319	0.013								
474.332	0.014								
474.346	0.015								
474.358	0.015								
474.371	0.013								
474.384	0.015								
474.396	0.013								
474.409	0.013								
474.422	0.013								
474.434	0.015								
474.447	0.014								
474.46	0.014								
474.473	0.006								
474.486	0.005								
474.499	0.007								
474.511	0.012								
474.524	0.014								
474.537	0.014								
474.549	0.012								
474.562	0.01								
474.575	0.012								
474.589	0.011								
474.601	0.013								
474.614	0.014								
474.627	0.014								
474.639	0.016								
474.652	0.013								
474.665	0.014								
474.677	0.017								
474.69	0.015								
474.703	0.014								
474.716	0.014								
474.729	0.015								
474.742	0.015								
474.755	0.017								
474.767	0.014								
474.78	0.012								
474.793	0.013								
474.805	0.017								
474.818	0.013								
474.831	0.018								
474.844	0.013								
474.857	0.013								
474.87	0.015								
474.882	0.013								
474.895	0.009								
474.908	0.014								
474.92	0.014								
474.933	0.012								
474.946	0.017								
474.958	0.014								
474.972	0.013								
474.985	0.015								
474.998	0.013								
475.01	0.012								
475.023	0.016								
475.036	0.015								
475.048	0.014								
475.061	0.014								
475.074	0.019								
475.086	0.017								
475.1	0.014								
475.113	0.013								
475.125	0.015								
475.138	0.018								
475.151	0.015								
475.164	0.014								
475.176	0.018								
475.189	0.011								
475.202	0.015								
475.214	0.014								
475.228	0.015								
475.241	0.013								
475.253	0.015								
475.266	0.013								
475.279	0.013								
475.291	0.015								
475.304	0.016								
475.317	0.013								
475.329	0.015								
475.342	0.013								
475.356	0.016								
475.369	0.014								
475.381	0.016								
475.394	0.018								
475.407	0.013								
475.419	0.019								
475.432	0.013								
475.445	0.013								
475.457	0.015								
475.471	0.018								
475.484	0.015								
475.496	0.013								
475.509	0.017								
475.522	0.011								
475.534	0.014								
475.547	0.011								
475.56	0.014								
475.573	0.011								
475.585	0.015								
475.599	0.013								
475.612	0.013								
475.624	0.015								
475.637	0.012								
475.65	0.015								
475.662	0.011								
475.675	0.012								
475.688	0.013								
475.7	0.015								
475.713	0.012								
475.727	0.013								
475.74	0.014								
475.752	0.011								
475.765	0.013								
475.778	0.016								
475.79	0.015								
475.803	0.013								
475.816	0.012								
475.828	0.013								
475.841	0.014								
475.855	0.012								
475.867	0.013								
475.88	0.014								
475.893	0.017								
475.905	0.013								
475.918	0.011								
475.931	0.014								
475.943	0.013								
475.956	0.015								
475.969	0.015								
475.983	0.014								
475.995	0.014								
476.008	0.013								
476.021	0.014								
476.033	0.012								
476.046	0.017								
476.059	0.016								
476.071	0.013								
476.084	0.012								
476.097	0.013								
476.11	0.012								
476.123	0.014								
476.136	0.013								
476.149	0.011								
476.161	0.013								
476.174	0.013								
476.187	0.011								
476.199	0.017								
476.212	0.011								
476.225	0.011								
476.238	0.013								
476.251	0.014								
476.264	0.013								
476.276	0.016								
476.289	0.011								
476.302	0.014								
476.314	0.013								
476.327	0.013								
476.34	0.014								
476.354	0.014								
476.366	0.014								
476.379	0.016								
476.392	0.015								
476.404	0.014								
476.417	0.016								
476.43	0.012								
476.442	0.011								
476.455	0.016								
476.468	0.015								
476.481	0.012								
476.494	0.015								
476.507	0.014								
476.519	0.01								
476.532	0.015								
476.545	0.015								
476.558	0.013								
476.57	0.013								
476.583	0.016								
476.596	0.017								
476.609	0.014								
476.622	0.015								
476.635	0.015								
476.647	0.011								
476.66	0.015								
476.673	0.016								
476.685	0.013								
476.698	0.011								
476.711	0.013								
476.723	0.014								
476.737	0.014								
476.75	0.015								
476.763	0.014								
476.775	0.016								
476.788	0.016								
476.801	0.012								
476.813	0.013								
476.826	0.017								
476.839	0.017								
476.851	0.014								
476.865	0.014								
476.878	0.015								
476.89	0.016								
476.903	0.012								
476.916	0.011								
476.928	0.012								
476.941	0.014								
476.954	0.015								
476.967	0.016								
476.979	0.014								
476.993	0.016								
477.006	0.015								
477.018	0.014								
477.031	0.015								
477.044	0.014								
477.056	0.016								
477.069	0.015								
477.082	0.018								
477.094	0.014								
477.107	0.012								
477.121	0.012								
477.134	0.016								
477.146	0.017								
477.159	0.015								
477.172	0.017								
477.184	0.016								
477.197	0.015								
477.21	0.016								
477.222	0.015								
477.235	0.014								
477.249	0.013								
477.261	0.016								
477.274	0.016								
477.287	0.02								
477.299	0.012								
477.312	0.017								
477.325	0.018								
477.337	0.018								
477.35	0.014								
477.364	0.017								
477.377	0.017								
477.389	0.011								
477.402	0.014								
477.415	0.017								
477.427	0.022								
477.44	0.015								
477.453	0.014								
477.465	0.019								
477.478	0.016								
477.492	0.015								
477.504	0.014								
477.517	0.013								
477.53	0.015								
477.543	0.013								
477.555	0.015								
477.568	0.018								
477.581	0.016								
477.593	0.016								
477.606	0.014								
477.62	0.015								
477.632	0.014								
477.645	0.013								
477.658	0.012								
477.67	0.016								
477.683	0.017								
477.696	0.013								
477.708	0.016								
477.721	0.015								
477.734	0.013								
477.748	0.014								
477.76	0.013								
477.773	0.012								
477.786	0.017								
477.798	0.014								
477.811	0.014								
477.824	0.016								
477.836	0.015								
477.849	0.014								
477.862	0.016								
477.875	0.014								
477.888	0.018								
477.901	0.015								
477.913	0.015								
477.926	0.015								
477.939	0.017								
477.952	0.018								
477.964	0.016								
477.977	0.013								
477.99	0.015								
478.003	0.015								
478.016	0.017								
478.029	0.012								
478.041	0.017								
478.054	0.018								
478.067	0.014								
478.079	0.016								
478.092	0.016								
478.105	0.015								
478.117	0.014								
478.131	0.016								
478.144	0.015								
478.157	0.014								
478.169	0.017								
478.182	0.015								
478.195	0.018								
478.207	0.017								
478.22	0.015								
478.233	0.018								
478.246	0.017								
478.259	0.015								
478.272	0.017								
478.284	0.015								
478.297	0.017								
478.31	0.017								
478.322	0.019								
478.335	0.014								
478.348	0.018								
478.361	0.018								
478.374	0.021								
478.387	0.015								
478.4	0.018								
478.412	0.018								
478.425	0.016								
478.438	0.021								
478.45	0.017								
478.463	0.018								
478.476	0.023								
478.488	0.02								
478.502	0.02								
478.515	0.02								
478.528	0.024								
478.54	0.019								
478.553	0.021								
478.566	0.016								
478.578	0.015								
478.591	0.021								
478.604	0.02								
478.616	0.018								
478.63	0.016								
478.643	0.018								
478.655	0.017								
478.668	0.019								
478.681	0.023								
478.693	0.017								
478.706	0.019								
478.719	0.018								
478.731	0.018								
478.744	0.017								
478.758	0.019								
478.771	0.015								
478.783	0.017								
478.796	0.019								
478.809	0.015								
478.821	0.019								
478.834	0.017								
478.847	0.021								
478.859	0.016								
478.872	0.021								
478.886	0.018								
478.898	0.025								
478.911	0.018								
478.924	0.022								
478.937	0.018								
478.949	0.019								
478.962	0.017								
478.975	0.023								
478.987	0.025								
479	0.02								
479.014	0.017								
479.026	0.018								
479.039	0.018								
479.052	0.024								
479.064	0.02								
479.077	0.021								
479.09	0.018								
479.102	0.02								
479.115	0.019								
479.129	0.02								
479.142	0.02								
479.154	0.023								
479.167	0.024								
479.18	0.021								
479.192	0.02								
479.205	0.021								
479.218	0.022								
479.23	0.019								
479.243	0.022								
479.257	0.015								
479.269	0.018								
479.282	0.017								
479.295	0.023								
479.307	0.021								
479.32	0.015								
479.333	0.02								
479.346	0.015								
479.358	0.019								
479.371	0.019								
479.385	0.027								
479.397	0.024								
479.41	0.024								
479.423	0.021								
479.435	0.021								
479.448	0.031								
479.461	0.021								
479.473	0.025								
479.486	0.023								
479.499	0.021								
479.512	0.021								
479.525	0.019								
479.538	0.015								
479.551	0.018								
479.563	0.019								
479.576	0.02								
479.589	0.013								
479.601	0.016								
479.614	0.017								
479.627	0.017								
479.64	0.017								
479.653	0.015								
479.666	0.021								
479.678	0.017								
479.691	0.018								
479.704	0.015								
479.716	0.019								
479.729	0.016								
479.742	0.018								
479.755	0.021								
479.768	0.018								
479.781	0.02								
479.794	0.02								
479.806	0.021								
479.819	0.019								
479.832	0.022								
479.844	0.023								
479.857	0.03								
479.87	0.021								
479.882	0.024								
479.896	0.025								
479.909	0.017								
479.922	0.021								
479.934	0.021								
479.947	0.026								
479.96	0.023								
479.972	0.021								
479.985	0.022								
479.998	0.02								
480.011	0.02								
480.024	0.02								
480.037	0.02								
480.049	0.021								
480.062	0.019								
480.075	0.021								
480.087	0.019								
480.1	0.019								
480.113	0.02								
480.125	0.02								
480.139	0.019								
480.152	0.021								
480.165	0.026								
480.177	0.025								
480.19	0.026								
480.203	0.024								
480.215	0.021								
480.228	0.016								
480.241	0.019								
480.253	0.02								
480.267	0.014								
480.28	0.022								
480.292	0.017								
480.305	0.017								
480.318	0.019								
480.331	0.019								
480.343	0.016								
480.356	0.019								
480.369	0.018								
480.381	0.021								
480.395	0.015								
480.408	0.019								
480.42	0.019								
480.433	0.018								
480.446	0.017								
480.458	0.022								
480.471	0.014								
480.484	0.015								
480.496	0.014								
480.509	0.012								
480.523	0.013								
480.536	0.018								
480.548	0.019								
480.561	0.019								
480.574	0.014								
480.586	0.015								
480.599	0.012								
480.612	0.01								
480.624	0.009								
480.637	0.011								
480.651	0.01								
480.663	0.011								
480.676	0.011								
480.689	0.013								
480.701	0.016								
480.714	0.015								
480.727	0.013								
480.74	0.012								
480.752	0.014								
480.765	0.016								
480.779	0.014								
480.791	0.011								
480.804	0.011								
480.817	0.01								
480.829	0.011								
480.842	0.013								
480.855	0.011								
480.867	0.013								
480.88	0.013								
480.894	0.012								
480.906	0.01								
480.919	0.012								
480.932	0.012								
480.945	0.012								
480.957	0.013								
480.97	0.013								
480.983	0.015								
480.995	0.015								
481.008	0.015								
481.022	0.014								
481.034	0.014								
481.047	0.014								
481.06	0.015								
481.072	0.015								
481.085	0.016								
481.098	0.017								
481.11	0.017								
481.123	0.016								
481.136	0.016								
481.15	0.013								
481.162	0.012								
481.175	0.011								
481.188	0.01								
481.2	0.013								
481.213	0.012								
481.226	0.009								
481.238	0.007								
481.251	0.007								
481.264	0.007								
481.277	0.008								
481.29	0.007								
481.303	0.008								
481.316	0.007								
481.328	0.007								
481.341	0.009								
481.354	0.007								
481.366	0.009								
481.379	0.01								
481.392	0.009								
481.405	0.009								
481.418	0.009								
481.431	0.01								
481.443	0.008								
481.456	0.008								
481.469	0.009								
481.481	0.014								
481.494	0.011								
481.507	0.009								
481.519	0.013								
481.533	0.01								
481.546	0.01								
481.559	0.011								
481.571	0.008								
481.584	0.009								
481.597	0.011								
481.609	0.008								
481.622	0.008								
481.635	0.007								
481.647	0.008								
481.661	0.01								
481.674	0.01								
481.686	0.009								
481.699	0.01								
481.712	0.006								
481.725	0.009								
481.737	0.009								
481.75	0.007								
481.763	0.009								
481.776	0.01								
481.789	0.01								
481.802	0.007								
481.814	0.008								
481.827	0.009								
481.84	0.011								
481.852	0.007								
481.865	0.01								
481.878	0.006								
481.89	0.008								
481.904	0.007								
481.917	0.008								
481.93	0.007								
481.942	0.007								
481.955	0.008								
481.968	0.008								
481.98	0.008								
481.993	0.007								
482.006	0.007								
482.018	0.008								
482.032	0.006								
482.045	0.009								
482.057	0.008								
482.07	0.01								
482.083	0.008								
482.095	0.01								
482.108	0.011								
482.121	0.007								
482.134	0.009								
482.146	0.006								
482.16	0.007								
482.173	0.006								
482.185	0.007								
482.198	0.007								
482.211	0.006								
482.223	0.003								
482.236	0.007								
482.249	0.007								
482.261	0.007								
482.274	0.007								
482.288	0.008								
482.3	0.008								
482.313	0.008								
482.326	0.007								
482.339	0.008								
482.351	0.007								
482.364	0.007								
482.377	0.007								
482.389	0.007								
482.402	0.009								
482.416	0.008								
482.428	0.006								
482.441	0.01								
482.454	0.006								
482.466	0.008								
482.479	0.008								
482.492	0.007								
482.504	0.007								
482.517	0.008								
482.53	0.006								
482.544	0.008								
482.556	0.007								
482.569	0.008								
482.582	0.006								
482.594	0.006								
482.607	0.008								
482.62	0.007								
482.632	0.007								
482.645	0.006								
482.659	0.006								
482.671	0.008								
482.684	0.007								
482.697	0.008								
482.709	0.006								
482.722	0.007								
482.735	0.006								
482.748	0.007								
482.76	0.006								
482.773	0.009								
482.787	0.005								
482.799	0.006								
482.812	0.008								
482.825	0.006								
482.837	0.008								
482.85	0.009								
482.863	0.007								
482.875	0.009								
482.888	0.007								
482.901	0.009								
482.915	0.008								
482.927	0.007								
482.94	0.009								
482.953	0.008								
482.965	0.011								
482.978	0.008								
482.991	0.011								
483.003	0.007								
483.016	0.007								
483.029	0.009								
483.042	0.009								
483.055	0.01								
483.068	0.008								
483.08	0.01								
483.093	0.009								
483.106	0.007								
483.119	0.007								
483.131	0.008								
483.144	0.007								
483.157	0.008								
483.17	0.008								
483.183	0.007								
483.196	0.007								
483.208	0.009								
483.221	0.007								
483.234	0.007								
483.246	0.008								
483.259	0.006								
483.272	0.006								
483.284	0.007								
483.298	0.008								
483.311	0.006								
483.324	0.006								
483.336	0.009								
483.349	0.009								
483.362	0.009								
483.374	0.009								
483.387	0.009								
483.4	0.009								
483.412	0.011								
483.426	0.007								
483.439	0.007								
483.451	0.008								
483.464	0.008								
483.477	0.006								
483.489	0.009								
483.502	0.01								
483.515	0.01								
483.528	0.01								
483.54	0.007								
483.554	0.006								
483.567	0.006								
483.579	0.007								
483.592	0.007								
483.605	0.006								
483.617	0.008								
483.63	0.008								
483.643	0.007								
483.655	0.008								
483.669	0.007								
483.682	0.006								
483.694	0.008								
483.707	0.005								
483.72	0.007								
483.733	0.008								
483.745	0.006								
483.758	0.008								
483.771	0.008								
483.783	0.008								
483.797	0.008								
483.81	0.007								
483.822	0.008								
483.835	0.007								
483.848	0.007								
483.86	0.008								
483.873	0.007								
483.886	0.005								
483.898	0.008								
483.911	0.007								
483.925	0.006								
483.938	0.008								
483.95	0.007								
483.963	0.005								
483.976	0.007								
483.988	0.007								
484.001	0.007								
484.014	0.008								
484.026	0.008								
484.039	0.008								
484.053	0.008								
484.065	0.008								
484.078	0.007								
484.091	0.005								
484.103	0.006								
484.116	0.009								
484.129	0.007								
484.142	0.007								
484.154	0.006								
484.167	0.007								
484.181	0.007								
484.193	0.007								
484.206	0.008								
484.219	0.006								
484.231	0.007								
484.244	0.007								
484.257	0.006								
484.269	0.007								
484.282	0.007								
484.295	0.007								
484.309	0.007								
484.321	0.007								
484.334	0.007								
484.347	0.006								
484.359	0.009								
484.372	0.009								
484.385	0.007								
484.397	0.006								
484.41	0.007								
484.423	0.007								
484.436	0.008								
484.449	0.01								
484.462	0.007								
484.474	0.007								
484.487	0.008								
484.5	0.008								
484.513	0.006								
484.525	0.006								
484.538	0.008								
484.552	0.006								
484.564	0.006								
484.577	0.006								
484.59	0.009								
484.602	0.007								
484.615	0.004								
484.628	0.007								
484.64	0.008								
484.653	0.007								
484.666	0.006								
484.679	0.006								
484.692	0.007								
484.705	0.005								
484.718	0.007								
484.73	0.008								
484.743	0.008								
484.756	0.006								
484.768	0.007								
484.781	0.007								
484.794	0.006								
484.807	0.007								
484.82	0.007								
484.833	0.009								
484.845	0.008								
484.858	0.009								
484.871	0.013								
484.883	0.006								
484.896	0.006								
484.909	0.009								
484.922	0.007								
484.935	0.007								
484.948	0.004								
484.961	0.007								
484.973	0.006								
484.986	0.007								
484.999	0.007								
485.011	0.006								
485.024	0.006								
485.037	0.007								
485.049	0.007								
485.063	0.005								
485.076	0.006								
485.088	0.006								
485.101	0.007								
485.114	0.006								
485.127	0.007								
485.139	0.007								
485.152	0.006								
485.165	0.008								
485.177	0.005								
485.191	0.008								
485.204	0.006								
485.216	0.007								
485.229	0.005								
485.242	0.006								
485.254	0.005								
485.267	0.006								
485.28	0.005								
485.292	0.006								
485.305	0.006								
485.319	0.006								
485.332	0.006								
485.344	0.005								
485.357	0.006								
485.37	0.007								
485.382	0.006								
485.395	0.005								
485.408	0.006								
485.42	0.006								
485.434	0.006								
485.447	0.005								
485.459	0.005								
485.472	0.005								
485.485	0.005								
485.497	0.003								
485.51	0.006								
485.523	0.005								
485.536	0.004								
485.548	0.005								
485.562	0.003								
485.575	0.003								
485.587	0.004								
485.6	0.003								
485.613	0.004								
485.625	0.004								
485.638	0.004								
485.651	0.004								
485.663	0.005								
485.676	0.006								
485.69	0.005								
485.703	0.005								
485.715	0.004								
485.728	0.005								
485.741	0.005								
485.753	0.006								
485.766	0.005								
485.779	0.005								
485.791	0.005								
485.804	0.004								
485.818	0.005								
485.83	0.004								
485.843	0.003								
485.856	0.005								
485.868	0.005								
485.881	0.003								
485.894	0.004								
485.906	0.005								
485.919	0.006								
485.932	0.006								
485.946	0.006								
485.958	0.007								
485.971	0.005								
485.984	0.004								
485.996	0.006								
486.009	0.005								
486.022	0.004								
486.034	0.005								
486.047	0.005								
486.06	0.005								
486.073	0.004								
486.086	0.006								
486.099	0.005								
486.111	0.003								
486.117	0.005								
486.122	0.004								
486.128	0.004								
486.133	0.005								
486.139	0.004								
486.144	0.005								
486.15	0.004								
486.156	0.003								
486.161	0.003								
486.167	0.003								
486.172	0.004								
486.178	0.004								
486.183	0.005								
486.189	0.004								
486.194	0.007								
486.2	0.005								
486.205	0.006								
486.211	0.005								
486.216	0.007								
486.222	0.006								
486.227	0.008								
486.233	0.004								
486.238	0.006								
486.244	0.004								
486.249	0.007								
486.255	0.006								
486.261	0.004								
486.266	0.006								
486.272	0.005								
486.277	0.003								
486.283	0.005								
486.288	0.004								
486.294	0.004								
486.299	0.004								
486.305	0.004								
486.31	0.004								
486.316	0.006								
486.321	0.003								
486.327	0.005								
486.332	0.003								
486.338	0.004								
486.343	0.004								
486.349	0.004								
486.354	0.005								
486.36	0.005								
486.366	0.006								
486.371	0.003								
486.377	0.004								
486.382	0.003								
486.388	0.003								
486.393	0.003								
486.399	0.006								
486.404	0.004								
486.41	0.006								
486.415	0.004								
486.421	0.003								
486.426	0.005								
486.432	0.004								
486.437	0.004								
486.443	0.004								
486.448	0.004								
486.454	0.006								
486.459	0.005								
486.465	0.008								
486.47	0.004								
486.476	0.006								
486.482	0.004								
486.487	0.006								
486.493	0.005								
486.498	0.004								
486.504	0.004								
486.509	0.006								
486.515	0.006								
486.52	0.006								
486.525	0.008								
486.531	0.006								
486.537	0.006								
486.542	0.006								
486.548	0.007								
486.553	0.007								
486.559	0.004								
486.564	0.004								
486.57	0.005								
486.575	0.005								
486.581	0.005								
486.587	0.006								
486.592	0.005								
486.598	0.005								
486.603	0.004								
486.609	0.004								
486.614	0.005								
486.619	0.005								
486.625	0.005								
486.63	0.003								
486.636	0.004								
486.642	0.004								
486.647	0.005								
486.653	0.005								
486.658	0.005								
486.664	0.005								
486.669	0.005								
486.675	0.004								
486.68	0.006								
486.686	0.005								
486.692	0.004								
486.697	0.007								
486.703	0.005								
486.708	0.005								
486.714	0.008								
486.719	0.005								
486.724	0.005								
486.73	0.006								
486.735	0.005								
486.741	0.006								
486.747	0.007								
486.752	0.006								
486.758	0.006								
486.763	0.007								
486.769	0.007								
486.774	0.008								
486.78	0.004								
486.785	0.004								
486.791	0.006								
486.796	0.006								
486.802	0.006								
486.808	0.006								
486.813	0.008								
486.819	0.005								
486.824	0.006								
486.829	0.007								
486.835	0.004								
486.84	0.005								
486.846	0.005								
486.851	0.005								
486.857	0.006								
486.863	0.008								
486.868	0.007								
486.874	0.012								
486.879	0.009								
486.885	0.008								
486.89	0.007								
486.896	0.01								
486.901	0.01								
486.907	0.007								
486.913	0.009								
486.918	0.007								
486.924	0.008								
486.929	0.008								
486.934	0.007								
486.94	0.009								
486.945	0.01								
486.951	0.008								
486.956	0.011								
486.962	0.007								
486.968	0.007								
486.973	0.007								
486.979	0.008								
486.984	0.009								
486.99	0.006								
486.995	0.006								
487.001	0.006								
487.006	0.007								
487.012	0.005								
487.018	0.004								
487.023	0.006								
487.028	0.006								
487.034	0.007								
487.039	0.007								
487.045	0.007								
487.05	0.007								
487.056	0.005								
487.061	0.006								
487.067	0.007								
487.073	0.007								
487.078	0.007								
487.084	0.006								
487.089	0.007								
487.095	0.008								
487.1	0.01								
487.106	0.008								
487.111	0.009								
487.117	0.009								
487.122	0.01								
487.128	0.012								
487.133	0.012								
487.139	0.012								
487.144	0.012								
487.15	0.01								
487.155	0.009								
487.161	0.012								
487.166	0								
487.172	0.133								
487.177	0								
487.183	0								
487.189	0								
487.194	0.026								
487.2	0								
487.205	0								
487.211	0.016								
487.216	0.011								
487.222	0.012								
487.227	0.01								
487.233	0.012								
487.238	0.009								
487.244	0.01								
487.249	0.01								
487.255	0.01								
487.26	0.011								
487.266	0.011								
487.271	0.012								
487.277	0.007								
487.282	0.01								
487.288	0.01								
487.294	0.011								
487.299	0.012								
487.305	0.011								
487.31	0.008								
487.316	0.005								
487.321	0.006								
487.327	0.008								
487.332	0.007								
487.338	0.005								
487.343	0.007								
487.349	0.007								
487.354	0.008								
487.36	0.011								
487.365	0.013								
487.371	0.01								
487.376	0.01								
487.382	0.012								
487.387	0.01								
487.393	0.013								
487.399	0.01								
487.404	0.014								
487.41	0.011								
487.415	0.012								
487.421	0.012								
487.426	0.016								
487.432	0.015								
487.437	0.011								
487.443	0.014								
487.448	0.016								
487.454	0.012								
487.459	0.014								
487.465	0.013								
487.47	0.012								
487.476	0.015								
487.481	0.015								
487.487	0.014								
487.492	0.009								
487.498	0.011								
487.503	0.009								
487.509	0.01								
487.515	0.011								
487.52	0.01								
487.526	0.012								
487.531	0.011								
487.537	0.012								
487.542	0.014								
487.548	0.011								
487.553	0.013								
487.558	0.013								
487.564	0.011								
487.57	0.011								
487.575	0.013								
487.581	0.012								
487.586	0.016								
487.592	0.014								
487.597	0.013								
487.603	0.012								
487.608	0.011								
487.614	0.013								
487.62	0.011								
487.625	0.011								
487.631	0.011								
487.636	0.012								
487.642	0.01								
487.647	0.011								
487.653	0.011								
487.658	0.01								
487.663	0.011								
487.669	0.013								
487.675	0.019								
487.68	0.014								
487.686	0.018								
487.691	0.017								
487.697	0.015								
487.702	0.013								
487.708	0.018								
487.713	0.015								
487.719	0.015								
487.724	0.012								
487.73	0.017								
487.736	0.014								
487.741	0.014								
487.747	0.015								
487.752	0.013								
487.757	0.013								
487.763	0.015								
487.768	0.009								
487.774	0.011								
487.78	0.013								
487.785	0.017								
487.791	0.01								
487.796	0.014								
487.802	0.012								
487.807	0.013								
487.813	0.013								
487.818	0.011								
487.824	0.009								
487.829	0.011								
487.835	0.012								
487.841	0.017								
487.846	0.013								
487.852	0.011								
487.857	0.011								
487.862	0.013								
487.868	0.01								
487.873	0.011								
487.879	0.011								
487.884	0.01								
487.89	0.014								
487.896	0.014								
487.901	0.011								
487.907	0.013								
487.912	0.014								
487.918	0.011								
487.923	0.013								
487.929	0.01								
487.934	0.014								
487.94	0.013								
487.946	0.009								
487.951	0.01								
487.957	0.011								
487.962	0.015								
487.967	0.009								
487.973	0.008								
487.978	0.011								
487.984	0.01								
487.989	0.011								
487.995	0.011								
488.001	0.012								
488.006	0.014								
488.012	0.008								
488.017	0.009								
488.023	0.01								
488.028	0.008								
488.034	0.01								
488.039	0.01								
488.045	0.009								
488.05	0.007								
488.056	0.009								
488.062	0.008								
488.067	0.008								
488.072	0.01								
488.078	0.009								
488.083	0.011								
488.089	0.011								
488.094	0.007								
488.1	0.01								
488.105	0.009								
488.111	0.007								
488.117	0.008								
488.122	0.011								
488.128	0.008								
488.133	0.007								
488.139	0.008								
488.144	0.008								
488.15	0.008								
488.155	0.01								
